company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time
GlobalFinance Corp,web_form,2025-06-28 2:01:37,1,6,7,Basic,5069.4,1,1,AM_13,"Analytics,Billing,Integration",45.48123989,38.69260732,How-To,Integration,0,0,0,0,52.8
InsightlySoft,email,2025-07-06 3:01:37,0,3,1,Basic,1121.38,9,1,AM_1,"Security,Integration",46.11286954,31.42048805,Performance,Collaboration,0,0,0,0,43.2
GlobalFinance Corp,chat,2025-06-18 23:01:37,3,6,4,Basic,334.2,10,1,AM_11,Collaboration,40.21155221,37.78592395,Other,Billing,0,0,1,1,52.6
InsightlySoft,web_form,2025-07-08 16:01:37,0,2,3,Basic,4131.99,48,3,AM_16,"Collaboration,Security",42.82535823,44.23609882,How-To,Integration,0,0,1,1,54.5
InsightlySoft,email,2025-07-10 13:01:37,3,3,5,Pro,1905.85,11,2,AM_17,"Analytics,Collaboration,Billing",57.57314602,38.73556762,Other,Billing,1,0,0,0,58.5
InsightlySoft,web_form,2025-07-04 17:01:37,1,2,6,Pro,7769.48,32,0,AM_16,Billing,60.72710751,26.92741379,How-To,Billing,0,0,0,1,61
GlobalFinance Corp,web_form,2025-07-07 23:01:37,0,3,2,Basic,1308.47,21,1,AM_14,"Analytics,Integration,Billing",46.3571274,24.88284369,Feature Request,Analytics,0,0,1,1,62
InsightlySoft,web_form,2025-07-07 13:01:37,1,5,2,Enterprise,5526.17,36,1,AM_2,Collaboration,37.10147235,29.71265243,Performance,Analytics,2,0,0,1,50.5
GlobalFinance Corp,web_form,2025-06-23 20:01:37,0,3,2,Pro,76.95,56,2,AM_18,Analytics,37.95017345,35.2016669,Other,Security,0,0,0,0,38.5
GlobalFinance Corp,web_form,2025-06-21 23:01:37,0,3,7,Basic,4445.69,32,1,AM_10,Billing,35.39583539,46.95308238,Other,Analytics,0,0,0,0,38
GlobalFinance Corp,email,2025-07-02 22:01:37,1,3,4,Basic,3401.94,19,0,AM_17,"Security,Integration,Collaboration",56.97282432,38.12276412,How-To,Analytics,1,0,0,0,65.3
GlobalFinance Corp,chat,2025-06-29 19:01:37,1,5,1,Basic,2241.34,8,0,AM_2,Billing,49.70998706,35.01191501,Performance,Security,0,0,0,0,45.6
InsightlySoft,chat,2025-06-28 21:01:37,0,4,7,Pro,7238.07,35,2,AM_17,"Analytics,Security",46.0567081,34.36237853,How-To,Security,0,0,0,1,65.2
GlobalFinance Corp,chat,2025-06-22 13:01:37,2,3,1,Pro,8542.52,22,0,AM_3,Billing,56.87711857,34.46767136,Other,Billing,0,0,0,1,77.9
GlobalFinance Corp,chat,2025-07-07 23:01:37,1,1,2,Pro,7964.32,4,1,AM_8,Analytics,52.10542146,42.76139964,Performance,Billing,0,0,0,1,64
InsightlySoft,email,2025-06-19 9:01:37,0,4,5,Basic,2732.44,29,0,AM_5,Integration,23.6073615,27.57942913,How-To,Billing,0,0,0,0,25.4
GlobalFinance Corp,email,2025-07-01 23:01:37,0,1,3,Basic,2198.14,31,2,AM_6,"Security,Billing",40.7971009,45.12286645,Feature Request,Analytics,0,0,0,0,46.7
InsightlySoft,email,2025-06-30 15:01:37,0,7,2,Enterprise,939.91,8,1,AM_0,"Collaboration,Integration",47.57453076,41.95090648,Performance,Integration,1,0,0,1,71.9
GlobalFinance Corp,web_form,2025-07-12 11:01:37,4,5,7,Enterprise,530.46,55,1,AM_2,"Collaboration,Security,Integration",65.72461561,33.86239103,Feature Request,Integration,0,0,0,1,89
InsightlySoft,web_form,2025-06-30 21:01:37,4,4,2,Enterprise,2443.2,12,1,AM_14,Collaboration,64.47307023,57.86169572,Performance,Analytics,0,0,0,1,72.4
GlobalFinance Corp,web_form,2025-07-09 11:01:37,0,7,4,Enterprise,482.26,5,0,AM_1,"Integration,Billing,Collaboration",25.98032366,44.21559916,Other,Collaboration,0,0,0,1,41.9
InsightlySoft,chat,2025-06-15 9:01:37,3,4,1,Basic,566.65,30,0,AM_8,"Billing,Analytics,Collaboration",35.28946448,34.50627675,Performance,Billing,1,0,0,0,42.1
GlobalFinance Corp,web_form,2025-07-04 15:01:37,1,7,6,Basic,1323.63,35,1,AM_7,Collaboration,49.44752986,42.13397459,Feature Request,Analytics,0,1,0,1,68.2
GlobalFinance Corp,chat,2025-06-19 18:01:37,0,4,5,Enterprise,620.14,37,0,AM_18,Analytics,54.30194259,33.5481919,How-To,Collaboration,1,0,0,1,77.3
InsightlySoft,web_form,2025-06-27 17:01:37,1,3,6,Enterprise,2089.83,4,0,AM_13,"Analytics,Integration",41.41586827,30.02471462,Other,Billing,0,0,0,1,50
InsightlySoft,chat,2025-06-23 19:01:37,0,1,2,Basic,3269.7,56,0,AM_9,"Collaboration,Analytics",53.17529334,32.08611003,Feature Request,Security,0,0,0,0,50.2
InsightlySoft,web_form,2025-06-19 14:01:37,1,3,5,Basic,3591,43,4,AM_10,"Collaboration,Billing,Security",41.35977611,35.94622707,Bug,Analytics,0,0,0,0,34.8
InsightlySoft,web_form,2025-07-02 3:01:37,1,1,4,Basic,2282.85,21,2,AM_7,Collaboration,42.07639661,22.48106339,Performance,Collaboration,0,0,0,0,50
GlobalFinance Corp,email,2025-06-25 10:01:37,0,4,4,Pro,2213.17,58,0,AM_3,"Security,Collaboration,Integration",36.84805324,24.75864844,Bug,Integration,0,0,1,1,44.8
GlobalFinance Corp,web_form,2025-07-04 23:01:37,0,3,6,Pro,1931.99,58,2,AM_7,"Security,Integration",34.32040117,39.18196951,Feature Request,Analytics,1,0,0,0,20.3
InsightlySoft,web_form,2025-06-15 18:01:37,0,3,1,Pro,844.17,16,1,AM_9,"Integration,Security,Collaboration",42.94686527,32.88574862,Bug,Integration,0,0,0,0,38.9
GlobalFinance Corp,email,2025-07-13 4:01:37,0,3,1,Basic,3186.06,53,1,AM_14,Security,59.30051511,51.82246117,Feature Request,Collaboration,0,0,1,1,67.2
InsightlySoft,chat,2025-07-08 23:01:37,2,2,3,Basic,3210.33,18,2,AM_12,"Integration,Analytics,Billing",52.80890595,41.36026925,Other,Analytics,0,0,0,0,53.6
InsightlySoft,email,2025-07-06 15:01:37,0,4,1,Basic,886.36,57,0,AM_4,"Security,Integration,Billing",50.70586395,39.51528812,How-To,Analytics,0,0,0,0,65.3
GlobalFinance Corp,email,2025-06-22 19:01:37,1,6,1,Basic,3617.61,31,1,AM_14,Analytics,45.15379969,39.83048442,How-To,Analytics,0,0,0,0,46.9
GlobalFinance Corp,chat,2025-06-17 19:01:37,2,1,3,Enterprise,5855.9,38,1,AM_2,Analytics,52.22627064,34.55539128,Performance,Analytics,1,0,1,1,66.7
GlobalFinance Corp,web_form,2025-07-14 17:01:37,0,6,2,Basic,2709.45,59,4,AM_2,Billing,43.26252114,41.8177604,Other,Security,0,0,0,0,41.6
GlobalFinance Corp,chat,2025-06-21 9:01:37,1,7,7,Basic,375.12,32,1,AM_12,"Security,Billing",39.98290186,35.5792542,Bug,Analytics,0,0,0,0,30.4
GlobalFinance Corp,web_form,2025-07-10 18:01:37,0,2,5,Pro,1189.19,48,0,AM_8,"Security,Billing,Analytics",53.30980374,38.68649304,Other,Collaboration,0,0,1,1,60.4
GlobalFinance Corp,web_form,2025-06-15 1:01:37,0,3,1,Basic,292.14,33,1,AM_1,"Collaboration,Analytics,Security",42.32273668,34.17752162,Bug,Collaboration,0,0,0,0,41.8
GlobalFinance Corp,chat,2025-06-27 13:01:37,2,1,6,Enterprise,1078.74,19,0,AM_14,Billing,37.32135833,45.50110744,Other,Security,0,0,0,1,43.7
InsightlySoft,email,2025-06-22 8:01:37,1,2,1,Basic,714.56,20,1,AM_17,Analytics,52.31734724,29.69714163,How-To,Analytics,0,0,0,0,43
InsightlySoft,chat,2025-06-26 21:01:37,1,2,5,Enterprise,2426.54,48,0,AM_7,"Integration,Collaboration",34.42052101,19.33943581,Performance,Analytics,1,0,0,1,48.5
InsightlySoft,web_form,2025-07-04 23:01:37,2,3,6,Enterprise,1652.57,10,0,AM_2,Billing,51.88735102,32.09582578,How-To,Billing,0,0,0,1,67.9
InsightlySoft,chat,2025-06-30 5:01:37,0,3,2,Basic,3847.79,26,1,AM_0,"Collaboration,Security",52.06117613,48.20895261,How-To,Billing,1,1,1,1,67.5
InsightlySoft,chat,2025-06-24 17:01:37,0,4,3,Basic,1353.16,46,1,AM_6,"Billing,Security",35.1313041,42.68179056,Other,Integration,1,0,0,0,27.1
GlobalFinance Corp,web_form,2025-06-28 6:01:37,0,0,7,Basic,504.26,18,1,AM_5,"Integration,Security",35.81324463,45.4623282,Bug,Security,0,0,0,0,39.6
InsightlySoft,email,2025-06-30 3:01:37,1,2,2,Basic,807.66,45,1,AM_0,Analytics,61.04959304,37.09283767,Other,Billing,0,0,0,0,75.1
InsightlySoft,chat,2025-06-27 10:01:37,1,3,6,Basic,2367.54,59,0,AM_8,"Billing,Integration,Analytics",54.21971323,37.10820951,Bug,Collaboration,0,0,0,0,45.2
InsightlySoft,web_form,2025-07-12 15:01:37,1,4,7,Enterprise,1792.72,45,2,AM_10,Billing,52.85839033,31.08686752,Feature Request,Collaboration,0,0,0,1,56.9
InsightlySoft,web_form,2025-07-11 9:01:37,1,1,6,Basic,130.63,58,0,AM_4,"Security,Analytics,Billing",50.16266321,31.46718197,Performance,Collaboration,0,0,0,0,61.7
InsightlySoft,chat,2025-07-13 6:01:37,0,1,1,Basic,706.96,15,2,AM_2,Collaboration,55.14273221,36.24839863,Bug,Security,0,0,0,0,68.2
InsightlySoft,email,2025-07-11 23:01:37,1,3,6,Basic,1056.07,36,0,AM_8,"Collaboration,Security",55.14251673,36.17290773,Feature Request,Collaboration,1,0,0,0,60.5
InsightlySoft,chat,2025-06-18 1:01:37,2,3,4,Pro,3876.88,18,0,AM_6,"Billing,Integration,Analytics",39.95166923,35.20610364,Performance,Billing,0,0,1,1,48.5
GlobalFinance Corp,email,2025-06-16 23:01:37,0,3,2,Enterprise,3932.75,31,2,AM_19,Analytics,46.09921004,38.40655804,Bug,Billing,0,0,0,1,64.5
GlobalFinance Corp,email,2025-06-18 19:01:37,3,4,4,Basic,3591.86,15,0,AM_12,Analytics,43.61642239,32.5765354,How-To,Integration,0,0,0,0,45.9
InsightlySoft,email,2025-06-16 10:01:37,1,2,2,Basic,5118.86,38,3,AM_0,"Billing,Security,Integration",53.73406243,39.21406798,Performance,Integration,1,0,0,0,62.7
GlobalFinance Corp,email,2025-06-24 17:01:37,1,4,3,Basic,6211.56,29,0,AM_19,"Security,Billing",49.68862612,46.49716416,Performance,Security,1,0,1,1,61.3
GlobalFinance Corp,chat,2025-06-25 6:01:37,0,5,4,Basic,221.29,42,2,AM_2,"Security,Billing",60.65014769,52.1800803,Other,Integration,0,0,0,0,76.7
GlobalFinance Corp,web_form,2025-07-08 20:01:37,1,5,3,Pro,2038.07,15,0,AM_5,"Billing,Analytics,Security",50.78725242,30.39555493,Performance,Security,1,0,1,1,70.8
GlobalFinance Corp,web_form,2025-06-29 22:01:37,3,5,1,Basic,483.89,57,0,AM_10,Analytics,48.36756465,45.76023578,Other,Analytics,0,0,0,0,40.2
InsightlySoft,web_form,2025-06-15 5:01:37,0,1,1,Enterprise,1311.15,1,0,AM_16,"Billing,Analytics",56.15999404,42.3437044,Feature Request,Integration,0,0,0,1,66.2
GlobalFinance Corp,web_form,2025-06-25 3:01:37,0,1,4,Basic,3264.77,37,1,AM_14,Collaboration,56.25803993,45.7325119,Performance,Security,0,0,0,0,48.6
GlobalFinance Corp,web_form,2025-06-18 21:01:37,0,1,4,Enterprise,2761.34,41,3,AM_3,"Billing,Integration",60.22588842,52.08773084,Bug,Billing,0,0,0,1,59.2
GlobalFinance Corp,web_form,2025-06-20 3:01:37,2,5,6,Basic,412.82,59,0,AM_0,Analytics,50.04633736,48.17165723,Performance,Integration,0,0,1,1,80
InsightlySoft,chat,2025-06-16 17:01:37,2,5,2,Enterprise,4245.09,23,0,AM_0,"Billing,Security",68.54677287,26.16951135,Performance,Integration,1,0,0,1,90.7
InsightlySoft,email,2025-06-26 11:01:37,0,5,5,Enterprise,4639.63,46,0,AM_5,Analytics,57.24993398,36.66369253,Bug,Security,0,0,0,1,58.7
InsightlySoft,web_form,2025-06-22 15:01:37,1,1,1,Enterprise,449.62,11,2,AM_8,Collaboration,68.95678245,29.65571097,Performance,Analytics,1,0,0,1,90.8
InsightlySoft,chat,2025-07-09 11:01:37,1,2,4,Enterprise,2868.68,38,1,AM_13,"Integration,Security",48.85607836,38.05265786,Other,Integration,0,0,0,1,50.9
InsightlySoft,web_form,2025-07-06 5:01:37,0,3,1,Basic,8713.8,16,1,AM_13,"Collaboration,Security",70.68633714,52.57327435,Bug,Security,0,0,1,1,80.1
InsightlySoft,web_form,2025-07-13 13:01:37,2,3,1,Basic,295.95,55,2,AM_6,Integration,55.15105456,41.71636022,How-To,Analytics,0,0,0,0,47.6
InsightlySoft,email,2025-06-26 5:01:37,1,3,5,Pro,539.56,30,0,AM_5,"Collaboration,Analytics,Billing",37.75077538,36.93973024,Performance,Security,0,0,0,0,40.8
GlobalFinance Corp,email,2025-06-14 19:01:37,0,3,7,Enterprise,4351.21,29,0,AM_18,Billing,38.47726247,30.06959085,Performance,Analytics,0,0,0,1,38.4
GlobalFinance Corp,email,2025-06-25 10:01:37,1,1,4,Basic,1232.6,41,2,AM_2,"Collaboration,Integration,Billing",45.03341662,33.52708592,Other,Collaboration,0,0,1,1,62.8
GlobalFinance Corp,web_form,2025-07-03 2:01:37,1,2,5,Enterprise,9341.63,3,1,AM_4,"Analytics,Billing",44.91396926,45.06143844,Bug,Integration,0,0,1,1,57.7
InsightlySoft,web_form,2025-07-08 11:01:37,0,1,3,Pro,2937.4,40,0,AM_5,"Security,Billing,Collaboration",51.40243863,29.57805973,Performance,Collaboration,0,0,0,0,46.3
InsightlySoft,web_form,2025-07-04 18:01:37,1,3,6,Basic,1980.3,17,1,AM_7,Analytics,65.58460102,48.28071183,Other,Security,0,0,0,0,68.4
InsightlySoft,email,2025-07-03 16:01:37,3,6,5,Basic,1235.94,26,1,AM_12,"Analytics,Security",51.23742541,42.63110785,How-To,Collaboration,0,0,0,0,54.3
InsightlySoft,chat,2025-06-15 20:01:37,0,4,1,Basic,819.86,54,0,AM_12,"Collaboration,Billing",37.93409685,26.79325852,How-To,Analytics,0,1,0,1,47
InsightlySoft,web_form,2025-07-10 9:01:37,2,5,5,Basic,3149.64,9,0,AM_0,"Billing,Integration,Analytics",52.3839006,47.80075035,Other,Billing,0,0,0,0,50.3
GlobalFinance Corp,web_form,2025-06-26 17:01:37,2,3,5,Pro,2689.68,17,3,AM_18,"Integration,Security",43.97848106,25.43557454,Bug,Collaboration,0,0,0,0,47.1
GlobalFinance Corp,web_form,2025-06-24 1:01:37,1,1,3,Basic,1329.09,37,1,AM_8,"Collaboration,Integration,Billing",44.49716004,23.12550463,Performance,Security,0,0,0,0,46
InsightlySoft,chat,2025-06-26 10:01:37,0,2,5,Pro,7494.95,56,0,AM_3,Collaboration,46.13825415,41.19035511,Other,Integration,0,0,0,1,50.5
InsightlySoft,web_form,2025-06-16 5:01:37,1,5,2,Pro,4303.98,31,2,AM_4,"Billing,Security",44.32805201,43.71666551,Other,Collaboration,0,0,0,0,44.6
InsightlySoft,chat,2025-07-08 4:01:37,0,7,3,Enterprise,903.59,58,3,AM_16,Integration,35.0462935,33.60596285,Other,Collaboration,0,0,1,1,52.4
InsightlySoft,web_form,2025-07-07 14:01:37,0,5,2,Pro,8613.44,31,1,AM_6,"Security,Billing,Collaboration",48.95606733,29.94018976,Feature Request,Billing,1,1,0,1,57.3
GlobalFinance Corp,chat,2025-06-24 4:01:37,1,3,3,Pro,4226.1,11,2,AM_17,"Integration,Analytics,Billing",65.40831519,34.45063296,How-To,Security,0,0,0,0,77.6
InsightlySoft,web_form,2025-07-01 19:01:37,1,4,3,Enterprise,6822.19,38,1,AM_12,Analytics,56.00609981,38.53740198,Feature Request,Collaboration,1,0,0,1,67.9
InsightlySoft,email,2025-06-27 23:01:37,1,2,6,Basic,439.31,22,0,AM_0,"Billing,Analytics,Security",36.10819771,36.95137871,Other,Integration,0,0,0,0,35.1
InsightlySoft,email,2025-06-16 21:01:37,1,3,2,Basic,100.66,46,3,AM_13,"Collaboration,Analytics,Billing",22.68847825,30.36462122,How-To,Analytics,0,0,1,1,33.7
InsightlySoft,email,2025-06-16 14:01:37,4,4,2,Enterprise,2037.25,3,2,AM_13,Integration,51.30090246,26.11789676,Performance,Integration,0,0,0,1,68.2
GlobalFinance Corp,email,2025-06-17 7:01:37,2,1,3,Basic,1783.45,56,2,AM_12,Billing,53.78060858,33.07386348,Performance,Collaboration,0,0,0,0,44.9
InsightlySoft,web_form,2025-06-17 0:01:37,3,4,3,Basic,6116.14,49,1,AM_17,"Security,Billing",53.75787967,28.05393994,Feature Request,Collaboration,1,0,0,0,66.7
InsightlySoft,email,2025-06-25 11:01:37,3,4,4,Basic,566.75,28,1,AM_7,"Billing,Security",49.12784327,39.54777298,Feature Request,Billing,0,0,0,0,41.2
GlobalFinance Corp,chat,2025-06-29 11:01:37,2,1,1,Basic,71.59,32,1,AM_0,Billing,37.64398568,45.21301142,How-To,Security,1,0,0,0,44.4
GlobalFinance Corp,email,2025-06-21 20:01:37,1,0,7,Pro,2260.27,4,2,AM_14,"Collaboration,Analytics",64.62537971,31.35487596,Performance,Billing,1,0,0,1,80.3
GlobalFinance Corp,email,2025-06-17 23:01:37,2,2,3,Basic,586.46,40,3,AM_16,"Collaboration,Analytics,Integration",46.74536026,43.42381077,Feature Request,Integration,0,0,1,1,53.9
InsightlySoft,email,2025-07-04 3:01:37,1,3,6,Basic,152.33,38,0,AM_16,"Security,Integration",42.80646675,48.7723055,Other,Security,0,0,0,0,44.2
InsightlySoft,web_form,2025-07-06 2:01:37,0,4,1,Enterprise,67.37,11,0,AM_1,"Integration,Billing",52.93974522,30.34098265,Other,Billing,0,0,0,1,64.2
GlobalFinance Corp,email,2025-06-26 0:01:37,3,3,5,Pro,460.97,57,2,AM_13,"Security,Billing,Integration",42.95322259,38.82398748,Feature Request,Collaboration,0,0,0,0,49.8
GlobalFinance Corp,chat,2025-07-10 19:01:37,2,3,5,Pro,1414.13,1,0,AM_0,Integration,36.67238502,36.15950621,Bug,Security,0,0,0,0,31.3
GlobalFinance Corp,email,2025-06-24 20:01:37,0,2,3,Basic,6461.68,47,2,AM_1,"Collaboration,Integration,Billing",43.12978894,26.97412353,Feature Request,Analytics,0,0,0,0,49.4
GlobalFinance Corp,email,2025-06-16 7:01:37,0,3,2,Basic,4288.54,16,1,AM_6,"Integration,Analytics",50.42344098,36.0074616,Bug,Analytics,0,0,0,0,51.1
GlobalFinance Corp,email,2025-07-06 20:01:37,1,4,1,Basic,2266.14,34,0,AM_0,"Security,Collaboration,Integration",61.09035818,32.44312205,Performance,Integration,0,0,0,1,79.4
GlobalFinance Corp,chat,2025-06-15 3:01:37,0,6,1,Pro,1688.17,45,1,AM_9,Security,29.95718813,31.63569881,Feature Request,Billing,0,0,0,0,27.7
InsightlySoft,email,2025-06-24 14:01:37,2,3,3,Pro,1825.31,32,0,AM_17,"Integration,Analytics",52.24031666,34.03125443,Performance,Integration,1,0,0,0,45.6
InsightlySoft,chat,2025-06-22 10:01:37,1,5,1,Pro,6479.21,44,1,AM_2,Billing,56.4090723,31.8493411,Feature Request,Analytics,0,0,0,0,59.7
InsightlySoft,chat,2025-06-27 3:01:37,1,3,6,Enterprise,3868.93,46,0,AM_17,Integration,52.07024377,46.58986267,Feature Request,Collaboration,0,0,0,1,49.1
GlobalFinance Corp,email,2025-06-18 2:01:37,1,3,4,Basic,566.27,33,1,AM_18,"Analytics,Security,Integration",54.35150646,19.39401817,Other,Collaboration,0,0,1,1,62.4
GlobalFinance Corp,chat,2025-06-19 13:01:37,0,2,5,Basic,8426.86,11,1,AM_12,Analytics,62.13533809,28.59407103,Other,Collaboration,1,0,0,1,68.5
GlobalFinance Corp,web_form,2025-07-09 5:01:37,2,3,4,Pro,4447.29,36,0,AM_1,"Security,Billing,Analytics",57.42235461,35.35238076,Bug,Collaboration,1,0,0,0,39.6
GlobalFinance Corp,email,2025-07-12 11:01:37,3,2,7,Pro,104.26,13,0,AM_2,"Integration,Analytics,Billing",44.03031646,29.27268991,Performance,Collaboration,1,1,0,1,46.6
GlobalFinance Corp,email,2025-06-23 12:01:37,1,2,2,Basic,2093.01,57,2,AM_3,"Analytics,Collaboration",57.56549206,41.47928266,How-To,Analytics,1,0,0,0,61.8
GlobalFinance Corp,chat,2025-06-16 20:01:37,0,5,2,Basic,3173.41,20,2,AM_16,Security,49.62314253,38.24723631,Bug,Security,0,0,0,0,35.1
InsightlySoft,chat,2025-06-22 5:01:37,1,4,1,Enterprise,188.78,25,3,AM_7,Security,55.8416106,34.87674778,Feature Request,Collaboration,1,0,0,1,75.7
InsightlySoft,email,2025-06-27 16:01:37,1,0,6,Pro,1306.51,6,1,AM_7,Integration,35.50685772,36.70432426,Feature Request,Security,1,0,0,0,44.9
GlobalFinance Corp,web_form,2025-07-05 23:01:37,0,2,7,Basic,3134.95,37,0,AM_2,Security,46.25426926,35.57401199,Other,Collaboration,2,1,0,1,61.3
InsightlySoft,chat,2025-06-17 0:01:37,0,4,3,Enterprise,5079.89,26,2,AM_14,Analytics,54.03364768,27.67360436,Bug,Integration,0,0,0,1,68.1
GlobalFinance Corp,chat,2025-07-02 13:01:37,2,5,4,Basic,11334.82,4,2,AM_10,"Collaboration,Security,Analytics",46.73088192,41.04361525,Feature Request,Billing,0,0,0,1,61.2
InsightlySoft,web_form,2025-07-09 23:01:37,1,2,4,Enterprise,389.06,45,1,AM_8,"Security,Collaboration",53.3256565,26.44506008,Performance,Security,0,0,0,1,57.4
GlobalFinance Corp,web_form,2025-06-16 20:01:37,1,2,2,Basic,3002.3,26,1,AM_10,"Collaboration,Analytics",61.42641785,36.78559122,How-To,Billing,0,0,0,0,67.6
GlobalFinance Corp,email,2025-07-03 23:01:37,1,4,5,Pro,6698.89,18,0,AM_5,Integration,45.26991772,37.84391464,How-To,Analytics,1,0,0,0,56.8
InsightlySoft,web_form,2025-07-09 16:01:37,1,3,4,Pro,3786.05,13,1,AM_9,"Analytics,Integration,Billing",56.84883171,32.41288923,Performance,Integration,0,0,0,0,62.6
InsightlySoft,email,2025-07-02 7:01:37,3,4,4,Pro,3002.28,8,0,AM_9,"Analytics,Collaboration,Integration",37.71749135,31.58633877,Bug,Collaboration,1,0,0,0,49
GlobalFinance Corp,web_form,2025-06-28 21:01:37,0,2,7,Basic,724.01,51,1,AM_17,Analytics,55.59265623,31.63715555,Bug,Collaboration,0,0,1,1,71.6
GlobalFinance Corp,chat,2025-06-21 9:01:37,1,4,7,Pro,5067.02,47,2,AM_12,"Security,Billing",31.67539519,22.76626379,How-To,Analytics,0,0,0,0,40.7
InsightlySoft,email,2025-06-23 21:01:37,0,2,2,Basic,2479.98,33,1,AM_16,Collaboration,49.9693577,50.43954958,How-To,Security,2,0,0,0,35.2
InsightlySoft,email,2025-07-02 9:01:37,0,0,4,Basic,354.38,43,1,AM_3,"Integration,Billing,Collaboration",49.64977624,41.60442069,Performance,Collaboration,0,0,0,0,49.4
GlobalFinance Corp,email,2025-06-29 16:01:37,1,3,1,Basic,8228.01,16,1,AM_17,Security,65.20945543,37.46092268,How-To,Security,0,1,0,1,63.1
InsightlySoft,web_form,2025-06-20 5:01:37,2,3,6,Pro,13367.86,42,2,AM_0,Collaboration,43.14318672,30.39193913,Performance,Collaboration,1,0,0,1,56
GlobalFinance Corp,chat,2025-06-25 11:01:37,1,5,4,Basic,2314.45,39,2,AM_17,Collaboration,28.04288753,35.11527016,Performance,Security,0,0,1,1,40.6
GlobalFinance Corp,email,2025-06-26 12:01:37,2,6,5,Basic,4494.75,31,0,AM_6,"Collaboration,Analytics,Security",53.24929069,32.30204014,Other,Billing,0,0,0,0,58.4
GlobalFinance Corp,email,2025-07-09 11:01:37,0,2,4,Basic,2626.26,40,2,AM_4,"Security,Integration",37.87558544,49.13864045,Other,Security,0,0,0,0,38.2
GlobalFinance Corp,email,2025-07-06 13:01:37,3,10,1,Basic,1645.61,23,1,AM_15,Security,48.60575605,21.06334916,Feature Request,Analytics,0,0,0,0,60.7
InsightlySoft,email,2025-07-05 13:01:37,0,3,7,Pro,1578.37,52,1,AM_4,"Collaboration,Security",41.3995837,24.53685551,Performance,Collaboration,0,0,1,1,45.3
InsightlySoft,chat,2025-07-10 23:01:37,1,1,5,Pro,9999.02,16,0,AM_9,"Security,Collaboration",45.93762539,23.10212627,Performance,Integration,0,0,0,1,55.2
InsightlySoft,web_form,2025-06-27 15:01:37,0,5,6,Basic,1380.33,56,2,AM_15,"Integration,Security,Collaboration",26.53240783,42.167392,Feature Request,Security,0,0,0,0,28.5
InsightlySoft,chat,2025-07-14 10:01:37,3,3,2,Enterprise,2022.71,10,3,AM_3,Collaboration,30.69950304,30.35558447,Other,Integration,0,0,0,1,38.6
InsightlySoft,email,2025-06-22 2:01:37,0,2,1,Pro,857.02,36,2,AM_0,Analytics,51.8192955,40.02581066,Performance,Security,0,0,0,0,54.7
InsightlySoft,chat,2025-06-25 6:01:37,2,2,4,Enterprise,876.2,31,4,AM_7,"Integration,Billing",46.54925317,35.74864882,Bug,Billing,0,0,1,1,49.5
InsightlySoft,email,2025-07-01 10:01:37,1,6,3,Pro,1321.23,44,0,AM_0,"Collaboration,Security",36.55207453,43.92884407,How-To,Integration,0,0,0,0,27
GlobalFinance Corp,web_form,2025-06-28 8:01:37,2,1,7,Basic,7761.92,32,3,AM_2,"Analytics,Integration",42.47669076,43.23670361,How-To,Analytics,0,0,0,1,54.9
InsightlySoft,web_form,2025-07-03 13:01:37,0,2,5,Pro,1515.22,21,0,AM_17,"Security,Analytics,Integration",52.9078207,37.39818472,Feature Request,Integration,1,0,0,0,50.3
InsightlySoft,web_form,2025-07-06 19:01:37,2,5,1,Basic,2410.83,16,1,AM_1,"Integration,Collaboration,Billing",45.22254963,43.24252407,Other,Security,0,0,0,0,51.1
GlobalFinance Corp,email,2025-06-16 15:01:37,1,2,2,Pro,2367.35,56,0,AM_4,"Integration,Analytics",52.3464734,27.04360258,How-To,Analytics,1,0,0,0,60
InsightlySoft,chat,2025-07-12 5:01:37,1,4,7,Enterprise,2625.1,29,1,AM_10,"Security,Analytics,Billing",39.24208295,18.34374924,Feature Request,Billing,0,1,1,1,49.2
InsightlySoft,web_form,2025-06-26 12:01:37,1,3,5,Basic,5145.12,50,0,AM_13,"Integration,Billing,Collaboration",53.48613579,39.32270816,Feature Request,Integration,2,0,1,1,74.1
GlobalFinance Corp,email,2025-07-03 18:01:37,1,3,5,Basic,6944.02,48,1,AM_17,"Billing,Analytics,Integration",45.61013297,35.51945618,Other,Analytics,0,0,0,0,53.6
InsightlySoft,email,2025-07-10 19:01:37,0,3,5,Basic,702.41,45,1,AM_9,Analytics,51.81878711,29.65481504,Other,Integration,0,0,0,0,58.9
InsightlySoft,chat,2025-06-21 17:01:37,0,1,7,Basic,5907.94,16,0,AM_6,"Analytics,Security,Billing",50.91726875,34.11635523,Bug,Billing,3,0,1,1,70.3
InsightlySoft,web_form,2025-06-25 4:01:37,2,1,4,Pro,2380.28,58,0,AM_7,"Collaboration,Integration",43.9609996,21.63118383,Feature Request,Billing,1,0,0,0,48.3
GlobalFinance Corp,email,2025-06-17 5:01:37,0,4,3,Basic,7749.66,15,1,AM_19,Security,44.44856894,30.39441665,Feature Request,Billing,1,0,0,1,68.5
