company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time,hour,is_business_hours,avg_resolution_by_hour,avg_resolution_by_day,peak_hour,customer_priority_score,customer_open_ticket_ratio,customer_segment,customer_importance,urgency_resolve_ratio,experience_adjusted_priority,submission_hour,is_peak_hour,routing_score
GlobalFinance Corp,chat,2025-07-01 00:01:37,2,3,1,Basic,1204.38,25,1,AM_15,"Billing,Integration",55.1898213,41.49233969,Performance,Integration,0,0,0,0,43.0,0,0,53.43349056603773,54.71074626865671,0,0.04518450960449392,1.0,Low,0.04518450960449392,0.0,0.18073803841797567,0,0,0.09036901920898784
GlobalFinance Corp,web_form,2025-07-08 15:01:37,0,4,1,Pro,70.5,34,2,AM_13,"Billing,Analytics,Security",31.61178717,37.26099668,Feature Request,Integration,1,0,0,0,35.2,15,1,56.202551020408166,54.71074626865671,1,0.00264493592314454,1.0,Low,0.00264493592314454,0.0,0.013224679615722702,15,1,0.30661233980786134
GlobalFinance Corp,chat,2025-07-03 23:01:37,2,7,3,Pro,1983.39,30,0,AM_15,"Integration,Security",79.83105916,19.01940817,Feature Request,Billing,0,0,0,0,95.9,23,0,54.82280701754386,54.38695014662757,1,0.07441048880291701,0.0,Low,0.07441048880291701,0.0,0.5952839104233361,23,0,0.29764195521166803
InsightlySoft,email,2025-07-02 14:01:37,1,4,2,Enterprise,6446.92,37,0,AM_2,Security,53.94449953,37.7502283,How-To,Collaboration,0,0,1,1,65.0,14,1,53.275252525252526,54.19294294294294,0,1.2418679475409786,0.0,Low,1.2418679475409786,0.015151515151515152,6.209339737704893,14,1,3.4349728991554764
InsightlySoft,web_form,2025-07-08 19:01:37,1,5,1,Basic,1762.85,18,1,AM_1,Analytics,52.83916562,28.34756478,Bug,Analytics,0,1,0,1,70.5,19,0,54.95531914893617,54.71074626865671,1,3.066136528966175,1.0,Medium,2.066136528966175,0.013986013986013986,12.39681917379705,19,0,6.2263816148705535
InsightlySoft,chat,2025-06-18 15:01:37,0,1,2,Enterprise,13475.58,56,2,AM_9,"Collaboration,Security,Billing",68.55224397,30.39718167,Bug,Analytics,0,0,0,1,97.6,15,1,56.202551020408166,54.19294294294294,1,1.5055609308823845,2.0,Low,0.5055609308823844,0.010141987829614604,1.0111218617647688,15,1,0.8258449065416136
InsightlySoft,chat,2025-06-29 13:01:37,1,2,6,Pro,588.32,57,0,AM_13,"Collaboration,Billing,Security",41.75162059,36.80842698,Feature Request,Analytics,0,0,1,1,41.5,13,1,55.283884297520665,54.45521472392638,1,1.0220718964865871,0.0,Low,1.0220718964865871,0.023529411764705882,3.0662156894597614,13,1,1.8801666682592926
InsightlySoft,email,2025-07-11 00:01:37,2,4,4,Pro,1296.49,35,2,AM_16,Analytics,41.05436986,39.6312088,How-To,Collaboration,0,0,0,0,39.8,0,0,53.43349056603773,53.43489425981873,0,0.04864018404252007,2.0,Low,0.04864018404252007,0.0,0.24320092021260034,0,0,0.12160046010630017
GlobalFinance Corp,email,2025-06-14 18:01:37,0,0,5,Basic,50.28,48,1,AM_16,"Billing,Collaboration,Security",44.73383758,44.5110617,Other,Analytics,0,0,1,1,60.2,18,1,53.46582914572865,54.57093791281373,0,1.0018863457902938,1.0,Low,1.0018863457902938,0.016339869281045753,1.0018863457902938,18,0,0.5336229114572384
GlobalFinance Corp,web_form,2025-07-07 22:01:37,3,3,0,Pro,155.0,37,2,AM_17,Integration,69.72310285,29.17774743,Performance,Billing,0,0,1,1,81.1,22,0,54.11608040201005,54.49318181818182,0,1.0058151073487576,2.0,Low,1.0058151073487576,0.01218026796589525,4.02326042939503,22,0,2.035990750629306
GlobalFinance Corp,chat,2025-06-24 17:01:37,0,1,1,Pro,1312.34,41,1,AM_2,"Billing,Collaboration,Integration",47.07392008,36.270792,Other,Collaboration,1,0,0,0,50.8,17,1,55.64358974358974,54.71074626865671,1,0.04923482566495752,0.5,Low,0.04923482566495752,0.0,0.09846965132991504,17,1,0.3492348256649575
GlobalFinance Corp,email,2025-07-11 06:01:37,3,2,4,Basic,2254.8,6,1,AM_14,Billing,75.57803791,21.13117438,Bug,Billing,0,0,0,0,59.6,6,0,54.673459715639815,53.43489425981873,1,0.08459292935469942,1.0,Low,0.08459292935469942,0.0,0.25377878806409826,6,0,0.12688939403204913
GlobalFinance Corp,web_form,2025-07-11 13:01:37,0,2,4,Pro,811.86,19,2,AM_11,"Billing,Collaboration,Analytics",42.67542639,39.13857086,Bug,Collaboration,0,0,0,0,34.8,13,1,55.283884297520665,53.43489425981873,1,0.030458406788143634,2.0,Low,0.030458406788143634,0.0,0.09137522036443091,13,1,0.34568761018221544
GlobalFinance Corp,chat,2025-06-16 17:01:37,2,3,0,Basic,546.22,22,1,AM_15,"Analytics,Integration,Security",21.80771209,32.82654855,Feature Request,Analytics,1,0,0,0,25.7,17,1,55.64358974358974,54.49318181818182,1,0.02049243829702143,0.5,Low,0.02049243829702143,0.0,0.08196975318808572,17,1,0.34098487659404286
GlobalFinance Corp,chat,2025-06-23 05:01:37,0,3,0,Pro,1637.67,57,3,AM_5,"Integration,Billing,Analytics",31.17752967,40.22571535,Bug,Analytics,0,0,0,0,31.8,5,0,54.353539823008845,54.49318181818182,1,0.06144017323767545,3.0,Low,0.06144017323767545,0.0,0.2457606929507018,5,0,0.1228803464753509
InsightlySoft,web_form,2025-06-24 13:01:37,1,3,1,Pro,561.43,32,1,AM_13,"Billing,Collaboration,Security",53.89873144,34.51814853,How-To,Integration,1,0,0,0,59.8,13,1,55.283884297520665,54.71074626865671,1,0.021063069153631757,0.5,Low,0.021063069153631757,0.0,0.08425227661452703,13,1,0.3421261383072635
InsightlySoft,web_form,2025-06-20 04:01:37,1,3,4,Pro,2990.04,27,3,AM_17,"Billing,Collaboration",54.47771666,31.69677591,Other,Security,0,0,0,0,68.5,4,0,54.54949494949494,53.43489425981873,1,0.1121767972714766,3.0,Low,0.1121767972714766,0.0,0.4487071890859064,4,0,0.2243535945429532
InsightlySoft,email,2025-06-19 15:01:37,1,2,3,Basic,9322.61,59,0,AM_19,Analytics,51.62719479,33.89426571,Feature Request,Billing,0,0,0,1,58.9,15,1,56.202551020408166,54.38695014662757,1,1.3497546962619364,0.0,Low,0.3497546962619365,0.01669449081803005,1.0492640887858096,15,1,0.8580210260289649
InsightlySoft,chat,2025-06-19 19:01:37,1,3,3,Basic,4928.11,16,0,AM_2,Analytics,37.70936812,18.42600563,How-To,Analytics,0,0,1,1,52.1,19,0,54.95531914893617,54.38695014662757,1,1.1848870237192601,0.0,Low,1.1848870237192601,0.018832391713747645,4.7395480948770405,19,0,2.4074388308660155
GlobalFinance Corp,chat,2025-07-10 10:01:37,1,1,3,Enterprise,727.03,26,2,AM_16,"Billing,Integration",36.06487363,41.86995212,How-To,Collaboration,0,0,0,1,47.6,10,1,53.89094827586207,54.38695014662757,0,1.0272758548114012,2.0,Low,0.027275854811401063,0.0205761316872428,0.054551709622802126,10,1,0.36842811818588667
GlobalFinance Corp,chat,2025-06-25 22:01:37,3,3,2,Basic,9056.1,39,1,AM_19,"Billing,Analytics,Collaboration",33.54427519,42.44456917,Performance,Integration,0,0,0,1,51.5,22,0,54.11608040201005,54.19294294294294,0,1.339756088136018,1.0,Low,0.339756088136018,0.01904761904761905,1.359024352544072,22,0,0.717607414367274
GlobalFinance Corp,web_form,2025-06-24 11:01:37,4,3,1,Enterprise,4172.45,4,0,AM_5,"Integration,Security,Billing",44.8578321,42.65053374,Bug,Billing,0,0,0,1,40.4,11,1,55.90837696335078,54.71074626865671,1,1.156537062305311,0.0,Low,0.15653706230531114,0.024154589371980676,0.6261482492212446,11,1,0.6613833033545836
InsightlySoft,email,2025-06-30 15:01:37,1,5,0,Basic,505.16,16,1,AM_6,Analytics,51.49091801,35.14202358,Bug,Analytics,0,1,1,1,47.8,15,1,56.202551020408166,54.49318181818182,1,3.0189519976019246,1.0,Medium,3.0189519976019246,0.020491803278688527,18.11371198561155,15,1,9.397839599363152
GlobalFinance Corp,chat,2025-06-16 03:01:37,0,6,0,Pro,2598.44,52,1,AM_5,Integration,60.84733362,45.13202819,How-To,Integration,0,0,0,0,62.7,3,0,54.14031413612565,54.49318181818182,0,0.09748520993100282,1.0,Low,0.09748520993100282,0.0,0.6823964695170197,3,0,0.34119823475850986
GlobalFinance Corp,web_form,2025-06-21 04:01:37,0,1,5,Basic,10186.72,49,0,AM_11,Analytics,57.42886806,30.33412458,Feature Request,Analytics,0,0,0,1,70.6,4,0,54.54949494949494,54.57093791281373,1,1.3821733569789354,0.0,Low,0.3821733569789354,0.013966480446927375,0.7643467139578708,4,0,0.41010631787279017
GlobalFinance Corp,chat,2025-06-24 20:01:37,0,2,1,Basic,305.29,19,2,AM_16,"Collaboration,Security",49.81285094,28.08834273,How-To,Analytics,0,0,0,0,64.5,20,0,52.49414634146341,54.71074626865671,0,0.011453510467755982,2.0,Low,0.011453510467755982,0.0,0.034360531403267947,20,0,0.017180265701633973
InsightlySoft,email,2025-06-19 11:01:37,3,5,3,Enterprise,948.27,28,1,AM_5,Collaboration,74.84425932,41.7122865,How-To,Analytics,0,0,0,1,101.3,11,1,55.90837696335078,54.38695014662757,1,1.0355760764232662,1.0,Low,0.03557607642326628,0.009775171065493646,0.2134564585395977,11,1,0.4262785714007861
GlobalFinance Corp,chat,2025-07-05 11:01:37,1,3,5,Basic,1405.65,57,0,AM_14,"Integration,Analytics",48.52684948,31.56599997,Bug,Integration,0,1,0,1,72.5,11,1,55.90837696335078,54.57093791281373,1,3.0527355202889095,0.0,Medium,2.0527355202889095,0.013605442176870748,8.210942081155638,11,1,4.43268192493156
InsightlySoft,email,2025-07-14 09:01:37,1,3,0,Basic,368.52,17,0,AM_4,"Integration,Collaboration",25.41227806,49.16265319,Other,Security,1,0,0,0,19.4,9,1,53.0990243902439,54.49318181818182,0,0.01382569909783299,0.0,Low,0.01382569909783299,0.0,0.05530279639133196,9,1,0.32765139819566597
InsightlySoft,email,2025-07-12 13:01:37,2,3,5,Pro,1066.8,45,1,AM_14,Collaboration,34.68681816,45.41483938,Bug,Analytics,0,0,0,0,26.4,13,1,55.283884297520665,54.57093791281373,1,0.040022945288093546,1.0,Low,0.040022945288093546,0.0,0.16009178115237419,13,1,0.3800458905761871
InsightlySoft,chat,2025-07-11 13:01:37,1,0,4,Enterprise,3536.14,2,0,AM_10,Integration,49.1074174,36.34019772,Performance,Billing,0,0,0,1,59.2,13,1,55.283884297520665,53.43489425981873,1,1.1326647335499054,0.0,Low,0.13266473354990543,0.01661129568106312,0.13266473354990543,13,1,0.399554958137079
InsightlySoft,chat,2025-06-14 20:01:37,1,0,5,Basic,1945.89,2,1,AM_8,Integration,34.65322141,26.45354976,Performance,Integration,0,0,1,1,52.9,20,0,52.49414634146341,54.57093791281373,0,1.0730036079927339,1.0,Low,1.0730036079927339,0.01855287569573284,1.0730036079927339,20,0,0.5736075553878326
GlobalFinance Corp,email,2025-06-23 19:01:37,2,1,0,Enterprise,1639.74,24,1,AM_3,"Analytics,Integration,Security",61.18079008,30.42568029,Feature Request,Analytics,0,0,0,1,63.7,19,0,54.95531914893617,54.49318181818182,1,1.0615178330583976,1.0,Low,0.06151783305839756,0.015455950540958269,0.12303566611679512,19,0,0.0924297341403141
InsightlySoft,web_form,2025-07-01 14:01:37,1,3,1,Pro,1696.58,54,2,AM_2,"Billing,Analytics,Security",50.33279712,34.49364395,Other,Integration,0,0,0,0,53.1,14,1,53.275252525252526,54.71074626865671,0,0.06365028919841934,2.0,Low,0.06365028919841934,0.0,0.25460115679367734,14,1,0.42730057839683866
InsightlySoft,email,2025-06-18 18:01:37,1,4,2,Basic,4277.01,55,0,AM_12,"Security,Collaboration,Billing",61.47832531,57.17656869,How-To,Billing,0,0,0,0,72.6,18,1,53.46582914572865,54.19294294294294,0,0.16045982117231816,0.0,Low,0.16045982117231816,0.0,0.8022991058615908,18,0,0.4011495529307954
GlobalFinance Corp,chat,2025-07-07 21:01:37,0,3,0,Basic,14226.72,27,3,AM_5,Security,50.78103826,37.92578781,Other,Billing,0,0,0,1,61.1,21,0,55.03842592592592,54.49318181818182,1,1.5337413162626792,3.0,Low,0.5337413162626793,0.01610305958132045,2.134965265050717,21,0,1.0996887516879994
GlobalFinance Corp,chat,2025-07-03 03:01:37,0,2,3,Basic,2664.9,4,1,AM_0,"Billing,Integration",23.7695123,41.6573984,Bug,Collaboration,0,0,0,0,20.9,3,0,54.14031413612565,54.38695014662757,0,0.09997857789486361,1.0,Low,0.09997857789486361,0.0,0.2999357336845908,3,0,0.1499678668422954
InsightlySoft,web_form,2025-07-13 15:01:37,1,3,6,Pro,4177.54,48,0,AM_9,"Analytics,Security",63.15238013,29.32691325,Bug,Collaboration,0,1,0,1,63.5,15,1,56.202551020408166,54.45521472392638,1,3.15672802292728,0.0,Medium,2.15672802292728,0.015503875968992248,8.62691209170912,15,1,4.644463797792544
GlobalFinance Corp,email,2025-07-11 20:01:37,2,1,4,Pro,1398.32,59,1,AM_4,"Analytics,Security,Billing",47.44072192,36.73372981,How-To,Security,1,0,0,0,41.7,20,0,52.49414634146341,53.43489425981873,0,0.052460521986545716,0.5,Low,0.052460521986545716,0.0,0.10492104397309143,20,0,0.052460521986545716
InsightlySoft,email,2025-07-05 16:01:37,2,1,5,Basic,5912.09,36,3,AM_1,"Security,Billing",47.9504459,29.8504964,How-To,Collaboration,0,0,0,0,43.3,16,1,54.52608695652174,54.57093791281373,1,0.22180282584203695,3.0,Low,0.22180282584203695,0.0,0.4436056516840739,16,1,0.521802825842037
InsightlySoft,email,2025-06-29 13:01:37,0,1,6,Pro,1635.87,20,4,AM_18,"Integration,Collaboration,Security",52.77561127,31.35066814,Performance,Integration,0,0,0,0,55.5,13,1,55.283884297520665,54.45521472392638,1,0.061372642958786645,4.0,Low,0.061372642958786645,0.0,0.12274528591757329,13,1,0.3613726429587866
InsightlySoft,chat,2025-06-15 13:01:37,1,3,6,Basic,8205.79,12,0,AM_15,"Security,Billing",46.63323421,21.70079614,Bug,Collaboration,0,0,0,1,59.4,13,1,55.283884297520665,54.45521472392638,1,1.3078551595571666,0.0,Low,0.30785515955716647,0.016556291390728478,1.2314206382286659,13,1,0.9488229018957899
InsightlySoft,email,2025-07-02 00:01:37,1,3,2,Basic,4081.93,54,0,AM_8,Billing,53.69216357,38.49022707,Bug,Integration,0,0,0,0,51.6,0,0,53.43349056603773,54.19294294294294,0,0.15314103961363676,0.0,Low,0.15314103961363676,0.0,0.612564158454547,0,0,0.3062820792272735
GlobalFinance Corp,web_form,2025-07-09 14:01:37,2,3,2,Enterprise,3687.29,28,2,AM_17,Security,50.38341716,41.76530707,Performance,Integration,0,0,0,1,71.2,14,1,53.275252525252526,54.19294294294294,0,1.138335401135484,2.0,Low,0.13833540113548412,0.013850415512465374,0.5533416045419365,14,1,0.604371633295899
InsightlySoft,chat,2025-07-13 23:01:37,1,5,6,Enterprise,1028.04,29,3,AM_16,"Analytics,Billing",47.57843556,24.15727707,Feature Request,Security,0,0,0,1,73.8,23,0,54.82280701754386,54.45521472392638,1,1.0385687932826881,3.0,Low,0.03856879328268813,0.013368983957219251,0.23141275969612876,23,0,0.1424443477625029
GlobalFinance Corp,chat,2025-07-04 01:01:37,3,5,4,Basic,4770.92,52,4,AM_6,"Analytics,Billing,Collaboration",33.70563386,26.51133631,Feature Request,Integration,0,0,0,0,29.3,1,0,53.35205479452055,53.43489425981873,0,0.17898975453118793,4.0,Low,0.17898975453118793,0.0,1.0739385271871276,1,0,0.5369692635935638
GlobalFinance Corp,email,2025-07-02 10:01:37,0,5,2,Enterprise,333.74,46,2,AM_16,Collaboration,48.44435666,24.36719816,Performance,Collaboration,1,0,0,1,66.5,10,1,53.89094827586207,54.19294294294294,0,1.012520864042415,1.0,Low,0.012520864042415019,0.014814814814814815,0.07512518425449011,10,1,0.36719222175687466
GlobalFinance Corp,web_form,2025-07-13 20:01:37,1,3,6,Enterprise,2316.73,33,1,AM_19,"Security,Analytics",46.83166597,36.06064652,Bug,Collaboration,0,1,0,1,58.8,20,0,52.49414634146341,54.45521472392638,0,3.08691634611669,1.0,Medium,2.08691634611669,0.016722408026755852,8.34766538446676,20,0,4.207277508286892
GlobalFinance Corp,chat,2025-06-26 00:01:37,1,1,3,Basic,3988.35,49,1,AM_0,"Analytics,Collaboration,Integration",54.98944522,35.46786992,Bug,Analytics,0,0,0,0,42.6,0,0,53.43349056603773,54.38695014662757,0,0.14963021544785143,1.0,Low,0.14963021544785143,0.0,0.29926043089570287,0,0,0.14963021544785143
InsightlySoft,chat,2025-06-21 18:01:37,3,2,5,Basic,6451.96,56,0,AM_7,"Collaboration,Analytics",56.01091607,42.86455195,Feature Request,Security,0,0,0,0,49.6,18,1,53.46582914572865,54.57093791281373,0,0.24205703232186732,0.0,Low,0.24205703232186732,0.0,0.7261710969656019,18,0,0.36308554848280095
GlobalFinance Corp,email,2025-06-21 20:01:37,3,2,5,Pro,2529.49,18,1,AM_19,"Billing,Collaboration,Analytics",46.13471546,26.75138165,How-To,Billing,0,0,1,1,67.9,20,0,52.49414634146341,54.57093791281373,0,1.0948984250813458,1.0,Low,1.0948984250813458,0.014513788098693758,3.2846952752440375,20,0,1.6713752138194062
InsightlySoft,email,2025-07-12 18:01:37,1,0,5,Enterprise,896.52,12,0,AM_9,"Billing,Collaboration",44.94702583,33.01551038,How-To,Billing,0,0,0,1,56.1,18,1,53.46582914572865,54.57093791281373,0,1.0336345809052134,0.0,Low,0.033634580905213374,0.017513134851138354,0.033634580905213374,18,0,0.051843560154883395
GlobalFinance Corp,web_form,2025-06-15 19:01:37,1,2,6,Enterprise,5668.67,57,1,AM_5,"Analytics,Security",60.15817966,29.87377545,Performance,Analytics,0,0,0,1,63.7,19,0,54.95531914893617,54.45521472392638,1,1.2126704811269753,1.0,Low,0.2126704811269753,0.015455950540958269,0.638011443380926,19,0,0.34991762277237953
GlobalFinance Corp,email,2025-06-20 07:01:37,1,2,4,Basic,4382.8,10,0,AM_8,Integration,55.31522093,41.2104955,How-To,Collaboration,0,0,0,0,48.0,7,0,55.015846994535515,53.43489425981873,1,0.16442872572989917,0.0,Low,0.16442872572989917,0.0,0.4932861771896975,7,0,0.24664308859484874
InsightlySoft,web_form,2025-07-07 03:01:37,1,1,0,Basic,500.16,24,2,AM_0,"Collaboration,Integration,Security",41.51231979,35.84743469,Feature Request,Security,0,1,0,1,56.0,3,0,54.14031413612565,54.49318181818182,0,3.0187644134939005,2.0,Medium,2.0187644134939005,0.017543859649122806,4.037528826987801,3,0,2.053852132792146
InsightlySoft,chat,2025-06-26 15:01:37,1,2,3,Basic,6176.27,47,1,AM_9,Integration,32.37642817,31.46905003,Other,Collaboration,0,0,0,0,27.7,15,1,56.202551020408166,54.38695014662757,1,0.23171401977361603,1.0,Low,0.23171401977361603,0.0,0.695142059320848,15,1,0.647571029660424
InsightlySoft,web_form,2025-07-10 07:01:37,1,2,3,Basic,9647.43,17,0,AM_11,Security,66.1389128,29.61045127,Performance,Analytics,0,0,0,1,73.7,7,0,55.015846994535515,54.38695014662757,1,1.361940910255636,0.0,Low,0.3619409102556359,0.013386880856760375,1.0858227307669077,7,0,0.5696851270969746
GlobalFinance Corp,web_form,2025-07-06 22:01:37,0,4,6,Basic,2314.85,58,4,AM_10,Integration,56.2067404,38.89757571,Bug,Billing,0,0,0,0,57.9,22,0,54.11608040201005,54.45521472392638,0,0.08684581449207288,4.0,Low,0.08684581449207288,0.0,0.43422907246036435,22,0,0.21711453623018218
GlobalFinance Corp,web_form,2025-07-11 04:01:37,0,1,4,Pro,117.36,43,0,AM_4,"Analytics,Security",57.43490339,44.78571495,Other,Security,0,0,0,0,67.4,4,0,54.54949494949494,53.43489425981873,1,0.004402974183549549,0.0,Low,0.004402974183549549,0.0,0.008805948367099099,4,0,0.004402974183549549
InsightlySoft,chat,2025-06-25 18:01:37,1,7,2,Basic,7417.07,32,0,AM_18,"Integration,Collaboration",36.7674051,38.6977204,Feature Request,Collaboration,0,0,0,1,53.3,18,1,53.46582914572865,54.19294294294294,0,1.2782648920209598,0.0,Low,0.2782648920209599,0.01841620626151013,2.226119136167679,18,0,1.1498919806068597
InsightlySoft,email,2025-07-09 01:01:37,2,5,2,Basic,392.94,56,1,AM_9,Collaboration,56.10989236,33.24409107,Bug,Integration,0,0,0,0,48.9,1,0,53.35205479452055,54.19294294294294,0,0.014741859881424334,1.0,Low,0.014741859881424334,0.0,0.08845115928854601,1,0,0.044225579644273004
InsightlySoft,chat,2025-06-30 18:01:37,1,2,0,Enterprise,3008.18,25,4,AM_17,"Integration,Analytics,Collaboration",38.32025357,24.89442159,How-To,Integration,1,0,0,1,53.4,18,1,53.46582914572865,54.49318181818182,0,1.1128573524153893,2.0,Low,0.11285735241538924,0.01838235294117647,0.33857205724616773,18,0,0.20605073450543682
InsightlySoft,email,2025-06-19 11:01:37,1,1,3,Basic,1537.02,52,1,AM_8,"Collaboration,Security",58.68690299,46.2679399,Performance,Integration,0,0,1,1,66.2,11,1,55.90837696335078,54.38695014662757,1,1.0576641051431435,1.0,Low,1.0576641051431435,0.01488095238095238,2.115328210286287,11,1,1.3874260099050482
GlobalFinance Corp,web_form,2025-06-25 05:01:37,0,2,2,Basic,14497.59,7,1,AM_2,Billing,46.76985497,35.96282119,How-To,Billing,0,0,1,1,63.1,5,0,54.353539823008845,54.19294294294294,1,1.543903497730795,1.0,Low,1.543903497730795,0.015600624024960999,4.631710493192385,5,0,2.3470564946461145
InsightlySoft,web_form,2025-06-19 16:01:37,2,4,3,Pro,7472.7,20,0,AM_3,"Security,Billing",34.70224003,41.83801215,Performance,Integration,0,1,0,1,60.7,16,1,54.52608695652174,54.38695014662757,1,3.2803519528068397,0.0,Medium,2.2803519528068397,0.01620745542949757,11.401759764034198,16,1,6.033294792876094
InsightlySoft,web_form,2025-06-20 23:01:37,1,1,4,Basic,4604.44,29,0,AM_5,Collaboration,49.88639004,41.88242623,Feature Request,Integration,1,0,0,0,51.7,23,0,54.82280701754386,53.43489425981873,1,0.1727439540704063,0.0,Low,0.1727439540704063,0.0,0.3454879081408126,23,0,0.1727439540704063
InsightlySoft,web_form,2025-06-27 23:01:37,2,3,4,Pro,666.72,19,0,AM_1,"Collaboration,Security",53.25767487,44.09412805,Feature Request,Analytics,1,0,0,0,68.8,23,0,54.82280701754386,53.43489425981873,1,0.025013215300410323,0.0,Low,0.025013215300410323,0.0,0.1000528612016413,23,0,0.05002643060082065
InsightlySoft,web_form,2025-06-22 06:01:37,0,8,6,Enterprise,3603.86,11,2,AM_4,Security,54.09708923,48.30299472,Bug,Analytics,0,0,0,1,70.6,6,0,54.673459715639815,54.45521472392638,1,1.1352053727089884,2.0,Low,0.1352053727089884,0.013966480446927375,1.2168483543808957,6,0,0.6363571380843026
GlobalFinance Corp,email,2025-07-11 18:01:37,0,2,4,Pro,2546.92,33,1,AM_19,"Analytics,Collaboration,Integration",48.53503603,17.50895185,Performance,Analytics,1,0,0,0,52.8,18,1,53.46582914572865,53.43489425981873,0,0.09555234328191904,0.5,Low,0.09555234328191904,0.0,0.28665702984575714,18,0,0.14332851492287857
InsightlySoft,email,2025-07-13 18:01:37,1,3,6,Pro,436.28,50,0,AM_12,"Security,Integration,Collaboration",27.77414131,37.26045357,Other,Collaboration,1,0,0,0,21.1,18,1,53.46582914572865,54.45521472392638,0,0.01636783892978014,0.0,Low,0.01636783892978014,0.0,0.06547135571912056,18,0,0.03273567785956028
GlobalFinance Corp,web_form,2025-06-18 18:01:37,2,2,2,Basic,4749.57,55,2,AM_0,"Collaboration,Billing,Security",62.70536841,45.39681078,How-To,Integration,0,0,0,0,72.1,18,1,53.46582914572865,54.19294294294294,0,0.1781887703899236,2.0,Low,0.1781887703899236,0.0,0.5345663111697707,18,0,0.26728315558488536
InsightlySoft,chat,2025-06-24 13:01:37,1,2,1,Basic,271.27,54,1,AM_13,"Analytics,Security,Billing",54.21878566,36.35140073,Performance,Billing,0,0,0,0,57.8,13,1,55.283884297520665,54.71074626865671,1,0.010177188196757721,1.0,Low,0.010177188196757721,0.0,0.030531564590273164,13,1,0.3152657822951366
InsightlySoft,chat,2025-07-12 10:01:37,2,4,5,Basic,1971.08,15,0,AM_19,"Collaboration,Security,Integration",48.61842605,38.16844168,Other,Integration,0,0,0,0,50.0,10,1,53.89094827586207,54.57093791281373,0,0.07394865672896085,0.0,Low,0.07394865672896085,0.0,0.36974328364480424,10,1,0.4848716418224021
GlobalFinance Corp,web_form,2025-07-05 11:01:37,1,9,5,Enterprise,1668.32,31,1,AM_10,Analytics,60.86141586,36.31520856,How-To,Integration,0,0,0,1,73.4,11,1,55.90837696335078,54.57093791281373,1,1.0625900638198653,1.0,Low,0.06259006381986523,0.013440860215053762,0.6259006381986523,11,1,0.6398320395294337
InsightlySoft,email,2025-06-18 10:01:37,0,3,2,Pro,4922.75,13,0,AM_1,"Integration,Collaboration",34.92192586,34.52480464,Feature Request,Collaboration,0,0,1,1,56.1,10,1,53.89094827586207,54.19294294294294,0,1.1846859335554578,0.0,Low,1.1846859335554578,0.017513134851138354,4.738743734221831,10,1,2.704398136813192
GlobalFinance Corp,chat,2025-07-07 07:01:37,1,5,0,Basic,1673.58,56,1,AM_14,Billing,44.37667389,27.03863292,Feature Request,Analytics,0,0,0,0,40.3,7,0,55.015846994535515,54.49318181818182,1,0.06278740230150694,1.0,Low,0.06278740230150694,0.0,0.37672441380904165,7,0,0.18836220690452082
GlobalFinance Corp,chat,2025-06-26 16:01:37,1,3,3,Pro,3555.56,59,1,AM_6,"Billing,Security,Integration",58.09765975,31.74656056,Bug,Integration,0,0,0,0,66.1,16,1,54.52608695652174,54.38695014662757,1,0.13339331022547235,1.0,Low,0.13339331022547235,0.0,0.5335732409018894,16,1,0.5667866204509446
InsightlySoft,chat,2025-06-26 00:01:37,1,1,3,Basic,1951.76,48,0,AM_4,Integration,69.76760185,26.54975589,Feature Request,Security,1,0,1,1,72.8,0,0,53.43349056603773,54.38695014662757,0,1.0732238317355545,0.0,Low,1.0732238317355545,0.013550135501355014,2.146447663471109,0,0,1.1003241027382644
GlobalFinance Corp,web_form,2025-06-24 06:01:37,2,2,1,Pro,2616.97,19,2,AM_11,Security,43.4249402,40.44616494,Feature Request,Security,0,0,0,0,43.2,6,0,54.673459715639815,54.71074626865671,1,0.09818039663534137,2.0,Low,0.09818039663534137,0.0,0.29454118990602407,6,0,0.14727059495301204
GlobalFinance Corp,chat,2025-07-06 21:01:37,0,2,6,Basic,827.42,6,1,AM_16,Collaboration,30.2394856,39.96687661,Feature Request,Analytics,0,0,0,0,36.5,21,0,55.03842592592592,54.45521472392638,1,0.031042168532315676,1.0,Low,0.031042168532315676,0.0,0.09312650559694703,21,0,0.046563252798473516
GlobalFinance Corp,chat,2025-06-20 16:01:37,1,5,4,Pro,678.64,28,0,AM_15,Security,55.3270771,35.53300419,Performance,Analytics,1,0,0,0,64.2,16,1,54.52608695652174,53.43489425981873,1,0.025460415813940575,0.0,Low,0.025460415813940575,0.0,0.15276249488364346,16,1,0.3763812474418217
GlobalFinance Corp,chat,2025-06-27 06:01:37,0,5,4,Pro,3712.73,22,0,AM_16,"Security,Analytics,Collaboration",61.81760396,17.07209043,Bug,Integration,0,0,1,1,82.8,6,0,54.673459715639815,53.43489425981873,1,1.1392898290771125,0.0,Low,1.1392898290771125,0.011933174224343675,6.835738974462675,6,0,3.4417358356800247
