user_id,temperature_out,humidity_out,avg_daily_usage,has_solar,home_size,day_of_week,month,work_from_home_days,region,energy_contract,num_children,device_count,energy_consumption,high_usage_flag
user_381,19.8,20.2,2.7,0,144.5,Sat,Sep,2,east,variable,3,6,16.6,0
user_233,14.5,29.4,3.9,0,190.6,Wed,Dec,6,west,fixed,0,13,28.81,1
user_469,19.0,86.4,1.1,1,133.9,Fri,Nov,0,south,fixed,1,7,8.05,0
user_330,19.9,65.3,6.6,0,105.4,Tue,Jun,7,north,variable,2,8,30.89,1
user_398,19.9,39.2,1.5,0,95.1,Fri,Sep,3,south,green,2,5,16.6,0
user_141,16.0,89.0,2.0,0,117.9,Mon,Mar,1,north,fixed,2,3,16.4,0
user_479,23.9,48.2,7.2,1,113.6,Wed,Aug,2,south,fixed,2,5,22.63,0
user_117,23.9,30.9,4.1,0,59.9,Sun,Jan,6,west,green,0,6,16.59,0
user_183,16.6,20.1,4.1,0,102.6,Sun,Apr,4,south,variable,0,2,24.47,0
user_476,19.1,43.7,7.7,0,119.0,Sun,Feb,1,north,fixed,1,5,20.46,0
user_494,21.2,24.5,2.8,0,149.2,Mon,Apr,0,south,variable,0,3,5.63,0
user_330,33.7,70.6,6.4,1,132.8,Fri,Jan,1,west,variable,0,2,13.64,0
user_18,24.0,52.2,1.2,1,113.6,Thu,Apr,6,west,variable,1,8,20.85,0
user_109,25.9,44.1,2.4,1,84.7,Fri,Jun,6,east,green,1,4,14.88,0
user_108,28.3,69.1,5.8,0,97.8,Tue,Dec,0,west,green,2,5,27.34,1
user_90,30.4,53.7,6.2,1,110.3,Mon,Apr,4,west,fixed,0,6,17.63,0
user_192,11.8,70.2,6.5,1,136.8,Tue,Aug,1,south,fixed,3,6,17.71,0
user_314,14.9,87.9,3.8,0,127.4,Thu,Nov,4,north,fixed,1,3,19.45,0
user_174,21.7,27.0,2.9,0,143.3,Fri,Mar,5,north,green,0,5,18.42,0
user_47,21.7,55.1,7.1,1,139.7,Sun,Mar,1,west,green,1,3,14.13,0
user_330,20.3,61.1,6.1,1,99.2,Wed,Jun,5,west,green,3,6,11.82,0
user_257,27.1,28.1,3.4,1,67.2,Wed,Aug,0,north,fixed,0,2,5.0,0
user_258,24.4,62.7,5.3,0,110.1,Fri,Sep,2,east,fixed,1,4,28.14,1
user_142,19.4,42.9,4.4,1,68.2,Thu,Oct,7,east,fixed,0,8,16.15,0
user_216,28.6,75.3,7.2,0,103.8,Mon,Apr,6,south,variable,0,7,25.05,0
user_279,17.6,63.7,3.8,0,82.1,Sat,Jul,5,south,variable,1,5,26.1,0
user_350,28.6,52.0,7.2,0,50.9,Tue,Nov,7,east,variable,0,4,33.51,1
user_353,19.5,84.9,4.9,0,136.2,Tue,Mar,4,west,green,0,10,25.82,0
user_223,14.4,85.0,2.2,0,80.1,Wed,Nov,7,north,variable,3,7,28.57,1
user_470,19.9,23.8,7.7,1,149.3,Wed,Oct,7,south,variable,2,10,37.58,1
user_407,15.6,23.5,4.8,0,143.1,Mon,Apr,3,south,variable,2,7,26.09,0
user_42,22.3,45.6,2.3,0,150.7,Fri,May,4,west,fixed,1,6,21.16,0
user_42,19.6,62.7,3.6,0,148.2,Tue,Apr,7,north,green,1,7,30.56,1
user_225,16.6,71.4,4.6,0,94.4,Sat,Mar,3,east,fixed,0,9,27.84,1
user_70,22.3,58.1,6.9,1,108.0,Thu,Dec,4,east,variable,0,3,19.65,0
user_302,30.0,43.1,4.6,0,70.1,Wed,Oct,2,east,fixed,0,5,19.58,0
user_463,18.2,45.4,1.1,0,180.9,Tue,May,2,west,fixed,0,7,18.09,0
user_356,23.9,84.7,1.1,0,122.2,Mon,May,5,north,variable,1,6,19.59,0
user_9,18.4,58.2,2.8,0,122.5,Tue,Jan,1,west,green,2,8,11.83,0
user_92,21.7,68.8,6.8,0,184.2,Fri,Aug,0,west,green,2,6,22.47,0
user_3,14.3,43.8,5.1,0,117.0,Sat,Aug,5,west,variable,0,8,28.57,1
user_463,28.2,66.9,6.2,0,159.8,Fri,Nov,4,east,fixed,1,7,23.78,0
user_75,21.8,34.4,6.7,0,80.3,Mon,Nov,3,north,variable,2,8,21.01,0
user_39,23.4,70.1,4.0,1,166.2,Sat,Nov,5,west,variable,2,8,20.08,0
user_86,13.0,45.1,6.5,0,104.0,Sat,Feb,1,east,fixed,0,3,18.9,0
user_215,29.1,46.1,4.4,1,93.0,Mon,Oct,7,west,green,1,9,20.25,0
user_379,16.0,35.1,5.5,1,118.6,Wed,Jul,6,north,green,4,10,28.77,1
user_270,24.6,58.7,6.5,0,99.4,Wed,Dec,1,north,variable,2,3,15.76,0
user_111,28.0,29.1,6.7,0,130.9,Sun,Dec,4,west,variable,0,5,24.38,0
user_72,15.2,88.2,5.5,0,183.3,Fri,Jun,4,north,fixed,1,9,28.02,1
user_376,28.8,22.6,7.9,1,164.3,Sat,Oct,5,west,fixed,2,6,29.38,1
user_227,27.8,48.2,6.3,0,95.0,Tue,Sep,7,west,green,1,4,24.37,0
user_37,20.5,52.9,5.1,1,68.1,Tue,Nov,5,south,fixed,1,4,22.43,0
user_26,24.9,33.8,1.4,0,117.0,Tue,Aug,6,east,variable,1,10,23.84,0
user_471,22.2,20.6,7.3,0,153.5,Tue,May,2,east,fixed,0,4,20.19,0
user_275,20.0,21.4,2.9,0,153.4,Wed,Nov,7,north,green,0,6,26.23,0
user_129,21.9,32.8,5.9,1,143.4,Fri,Nov,6,north,fixed,0,11,29.14,1
user_144,12.2,45.7,7.9,0,154.9,Sat,Jun,5,west,green,0,10,33.69,1
user_120,12.0,33.1,6.0,1,79.6,Thu,Jun,1,south,variable,0,2,13.78,0
user_242,33.3,46.1,2.1,0,92.5,Wed,Jul,6,south,variable,1,9,25.21,0
user_231,22.9,23.7,2.5,0,56.1,Wed,Oct,5,south,variable,1,5,15.04,0
user_84,19.3,40.0,3.4,0,167.0,Sat,Feb,3,north,fixed,0,9,21.91,0
user_257,19.8,41.7,7.4,0,66.1,Mon,Sep,7,west,variable,1,7,27.87,1
user_125,22.3,85.0,7.1,0,114.8,Thu,Dec,0,south,fixed,0,6,18.42,0
user_490,26.3,72.7,7.8,0,85.9,Thu,Aug,4,south,green,1,3,19.43,0
user_347,25.6,82.3,5.5,0,85.8,Sat,Nov,4,north,fixed,0,6,29.95,1
user_373,15.1,69.7,5.1,1,134.3,Fri,Apr,2,east,variable,0,4,15.46,0
user_252,27.2,74.0,5.4,1,155.7,Mon,Jul,6,east,variable,1,12,26.84,1
user_159,15.9,35.5,6.1,0,158.3,Tue,Oct,1,north,fixed,2,9,24.39,0
user_445,17.9,40.4,1.0,1,88.0,Thu,Oct,6,west,fixed,2,3,14.21,0
user_140,22.5,85.5,5.5,0,130.4,Thu,Mar,0,east,variable,3,4,25.6,0
user_99,20.6,25.3,7.5,1,161.3,Fri,Feb,4,west,variable,1,7,24.8,0
user_370,19.0,49.9,4.1,1,113.3,Thu,Jun,3,west,variable,2,6,14.05,0
user_332,3.0,23.5,7.3,0,143.3,Fri,Mar,6,north,fixed,1,8,50.35,1
user_199,29.0,31.5,5.5,0,104.6,Sat,Dec,0,south,fixed,0,1,10.03,0
user_303,18.1,65.1,4.8,0,162.8,Thu,Jul,3,east,fixed,1,9,33.51,1
user_281,29.9,85.9,3.5,0,168.4,Wed,Aug,4,north,fixed,1,8,20.55,0
user_274,19.0,70.3,2.7,1,67.6,Wed,Jun,5,south,fixed,0,2,5.0,0
user_233,15.8,76.8,3.0,0,84.0,Mon,Sep,1,north,variable,1,8,26.11,0
user_97,30.9,34.1,3.5,0,104.3,Sat,May,7,north,variable,1,6,23.47,0
user_346,15.2,31.2,5.4,1,128.4,Fri,May,2,east,fixed,1,4,15.53,0
user_454,24.2,38.7,4.0,0,76.1,Thu,Apr,3,east,variable,3,6,22.91,0
user_39,21.1,74.1,6.5,0,149.5,Thu,Jul,5,east,variable,0,9,27.49,1
user_367,26.3,83.1,2.7,0,113.8,Tue,Jul,2,north,variable,1,4,18.11,0
user_193,18.1,42.0,5.8,0,155.9,Sun,Mar,0,east,fixed,1,8,20.09,0
user_278,20.8,24.9,7.7,0,116.7,Fri,Jun,0,west,variable,0,3,20.55,0
user_353,22.9,72.4,7.0,0,153.2,Sun,Feb,4,west,variable,0,6,30.9,1
user_117,24.5,65.9,3.6,1,120.7,Tue,Jul,4,north,fixed,1,5,13.79,0
user_122,19.5,72.7,5.3,0,89.8,Sat,Jan,3,north,fixed,1,4,18.49,0
user_305,26.9,79.2,5.0,0,138.4,Tue,Dec,4,west,variable,1,13,33.26,1
user_264,19.5,87.1,6.5,1,116.4,Thu,May,7,east,green,2,11,31.49,1
user_5,27.4,79.1,2.5,1,121.4,Thu,Nov,1,east,fixed,1,8,9.66,0
user_145,24.8,32.6,1.5,0,152.2,Mon,Sep,0,north,green,0,5,6.41,0
user_365,18.2,39.9,8.0,0,97.8,Fri,Jul,3,west,fixed,0,6,24.38,0
user_163,30.7,47.7,4.8,0,69.8,Sun,Oct,4,south,variable,0,4,19.97,0
user_449,23.9,66.7,5.3,0,157.8,Tue,Jan,5,north,green,1,7,18.89,0
user_494,24.6,46.6,6.8,0,131.9,Sun,Jul,7,south,green,4,10,36.7,1
user_293,27.7,57.3,7.7,0,135.5,Sun,Jun,6,east,variable,1,13,35.49,1
user_420,15.6,56.0,4.0,0,131.1,Mon,Aug,4,east,fixed,2,7,19.6,0
user_302,25.1,79.3,1.8,0,117.3,Wed,Oct,7,west,green,0,10,25.7,0
user_242,38.5,55.2,1.6,0,124.5,Thu,Aug,7,south,variable,1,9,30.57,1
user_39,17.6,74.6,3.5,0,125.6,Thu,Dec,3,north,fixed,2,5,16.05,0
user_401,19.5,82.5,5.6,0,137.1,Fri,Aug,0,south,fixed,0,6,15.59,0
user_126,27.1,59.4,7.1,1,172.2,Wed,Jan,7,south,fixed,0,10,28.5,1
user_20,20.1,65.9,7.9,0,159.4,Wed,Jun,2,south,fixed,2,8,26.97,1
user_256,13.9,52.7,4.1,0,126.1,Fri,Mar,4,east,fixed,2,10,29.48,1
user_375,18.8,68.8,5.7,0,74.0,Thu,Apr,3,north,fixed,1,5,22.11,0
user_380,30.1,34.5,2.5,1,111.7,Sat,Sep,2,south,green,2,7,12.8,0
user_446,26.4,25.9,2.8,0,63.1,Fri,Feb,1,north,green,1,6,9.59,0
user_234,20.7,48.6,6.1,0,101.2,Wed,Apr,2,west,green,3,8,33.35,1
user_243,20.3,57.7,5.5,1,145.1,Fri,May,5,south,variable,0,8,21.52,0
user_189,22.0,72.5,3.4,0,126.1,Sat,May,4,west,variable,0,4,21.9,0
user_86,10.6,29.5,4.9,0,98.8,Fri,May,0,south,variable,1,3,18.45,0
user_450,21.2,72.8,5.3,0,124.2,Tue,Dec,5,north,fixed,1,7,32.61,1
user_51,24.9,32.4,2.9,0,100.1,Tue,Feb,5,south,variable,3,7,19.16,0
user_266,20.7,36.6,6.4,1,97.4,Thu,Nov,5,south,fixed,0,6,18.24,0
user_400,23.0,55.9,2.6,1,63.0,Tue,Oct,5,east,fixed,2,9,21.5,0
user_161,26.1,78.8,7.2,0,76.5,Wed,Apr,1,south,green,0,1,12.75,0
user_75,18.5,58.2,1.3,0,173.2,Sat,Mar,3,north,green,1,5,22.33,0
user_19,21.8,47.5,6.7,0,145.0,Sat,Mar,1,east,fixed,1,3,14.67,0
user_63,19.5,55.9,3.7,0,80.7,Tue,Sep,7,west,variable,4,7,24.65,0
user_349,15.1,71.2,2.3,0,132.7,Thu,Jun,3,south,fixed,0,8,24.07,0
user_115,18.9,66.2,1.3,0,102.2,Tue,Oct,1,east,fixed,1,7,10.94,0
user_455,26.0,35.8,2.0,0,126.2,Sun,Jul,6,west,fixed,0,7,17.05,0
user_193,23.2,62.7,1.3,0,81.1,Thu,Aug,2,south,variable,1,6,10.52,0
user_255,18.3,63.0,6.6,0,124.2,Sat,Jan,4,north,variable,0,6,28.65,1
user_282,12.2,72.8,3.1,1,150.3,Sat,Oct,5,north,fixed,3,9,33.99,1
user_155,25.1,39.8,5.7,0,157.7,Mon,May,6,east,fixed,1,8,32.84,1
user_161,29.0,70.8,1.6,1,129.0,Sat,Jul,3,north,green,3,13,27.15,1
user_70,18.3,43.0,2.6,0,154.9,Thu,Jun,5,south,green,1,9,26.07,0
user_196,14.1,33.5,6.5,0,103.9,Sat,Feb,4,west,variable,2,8,21.36,0
user_314,29.2,87.1,6.1,1,106.1,Tue,Nov,4,west,variable,0,9,18.64,0
user_247,23.8,23.2,7.3,0,84.2,Fri,Mar,6,south,variable,1,6,23.54,0
user_3,26.2,25.0,1.1,1,94.4,Thu,Feb,7,south,variable,0,7,16.04,0
user_97,8.5,47.4,3.9,0,111.0,Sat,Aug,3,east,variable,1,6,28.8,1
user_128,8.8,44.5,2.2,0,97.4,Fri,Dec,7,west,variable,1,4,32.43,1
user_267,29.8,35.5,1.4,0,129.4,Fri,Dec,7,west,fixed,4,8,29.46,1
user_243,18.1,66.0,5.5,0,122.4,Thu,Oct,4,north,fixed,0,8,30.91,1
user_243,18.5,62.1,2.5,0,163.1,Tue,May,4,east,green,0,9,24.31,0
user_444,22.9,47.3,3.0,0,129.3,Sun,Sep,0,east,green,2,5,14.33,0
user_215,16.8,28.9,1.3,0,87.3,Wed,Aug,0,west,variable,0,7,18.51,0
user_276,17.1,66.1,2.8,0,174.7,Wed,Apr,1,north,fixed,1,6,14.48,0
user_443,28.1,38.3,2.6,0,53.7,Tue,Feb,5,south,green,0,3,7.53,0
user_232,29.8,67.7,2.7,0,67.5,Thu,Feb,6,south,fixed,1,6,14.82,0
user_114,23.3,80.7,2.9,0,131.1,Sun,Apr,3,west,fixed,0,3,13.41,0
user_304,31.2,51.8,5.1,0,175.0,Wed,Jun,2,south,variable,1,7,22.89,0
user_167,5.5,68.7,7.2,0,130.6,Thu,Feb,7,south,variable,0,11,39.17,1
user_253,25.6,40.7,7.4,1,142.7,Fri,Nov,3,east,fixed,0,7,23.35,0
user_236,23.4,70.5,7.0,1,114.9,Thu,Jun,2,east,green,1,7,19.84,0
user_466,22.6,53.3,5.5,1,137.9,Sun,May,7,east,fixed,1,9,29.71,1
user_80,25.1,29.8,7.7,0,127.7,Mon,Aug,7,south,green,2,7,35.86,1
user_480,29.0,20.6,7.7,0,77.3,Sun,Apr,7,north,fixed,2,9,34.42,1
user_223,20.0,68.1,1.3,1,127.2,Mon,Mar,5,east,fixed,1,9,14.93,0
user_288,24.5,23.7,3.4,0,124.4,Sat,Nov,7,south,green,2,9,26.72,1
user_37,18.0,60.8,1.4,0,143.2,Tue,Feb,2,south,fixed,0,7,14.55,0
user_329,19.1,22.8,3.0,0,124.2,Thu,Mar,5,west,variable,0,7,29.54,1
user_113,14.9,31.7,2.0,0,117.9,Fri,Jun,2,east,green,1,5,13.42,0
user_321,28.2,46.2,6.9,1,143.6,Wed,Jul,5,south,green,2,9,57.99,1
user_65,32.1,68.5,5.6,1,125.0,Sat,Jul,3,south,green,0,4,18.0,0
user_496,18.1,82.5,4.0,1,156.3,Sun,Feb,3,west,green,0,4,7.86,0
user_119,23.4,74.9,6.0,1,76.6,Sat,Aug,6,south,fixed,1,4,22.95,0
user_331,21.0,21.3,7.2,0,130.5,Sun,May,5,east,fixed,2,5,20.89,0
user_19,21.5,83.1,5.6,0,150.0,Fri,Feb,5,east,variable,0,7,18.81,0
user_240,18.4,29.9,1.1,1,126.9,Wed,Jun,2,west,fixed,1,6,12.29,0
user_33,21.5,29.2,2.5,0,99.2,Sun,Mar,3,south,green,1,3,15.72,0
user_348,23.9,58.5,1.7,1,102.2,Thu,May,4,east,variable,2,6,20.42,0
user_23,21.0,55.1,1.2,1,126.7,Thu,Aug,2,south,variable,0,7,9.7,0
user_109,29.2,35.0,2.1,1,121.5,Wed,Jan,6,north,green,1,6,7.88,0
user_499,14.4,22.9,5.7,1,153.8,Thu,Feb,2,west,fixed,0,5,16.68,0
user_448,25.0,78.5,7.9,1,111.0,Mon,Jan,5,east,fixed,0,9,20.76,0
user_306,9.6,57.0,1.8,0,101.6,Sat,Dec,2,north,fixed,0,4,21.99,0
user_476,22.5,85.8,5.4,0,142.8,Tue,May,3,east,fixed,3,5,22.11,0
user_144,21.0,73.6,4.9,0,137.3,Mon,Oct,6,west,green,4,7,32.98,1
user_12,31.1,88.1,6.1,0,155.0,Sun,Oct,6,south,green,0,11,36.26,1
user_239,29.5,47.4,5.9,0,159.3,Thu,Jul,4,south,green,2,9,31.07,1
user_107,25.7,22.0,6.2,1,149.4,Sun,Aug,0,west,fixed,2,9,17.21,0
user_235,9.2,27.0,3.9,0,110.2,Thu,Jan,7,north,fixed,0,8,28.44,1
user_148,20.5,78.2,2.8,0,115.3,Mon,Oct,0,south,fixed,0,7,20.35,0
user_117,21.0,89.3,1.2,0,140.2,Fri,May,4,north,variable,4,10,27.79,1
user_149,10.3,43.1,3.7,0,140.2,Sun,Jun,3,west,fixed,1,4,19.51,0
user_39,18.4,85.8,8.0,1,170.2,Mon,Feb,1,east,variable,0,7,12.41,0
user_372,25.6,65.9,2.5,1,183.9,Thu,Jul,5,south,variable,0,6,17.49,0
user_497,34.0,20.8,7.5,0,116.1,Tue,Nov,0,east,variable,0,5,16.63,0
user_361,14.3,55.0,7.5,0,151.9,Sun,Jul,6,south,variable,1,8,41.7,1
user_34,20.1,54.0,6.3,0,157.3,Thu,Mar,6,west,fixed,1,8,26.58,1
user_341,26.0,43.1,7.7,0,131.0,Mon,Sep,3,south,variable,2,1,22.28,0
user_495,24.9,23.2,7.1,0,75.8,Mon,Aug,3,south,fixed,2,7,30.28,1
user_219,26.2,79.4,1.8,0,148.3,Wed,Mar,3,west,fixed,1,7,16.47,0
user_139,33.7,86.0,4.3,1,122.6,Sun,Jan,2,west,fixed,0,5,11.23,0
user_105,28.5,40.7,4.3,1,136.7,Fri,Oct,5,east,fixed,1,7,22.67,0
user_276,10.3,40.4,6.8,1,96.7,Sun,Mar,6,south,green,1,9,31.22,1
user_360,20.2,55.5,5.6,0,160.9,Thu,Feb,5,north,variable,1,11,26.68,1
user_385,18.4,22.8,5.9,0,114.7,Thu,Nov,1,west,variable,1,6,11.37,0
user_74,26.4,84.1,1.5,0,85.2,Thu,Nov,4,south,fixed,0,2,7.69,0
user_188,27.2,42.6,6.0,1,152.1,Wed,Jul,6,south,green,1,6,24.69,0
user_216,34.5,56.2,7.5,0,144.9,Fri,Apr,4,west,variable,1,8,30.68,1
user_449,26.9,46.1,1.7,1,143.4,Wed,Nov,0,east,variable,1,8,16.33,0
user_155,25.2,86.1,4.0,0,142.0,Wed,Jun,3,south,variable,1,7,16.37,0
user_181,23.3,48.2,3.7,0,106.6,Thu,Jun,5,north,fixed,2,9,25.17,0
user_310,23.6,45.7,4.1,0,141.4,Mon,Feb,6,east,fixed,2,6,29.18,1
user_96,30.4,25.2,4.5,1,177.8,Thu,May,7,south,variable,2,10,22.18,0
user_376,34.6,35.2,4.8,0,82.3,Tue,Aug,7,east,variable,3,10,36.06,1
user_405,26.5,43.9,6.5,0,105.2,Sun,Dec,1,west,green,0,3,17.25,0
user_352,21.1,37.7,3.1,0,101.2,Mon,Aug,1,south,fixed,2,3,10.57,0
user_400,15.8,83.3,1.6,0,172.4,Thu,Dec,1,south,variable,0,6,18.11,0
user_275,21.9,49.9,4.8,1,116.0,Mon,Jan,5,west,variable,1,8,13.86,0
user_192,28.0,23.8,1.8,1,150.2,Sun,Jan,4,south,variable,1,7,15.69,0
user_229,21.9,24.2,3.2,0,186.3,Wed,Sep,2,west,variable,0,10,29.99,1
user_277,31.3,32.9,3.4,0,126.9,Tue,May,7,west,variable,0,9,29.94,1
user_479,22.5,58.6,2.6,0,113.6,Tue,Jul,6,north,fixed,1,4,22.25,0
user_41,32.9,35.2,4.4,0,101.7,Thu,Mar,4,west,variable,3,4,24.05,0
user_208,24.0,27.0,6.0,1,125.3,Thu,Nov,6,north,fixed,2,6,22.69,0
user_355,14.7,73.0,2.9,0,73.8,Sun,Mar,3,east,variable,1,2,21.65,0
user_219,28.2,84.1,4.6,0,101.1,Wed,Nov,3,west,fixed,1,3,19.84,0
user_116,10.5,38.6,5.5,0,125.0,Thu,Jul,6,east,fixed,0,5,23.82,0
user_62,13.8,76.0,1.7,0,125.2,Mon,Nov,3,north,green,1,9,21.69,0
user_69,32.9,22.4,7.1,0,106.1,Fri,Oct,5,west,fixed,1,3,23.07,0
user_402,19.1,53.2,7.5,1,50.0,Sat,Jul,6,north,green,0,6,19.07,0
user_12,32.4,59.6,2.8,1,90.2,Tue,Aug,4,south,variable,1,6,17.46,0
user_198,26.5,73.1,5.6,0,81.5,Tue,Aug,0,west,green,2,7,8.34,0
user_315,19.2,50.4,4.6,1,142.7,Sun,May,4,east,variable,1,8,19.38,0
user_141,15.9,35.6,3.3,1,114.8,Thu,Sep,6,west,variable,1,5,20.61,0
user_183,32.6,76.8,5.6,0,76.6,Wed,Jun,6,south,fixed,2,8,35.92,1
user_323,16.9,79.7,6.0,1,164.9,Wed,May,6,north,green,1,9,29.61,1
user_265,27.0,38.0,6.6,0,129.2,Thu,Feb,5,south,fixed,1,7,26.6,1
user_470,16.5,55.9,6.2,0,112.5,Thu,Dec,3,east,fixed,1,7,26.0,0
user_40,18.3,47.2,2.6,0,143.8,Mon,Jun,2,east,variable,2,5,15.56,0
user_407,25.0,83.1,5.7,0,133.1,Wed,Sep,0,east,fixed,3,3,18.98,0
user_441,21.5,65.8,7.1,1,83.1,Fri,Aug,4,north,fixed,0,4,12.42,0
user_103,30.2,56.9,2.2,0,146.8,Sat,Apr,7,west,variable,4,12,29.87,1
user_428,21.7,26.3,1.6,1,136.5,Mon,Mar,6,north,green,1,8,22.07,0
user_326,27.9,24.0,1.5,1,123.8,Tue,Aug,2,north,fixed,0,2,5.0,0
user_486,13.8,74.4,6.0,0,135.3,Sun,Aug,2,east,fixed,1,5,28.95,1
user_102,33.6,21.0,1.1,0,130.9,Tue,Feb,0,east,fixed,2,1,17.14,0
user_410,18.4,34.9,6.1,1,115.5,Mon,Jan,4,east,fixed,2,8,18.82,0
user_146,17.4,27.8,6.1,0,124.6,Sat,Dec,2,south,fixed,1,4,14.09,0
user_500,23.1,25.2,7.6,1,127.2,Tue,May,7,east,variable,0,7,25.36,0
user_423,21.5,87.9,1.0,1,50.0,Thu,Jan,5,east,variable,0,7,6.51,0
user_216,10.9,68.2,7.6,0,84.9,Mon,Nov,3,east,fixed,1,5,30.94,1
user_167,20.1,25.6,7.3,1,76.5,Mon,Jul,2,west,variable,0,4,19.65,0
user_166,27.0,29.8,1.2,0,106.9,Thu,Nov,0,east,green,1,1,8.91,0
user_239,13.6,83.6,4.8,0,136.1,Tue,Aug,7,north,fixed,1,6,29.89,1
user_440,26.9,69.5,1.1,0,77.1,Sun,Nov,4,south,variable,1,4,11.94,0
user_146,21.7,54.9,6.8,1,120.5,Tue,Jul,6,west,green,4,11,30.95,1
user_473,28.4,24.1,7.6,1,138.9,Sat,Sep,3,west,fixed,0,8,23.74,0
user_386,14.7,58.7,3.0,0,178.4,Tue,Sep,6,east,fixed,0,11,29.19,1
user_302,27.8,82.3,1.1,0,133.0,Sun,Feb,7,north,variable,0,6,16.54,0
user_413,22.6,67.1,7.2,0,104.4,Sat,Feb,3,east,fixed,0,6,26.8,1
user_271,24.3,34.5,1.1,0,152.6,Sun,Aug,3,west,green,0,5,9.01,0
user_131,25.0,35.9,7.3,1,165.6,Fri,Dec,0,south,variable,0,5,15.25,0
user_163,14.2,56.8,1.6,0,119.1,Wed,Feb,1,south,variable,1,8,9.99,0
user_481,25.6,38.9,2.0,0,132.0,Fri,Aug,1,south,green,0,5,6.96,0
user_323,24.4,37.0,7.2,0,134.2,Wed,May,7,west,variable,2,9,38.22,1
user_51,31.2,64.0,2.5,0,172.7,Fri,Jun,7,south,green,1,9,28.0,1
user_403,21.4,56.5,5.1,0,116.6,Sun,Nov,7,west,fixed,1,7,29.48,1
user_471,20.4,35.0,7.2,1,77.9,Mon,Dec,4,south,fixed,0,3,10.74,0
user_85,21.9,59.5,3.6,0,113.5,Sun,Mar,5,east,variable,2,8,30.37,1
user_378,18.3,53.0,7.3,0,97.2,Tue,Oct,2,north,variable,0,5,20.35,0
user_474,20.1,21.8,4.0,0,93.9,Thu,Aug,7,east,variable,0,7,25.06,0
user_202,18.8,58.0,4.1,0,133.7,Mon,Nov,7,south,green,1,9,29.29,1
user_63,21.3,43.1,3.0,0,139.5,Sun,Jan,0,north,variable,4,10,18.22,0
user_387,18.8,52.4,3.3,0,98.5,Tue,Apr,4,east,fixed,1,6,23.26,0
user_231,28.8,79.7,7.8,1,120.9,Fri,Dec,4,east,variable,1,3,21.79,0
user_212,23.7,59.6,2.4,1,75.8,Thu,Oct,0,north,variable,2,1,5.0,0
user_371,15.6,89.5,2.9,0,146.8,Sat,Jul,2,north,fixed,1,7,25.21,0
user_360,29.3,37.4,4.4,0,73.6,Tue,Aug,0,east,fixed,2,4,18.5,0
user_398,22.5,21.7,3.2,0,107.7,Thu,May,6,north,green,3,6,25.83,0
user_260,22.6,39.2,7.2,1,111.8,Mon,Jun,6,north,variable,1,7,22.82,0
user_323,12.6,51.4,7.4,0,158.5,Fri,Feb,3,north,variable,0,7,36.83,1
user_379,20.1,44.1,6.2,0,151.6,Sun,Oct,1,north,variable,1,5,24.64,0
user_387,17.4,81.0,6.2,0,129.1,Mon,Jul,7,east,green,0,5,26.29,0
user_67,18.8,43.1,1.6,0,82.3,Fri,Jul,2,east,fixed,0,4,8.96,0
user_284,30.5,47.5,5.7,1,185.8,Tue,Jun,5,west,fixed,4,14,31.93,1
user_267,24.4,89.3,3.4,0,126.7,Sun,Jul,0,north,green,0,3,5.0,0
user_19,19.5,86.8,2.4,0,87.2,Thu,Aug,7,east,fixed,2,7,23.11,0
user_5,12.4,35.8,1.1,1,110.2,Thu,Apr,3,south,variable,0,7,16.37,0
user_399,29.0,39.5,2.8,0,180.0,Tue,Jan,0,east,fixed,0,7,12.59,0
user_443,27.0,34.8,7.7,1,140.8,Wed,Nov,3,south,variable,1,5,18.94,0
user_319,10.7,84.7,4.8,0,140.2,Mon,Jan,6,south,variable,1,9,35.21,1
user_5,34.0,42.0,2.8,0,59.8,Fri,Jun,4,west,variable,0,4,17.69,0
user_50,22.1,79.2,4.3,0,150.9,Thu,Feb,4,west,variable,0,7,21.5,0
user_179,25.3,81.6,3.2,0,165.5,Tue,May,0,west,fixed,3,8,23.54,0
user_273,16.1,20.4,7.5,1,161.8,Fri,Sep,3,east,green,1,4,23.16,0
user_292,20.2,25.7,6.7,0,96.4,Fri,Dec,0,south,fixed,1,4,11.3,0
user_191,18.5,70.7,6.2,1,113.8,Wed,Dec,7,west,variable,0,10,16.44,0
user_214,28.2,69.5,6.3,0,102.8,Sat,May,1,north,variable,0,2,13.48,0
user_435,12.9,88.0,2.6,0,112.2,Sun,Feb,5,north,variable,0,3,19.78,0
user_198,31.8,87.2,3.7,1,118.8,Mon,Feb,4,east,variable,0,5,18.66,0
user_377,20.9,44.9,5.6,0,117.7,Fri,Oct,6,west,fixed,1,11,28.45,1
user_425,20.4,44.6,6.2,0,96.8,Wed,Jul,6,west,fixed,2,11,29.27,1
user_148,21.3,41.4,5.3,0,143.4,Sun,Jan,5,west,variable,0,6,29.06,1
user_320,22.4,41.5,5.6,1,102.7,Thu,Oct,7,east,green,1,5,16.12,0
user_101,18.7,37.8,6.0,0,115.6,Tue,Jun,6,south,variable,0,7,30.76,1
user_365,24.0,41.1,1.5,0,175.2,Wed,Dec,7,north,variable,2,10,25.02,0
user_356,24.2,88.4,4.2,1,119.8,Tue,Aug,3,east,variable,2,5,20.53,0
user_178,11.0,26.2,1.9,0,124.2,Mon,Jul,3,east,green,1,10,57.27,1
