report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1462,2024-06-21 10:12:32.946304,Old Town,pothole,46.3,0,3,6.8,0,1,3.7,2.85,565,10
RPT-1463,2024-03-25 05:51:29.529037,Downtown,noise,6.3,0,15,4.7,0,0,5.0,3.93,443,5
RPT-1464,2024-08-03 14:53:06.641193,Downtown,lighting,13.6,0,2,4.9,1,0,5.0,6.87,462,14
RPT-1465,2023-04-10 00:33:13.900432,Riverside,pothole,49.7,0,6,6.1,0,1,4.4,0.57,477,0
RPT-1466,2023-03-20 15:34:09.558708,Tech District,lighting,10.4,0,1,4.2,0,0,4.4,0.0,217,15
RPT-1467,2024-09-18 14:06:55.107369,Riverside,vandalism,23.0,0,1,6.9,0,0,4.2,3.25,515,14
RPT-1468,2024-01-08 05:07:25.066776,Tech District,vandalism,39.0,1,2,10.0,0,1,3.6,0.33,979,5
RPT-1469,2023-04-06 08:16:03.027158,Downtown,noise,5.4,0,3,3.9,0,1,4.1,3.1,258,8
RPT-1470,2023-04-30 22:43:18.814341,Tech District,vandalism,21.8,0,3,6.1,1,0,5.0,0.0,545,22
RPT-1471,2024-07-03 00:58:08.148954,Downtown,lighting,16.2,0,2,5.2,0,1,4.6,1.17,472,0
RPT-1472,2024-11-13 19:04:19.068835,Old Town,pothole,43.8,0,0,5.2,0,0,4.6,1.93,441,19
RPT-1473,2023-10-19 16:43:04.178565,Uptown,noise,10.8,0,2,2.7,0,0,3.2,4.01,198,16
RPT-1474,2023-04-29 16:30:18.437458,Downtown,vandalism,34.5,1,3,10.0,1,0,3.0,5.16,972,16
RPT-1475,2023-12-06 17:29:18.928724,Old Town,noise,9.8,0,4,2.8,0,0,4.5,5.56,113,17
RPT-1476,2023-09-17 19:53:34.438096,Uptown,pothole,49.5,0,1,2.3,1,0,3.4,6.26,154,19
RPT-1477,2024-04-25 03:03:31.541145,Tech District,vandalism,32.5,1,3,10.0,0,0,5.0,2.79,938,3
RPT-1478,2023-06-02 20:24:54.802164,Tech District,noise,11.3,0,2,6.4,0,1,5.0,1.75,430,20
RPT-1479,2023-06-25 13:41:27.257418,Old Town,noise,6.3,0,5,3.4,1,0,3.7,6.62,198,13
RPT-1480,2023-08-30 22:37:16.819629,Old Town,lighting,6.5,0,0,5.2,0,0,2.7,2.94,448,22
RPT-1481,2024-10-12 14:59:17.793664,Downtown,noise,7.9,1,1,6.3,1,1,2.9,0.0,763,14
RPT-1482,2024-08-08 15:38:29.749294,Old Town,vandalism,38.9,1,1,10.0,0,0,3.7,5.15,1000,15
RPT-1483,2024-07-23 01:03:53.244823,Downtown,noise,7.7,0,5,2.8,0,1,3.7,1.37,170,1
RPT-1484,2023-07-07 18:16:28.657838,Old Town,noise,11.4,0,2,6.0,0,1,3.0,3.19,444,18
RPT-1485,2024-10-21 15:44:22.493703,Old Town,noise,1.0,0,1,6.0,0,0,5.0,2.79,529,15
RPT-1486,2023-01-14 10:35:21.365988,Riverside,pothole,77.7,1,4,10.0,1,1,3.8,2.55,958,10
RPT-1487,2024-10-19 02:36:59.899179,Uptown,noise,2.8,0,1,7.1,1,0,4.2,4.56,528,2
RPT-1488,2023-06-12 08:27:45.806583,Downtown,pothole,45.7,0,1,8.6,0,1,4.2,3.22,679,8
RPT-1489,2024-01-03 21:03:16.381576,Tech District,vandalism,37.2,1,5,10.0,0,0,4.2,0.25,1000,21
RPT-1490,2024-03-19 22:59:22.989390,Downtown,noise,1.0,0,3,4.1,0,1,3.0,1.73,357,22
RPT-1491,2023-02-25 12:06:28.689159,Tech District,noise,3.1,0,5,3.8,1,0,4.6,2.01,294,12
RPT-1492,2024-03-23 19:24:45.484057,Uptown,noise,2.0,0,1,3.9,1,0,4.4,3.43,351,19
RPT-1493,2024-02-03 14:34:34.412410,Riverside,lighting,16.7,1,2,7.5,1,1,3.6,0.73,861,14
RPT-1494,2024-10-14 19:46:36.706572,Riverside,noise,11.7,0,1,4.0,0,0,5.0,1.77,313,19
RPT-1495,2023-02-22 00:34:58.452478,Old Town,lighting,13.0,0,4,6.5,0,0,4.9,0.71,561,0
RPT-1496,2024-07-09 20:21:56.742074,Tech District,noise,7.3,1,0,6.1,0,0,3.3,6.61,670,20
RPT-1497,2023-11-09 10:28:58.164720,Old Town,noise,8.1,0,2,4.9,0,0,3.5,7.97,405,10
RPT-1498,2023-10-23 19:33:30.220083,Uptown,vandalism,39.8,1,2,9.8,0,0,3.9,4.87,935,19
RPT-1499,2023-02-26 05:56:01.186400,Downtown,pothole,52.2,0,2,7.4,1,0,4.0,5.13,664,5
RPT-1500,2023-07-24 21:11:56.753732,Uptown,noise,2.3,0,3,2.7,0,0,4.5,3.08,144,21
RPT-1501,2024-09-18 17:12:40.006811,Downtown,pothole,44.1,0,2,7.0,0,1,5.0,0.72,561,17
RPT-1502,2023-03-10 15:36:10.256800,Tech District,lighting,12.6,0,10,4.2,0,0,3.7,4.17,360,15
RPT-1503,2024-02-07 03:02:03.737121,Downtown,lighting,21.2,1,2,7.1,0,1,4.8,4.79,684,3
RPT-1504,2024-07-09 03:03:28.162010,Uptown,vandalism,24.0,0,9,8.0,0,0,3.9,0.3,604,3
RPT-1505,2024-03-02 20:32:12.340879,Uptown,pothole,49.6,0,0,6.2,1,0,4.0,2.76,533,20
RPT-1506,2024-12-28 10:09:10.314166,Tech District,pothole,48.1,0,1,4.4,1,0,5.0,4.61,346,10
RPT-1507,2023-11-02 00:26:42.529488,Tech District,pothole,46.6,0,2,6.2,0,0,5.0,3.55,494,0
RPT-1508,2024-10-02 21:10:43.413434,Old Town,noise,6.0,0,2,4.0,0,0,4.4,1.87,248,21
RPT-1509,2023-09-08 12:30:19.661719,Old Town,noise,3.4,0,3,2.4,0,0,3.6,3.47,125,12
RPT-1510,2024-04-17 14:29:01.520236,Riverside,noise,3.0,0,4,1.5,0,0,4.1,2.35,67,14
RPT-1511,2023-07-21 08:53:32.226714,Tech District,noise,1.5,0,1,4.5,0,0,3.5,3.36,425,8
RPT-1512,2024-03-25 22:12:07.129670,Downtown,vandalism,25.8,0,2,7.4,0,0,5.0,3.14,560,22
RPT-1513,2023-03-27 00:41:49.203743,Old Town,noise,2.3,0,1,5.4,0,1,2.4,3.98,388,0
RPT-1514,2023-07-19 17:16:07.300368,Downtown,noise,3.5,0,4,2.7,0,0,3.5,3.2,152,17
RPT-1515,2023-04-30 10:58:09.901284,Tech District,vandalism,30.6,1,0,9.8,1,0,3.8,4.11,977,10
RPT-1516,2024-09-05 02:01:49.318240,Riverside,pothole,49.2,0,0,6.2,0,1,4.2,3.37,462,2
RPT-1517,2024-05-09 00:25:21.326913,Downtown,lighting,15.5,0,1,6.8,0,0,4.6,2.59,517,0
RPT-1518,2024-10-16 22:58:47.679406,Uptown,pothole,51.1,0,1,3.9,0,0,5.0,3.76,263,22
RPT-1519,2024-01-09 00:03:51.394086,Tech District,pothole,47.1,0,1,8.5,0,1,3.1,6.22,721,0
RPT-1520,2024-10-26 00:52:45.486980,Downtown,lighting,15.3,0,1,4.3,1,0,3.8,3.99,408,0
RPT-1521,2024-03-13 17:51:14.845694,Riverside,noise,1.7,0,11,2.3,0,0,5.0,3.29,155,17
RPT-1522,2024-01-28 16:11:56.593729,Tech District,noise,3.2,0,15,1.9,1,0,3.8,1.42,151,16
RPT-1523,2023-12-30 19:51:36.315421,Tech District,noise,6.9,1,0,6.7,1,0,3.3,4.33,695,19
RPT-1524,2024-05-09 08:36:18.588072,Tech District,vandalism,39.0,1,2,10.0,0,0,2.6,0.05,963,8
RPT-1525,2023-01-29 13:36:02.393007,Old Town,noise,8.6,0,4,3.6,1,0,2.9,4.49,246,13
RPT-1526,2024-12-16 08:24:58.536225,Uptown,lighting,11.6,0,3,6.2,0,0,4.8,2.49,571,8
RPT-1527,2023-08-22 11:01:53.733821,Riverside,noise,6.2,0,17,3.4,0,0,5.0,5.79,307,11
RPT-1528,2023-06-03 15:17:27.878246,Riverside,lighting,13.3,0,1,5.6,1,0,5.0,1.11,528,15
RPT-1529,2023-12-02 21:21:26.886430,Riverside,lighting,11.0,0,2,5.4,1,1,5.0,1.69,385,21
RPT-1530,2023-08-01 09:32:51.397695,Old Town,noise,4.7,0,18,6.5,0,0,5.0,2.88,612,9
RPT-1531,2024-05-09 20:53:21.151786,Riverside,pothole,72.7,1,1,7.6,0,0,3.2,4.92,831,20
RPT-1532,2024-04-19 09:45:15.019543,Uptown,vandalism,32.5,1,21,10.0,0,0,3.0,3.39,1000,9
RPT-1533,2024-03-27 02:34:58.781870,Uptown,vandalism,34.4,1,2,9.4,0,1,4.2,4.08,973,2
RPT-1534,2023-10-12 22:04:53.726769,Tech District,pothole,47.2,0,1,4.1,0,0,5.0,4.14,298,22
RPT-1535,2024-12-20 03:31:16.357368,Riverside,pothole,70.2,1,0,8.9,0,0,2.0,3.82,956,3
RPT-1536,2024-05-19 07:06:43.351727,Downtown,vandalism,37.8,1,3,9.9,1,0,3.2,1.59,1000,7
RPT-1537,2024-01-27 18:40:26.576847,Old Town,vandalism,39.8,1,1,10.0,1,0,2.3,3.15,1000,18
RPT-1538,2024-08-21 07:30:09.403101,Downtown,noise,1.2,0,3,4.6,0,0,2.6,3.71,297,7
RPT-1539,2023-04-04 11:20:59.852840,Downtown,lighting,12.3,0,2,7.9,0,0,3.6,0.0,608,11
RPT-1540,2023-09-13 08:06:56.538939,Old Town,vandalism,30.1,1,4,10.0,0,0,3.5,1.91,1000,8
RPT-1541,2023-06-13 01:40:42.399278,Downtown,vandalism,35.3,1,0,10.0,0,0,3.8,1.27,998,1
RPT-1542,2024-12-05 06:22:28.124474,Old Town,noise,5.1,0,14,4.7,0,1,3.6,2.75,340,6
RPT-1543,2024-06-04 14:13:15.488764,Tech District,pothole,46.2,0,2,5.5,0,1,4.4,2.84,411,14
RPT-1544,2024-01-28 15:06:18.179972,Old Town,pothole,46.6,0,1,8.0,1,1,5.0,0.15,547,15
RPT-1545,2023-12-16 12:15:56.091054,Uptown,vandalism,38.4,1,1,8.8,1,0,3.3,6.2,944,12
RPT-1546,2024-10-06 09:52:57.350883,Old Town,pothole,50.6,0,3,3.9,1,0,4.6,2.56,310,9
RPT-1547,2024-03-10 14:25:18.217519,Downtown,noise,2.9,0,3,5.4,1,0,3.9,4.4,572,14
RPT-1548,2024-10-20 08:32:57.321736,Riverside,pothole,47.7,0,1,6.6,1,0,4.6,3.39,477,8
RPT-1549,2023-06-21 13:11:35.900596,Old Town,noise,8.1,1,4,6.4,0,1,4.1,2.21,673,13
RPT-1550,2023-09-21 15:12:59.112659,Uptown,pothole,50.3,0,1,7.7,0,0,4.1,6.24,644,15
RPT-1551,2023-11-01 17:51:27.095153,Downtown,lighting,14.0,1,0,6.5,0,1,1.9,2.22,704,17
RPT-1552,2024-06-30 06:35:42.128813,Old Town,pothole,49.9,0,2,5.0,1,0,4.2,1.99,403,6
RPT-1553,2024-02-18 03:11:01.737540,Tech District,vandalism,36.2,1,0,10.0,1,0,3.6,5.28,980,3
RPT-1554,2024-11-11 16:13:10.912107,Riverside,lighting,14.7,1,2,9.1,0,0,4.3,4.54,960,16
RPT-1555,2023-10-31 07:10:45.410925,Old Town,pothole,50.4,0,0,4.7,0,1,3.6,5.7,420,7
RPT-1556,2023-03-14 02:09:59.368464,Old Town,pothole,47.8,0,3,6.4,0,0,5.0,1.45,589,2
RPT-1557,2023-03-03 20:01:55.389679,Uptown,noise,1.0,0,2,3.8,0,0,3.9,0.46,299,20
RPT-1558,2023-04-26 12:22:44.297714,Riverside,lighting,8.5,0,0,2.5,0,0,5.0,3.42,215,12
RPT-1559,2024-06-07 21:41:01.281826,Old Town,noise,1.7,0,3,3.6,0,0,4.2,5.14,351,21
RPT-1560,2023-01-20 16:30:04.930762,Riverside,vandalism,35.7,1,4,9.4,0,0,4.6,3.74,945,16
RPT-1561,2023-09-18 06:51:04.334643,Tech District,vandalism,27.3,0,3,6.9,0,1,4.2,0.0,617,6
RPT-1562,2024-12-07 02:33:34.165846,Riverside,noise,6.8,1,2,6.5,1,0,3.5,3.96,706,2
RPT-1563,2023-07-14 13:00:28.983889,Riverside,pothole,42.5,0,2,6.4,0,1,3.6,2.69,587,13
RPT-1564,2024-04-09 11:42:09.911342,Uptown,pothole,46.2,0,2,5.3,0,0,4.2,3.61,514,11
RPT-1565,2023-12-07 03:20:52.895446,Tech District,vandalism,35.0,1,1,10.0,0,0,3.1,1.31,970,3
RPT-1566,2024-03-25 09:17:08.726424,Downtown,lighting,10.6,0,2,5.5,0,0,4.1,4.87,354,9
RPT-1567,2023-12-29 15:54:25.985728,Old Town,lighting,19.9,0,3,6.0,0,1,4.3,3.02,508,15
RPT-1568,2024-04-15 17:51:44.120926,Tech District,vandalism,18.8,0,2,7.4,0,0,3.4,1.06,597,17
RPT-1569,2023-10-16 23:11:59.523437,Uptown,pothole,46.1,0,0,6.7,0,1,3.3,0.0,539,23
RPT-1570,2023-02-08 11:56:01.120938,Tech District,noise,3.3,0,3,3.6,0,1,4.9,3.29,271,11
RPT-1571,2023-04-25 12:51:55.165539,Downtown,noise,5.1,0,1,5.6,0,0,4.9,6.98,562,12
RPT-1572,2024-03-09 01:23:51.317462,Tech District,noise,1.5,0,4,3.5,1,1,5.0,3.84,293,1
RPT-1573,2024-09-27 00:30:35.430314,Old Town,pothole,72.0,1,3,6.7,0,1,2.6,5.87,718,0
RPT-1574,2023-10-26 15:54:47.357642,Old Town,lighting,22.4,1,3,6.9,0,1,3.5,0.0,760,15
RPT-1575,2024-12-01 02:20:52.797346,Downtown,noise,14.1,1,4,7.6,1,0,3.7,6.26,839,2
RPT-1576,2024-12-04 04:26:45.522256,Tech District,vandalism,21.7,0,3,7.6,0,0,3.6,0.51,513,4
RPT-1577,2024-06-25 18:47:35.149984,Uptown,noise,3.2,0,10,3.8,0,0,3.8,0.28,250,18
RPT-1578,2023-02-13 19:18:13.248960,Uptown,noise,1.4,1,1,5.8,0,0,3.4,3.73,768,19
RPT-1579,2024-03-31 12:55:03.278762,Downtown,lighting,7.5,0,3,3.8,1,0,4.4,2.08,313,12
RPT-1580,2024-02-28 21:36:39.565547,Downtown,pothole,76.5,1,2,8.9,0,0,3.4,5.41,889,21
RPT-1581,2023-11-22 06:29:47.110758,Downtown,lighting,11.0,0,1,4.2,0,0,3.3,4.63,445,6
RPT-1582,2023-10-23 23:37:16.560255,Downtown,lighting,10.9,0,1,4.0,0,0,5.0,1.56,290,23
RPT-1583,2023-01-11 17:12:19.830181,Uptown,lighting,8.3,0,4,4.7,0,1,3.8,3.09,288,17
RPT-1584,2024-06-30 00:02:43.922531,Downtown,pothole,49.5,0,3,6.6,1,0,4.3,2.33,527,0
RPT-1585,2023-09-19 05:20:08.252794,Old Town,pothole,71.7,1,3,7.1,0,0,4.2,6.4,747,5
RPT-1586,2024-04-17 13:33:40.712473,Tech District,lighting,20.0,1,8,5.3,0,0,3.8,6.11,613,13
RPT-1587,2024-06-15 13:16:19.102250,Tech District,noise,2.2,1,9,6.5,1,0,5.0,0.0,715,13
RPT-1588,2023-04-27 21:13:06.249818,Uptown,lighting,12.1,0,1,3.0,0,1,3.3,2.78,209,21
RPT-1589,2023-11-18 22:50:40.659658,Uptown,vandalism,25.0,0,3,9.6,1,0,4.6,6.72,817,22
RPT-1590,2024-09-12 09:41:00.232288,Downtown,noise,10.2,0,7,1.0,0,0,3.7,3.45,1,9
RPT-1591,2023-05-26 18:10:32.941885,Uptown,lighting,10.4,0,1,6.5,0,0,4.7,0.0,622,18
RPT-1592,2023-12-19 01:27:24.219217,Old Town,vandalism,36.9,1,3,8.8,0,0,3.0,2.19,869,1
RPT-1593,2023-05-10 22:27:18.296862,Tech District,pothole,43.7,0,4,4.6,0,0,5.0,0.21,429,22
RPT-1594,2023-12-06 22:47:24.815770,Downtown,vandalism,25.0,0,0,7.8,0,0,5.0,4.89,648,22
RPT-1595,2024-06-26 21:06:59.545995,Riverside,pothole,75.2,1,1,7.8,0,0,4.2,2.77,804,21
RPT-1596,2024-09-09 02:31:15.229625,Uptown,lighting,13.6,0,1,6.3,0,1,3.4,0.0,514,2
RPT-1597,2023-12-05 20:10:54.101891,Old Town,noise,6.8,0,2,3.9,0,0,4.4,0.0,295,20
RPT-1598,2024-02-23 12:02:42.924838,Riverside,noise,8.4,0,2,5.9,0,0,4.5,1.31,477,12
RPT-1599,2024-05-10 10:36:25.538035,Riverside,noise,3.6,0,4,5.5,0,0,4.6,2.07,364,10
RPT-1600,2023-12-10 19:30:18.480472,Tech District,noise,5.9,0,16,1.6,1,0,4.0,5.36,157,19
RPT-1601,2023-04-21 03:10:48.667681,Riverside,vandalism,17.9,0,12,8.7,0,0,5.0,2.01,671,3
RPT-1602,2024-11-22 22:03:13.464284,Old Town,vandalism,39.4,1,0,10.0,0,0,3.6,1.81,973,22
RPT-1603,2023-02-23 16:56:08.130822,Uptown,noise,8.0,0,2,5.8,0,0,5.0,4.69,522,16
RPT-1604,2024-07-14 17:44:20.830954,Tech District,lighting,10.3,0,0,3.3,1,1,4.5,1.39,206,17
RPT-1605,2023-04-28 05:02:37.288766,Tech District,noise,6.4,0,0,4.5,0,0,5.0,5.59,387,5
RPT-1606,2023-03-26 08:09:27.289230,Old Town,vandalism,38.5,1,0,10.0,1,0,4.0,3.9,1000,8
RPT-1607,2024-07-29 00:34:35.972081,Old Town,vandalism,19.9,0,2,6.2,0,0,4.4,1.31,523,0
RPT-1608,2024-02-04 06:23:03.717824,Riverside,lighting,11.9,0,2,2.6,1,1,4.2,6.24,146,6
RPT-1609,2024-08-05 03:14:09.143181,Uptown,noise,7.0,0,1,6.2,0,1,4.6,1.98,403,3
RPT-1610,2023-11-14 07:39:32.361839,Riverside,lighting,18.7,1,1,6.9,0,0,4.2,0.0,767,7
RPT-1611,2024-04-10 01:54:28.026236,Tech District,noise,4.4,0,2,5.0,0,0,4.4,4.32,396,1
RPT-1612,2023-02-19 11:13:32.957141,Uptown,lighting,8.4,0,1,6.6,1,0,4.1,1.17,507,11
RPT-1613,2024-10-07 04:42:36.047422,Downtown,vandalism,25.0,0,0,6.3,0,0,4.6,5.69,440,4
RPT-1614,2024-01-16 19:05:37.673998,Tech District,pothole,77.9,1,7,8.6,0,0,3.5,1.9,896,19
RPT-1615,2024-09-09 09:57:42.224524,Tech District,vandalism,38.8,1,2,10.0,0,0,4.5,0.82,1000,9
RPT-1616,2024-05-27 18:44:36.271821,Riverside,noise,4.5,0,4,4.2,0,0,2.7,1.8,354,18
RPT-1617,2023-11-08 07:57:43.681887,Old Town,lighting,13.8,0,1,5.6,0,0,4.0,5.79,489,7
RPT-1618,2023-12-03 05:53:24.764257,Old Town,lighting,14.6,0,0,3.6,1,1,5.0,0.15,301,5
RPT-1619,2024-06-06 06:39:22.555969,Tech District,pothole,47.1,0,2,4.7,0,0,4.4,4.58,347,6
RPT-1620,2024-10-21 21:56:21.961319,Riverside,pothole,50.6,0,4,4.2,0,0,3.8,1.3,321,21
RPT-1621,2024-01-06 08:07:04.689086,Uptown,vandalism,22.5,0,2,6.2,1,0,5.0,1.87,537,8
RPT-1622,2024-01-22 20:09:24.961226,Old Town,pothole,48.6,0,4,4.5,0,0,3.6,4.09,428,20
RPT-1623,2023-07-11 19:19:09.228507,Tech District,pothole,43.9,0,0,6.8,0,0,2.5,2.98,551,19
RPT-1624,2024-03-23 13:01:43.911612,Downtown,lighting,17.2,1,4,8.9,1,0,2.6,6.66,875,13
RPT-1625,2024-11-24 20:19:06.217463,Uptown,vandalism,22.0,0,2,10.0,1,0,3.8,3.11,784,20
RPT-1626,2023-04-11 12:24:17.475801,Old Town,noise,8.4,0,0,1.0,0,1,5.0,1.83,163,12
RPT-1627,2024-11-22 12:20:43.281922,Riverside,vandalism,22.8,0,2,7.0,0,0,3.6,5.19,581,12
RPT-1628,2023-05-17 08:58:30.717443,Old Town,pothole,67.4,1,3,7.2,0,0,3.9,0.56,675,8
RPT-1629,2024-10-18 10:32:12.869136,Old Town,vandalism,27.5,1,4,9.6,0,0,5.0,2.68,899,10
RPT-1630,2023-03-10 06:30:07.249511,Tech District,vandalism,24.8,0,3,7.7,0,0,3.3,3.25,576,6
RPT-1631,2024-11-17 02:27:05.742708,Riverside,lighting,11.3,0,3,4.5,1,1,3.3,3.4,380,2
RPT-1632,2023-02-09 07:09:05.679766,Uptown,vandalism,37.7,1,0,6.1,0,1,4.0,0.0,712,7
RPT-1633,2024-01-20 08:26:54.103264,Downtown,lighting,8.8,0,3,6.3,1,0,4.4,2.54,475,8
RPT-1634,2024-01-07 20:35:57.764882,Downtown,lighting,16.4,0,12,4.0,1,0,3.7,0.0,256,20
RPT-1635,2023-10-30 07:24:06.850451,Riverside,vandalism,32.3,1,0,10.0,0,1,3.9,2.62,990,7
RPT-1636,2023-10-11 14:49:31.792056,Old Town,lighting,13.5,0,13,6.9,0,1,3.0,4.92,616,14
RPT-1637,2024-04-20 17:34:57.385721,Riverside,lighting,16.1,1,3,6.9,1,0,4.7,3.98,779,17
RPT-1638,2024-03-03 18:45:56.728894,Old Town,lighting,13.7,0,3,4.2,1,0,4.3,0.64,429,18
RPT-1639,2024-08-10 04:56:29.006516,Downtown,noise,10.4,1,0,7.1,1,0,3.6,5.01,793,4
RPT-1640,2024-03-25 14:09:02.218476,Riverside,noise,7.6,1,2,5.5,0,0,3.5,6.99,635,14
RPT-1641,2023-03-15 01:43:45.648022,Downtown,lighting,16.8,0,14,5.2,0,0,4.1,0.83,433,1
RPT-1642,2024-03-30 06:42:47.666070,Old Town,lighting,12.1,0,15,5.8,1,1,3.1,4.4,489,6
RPT-1643,2023-10-17 21:15:54.130788,Riverside,noise,9.0,1,4,9.0,0,0,5.0,2.67,878,21
RPT-1644,2024-07-31 22:12:45.111806,Uptown,pothole,49.8,0,0,6.4,0,1,3.8,3.59,437,22
RPT-1645,2023-11-10 15:42:17.630809,Tech District,pothole,51.8,0,12,8.2,0,1,3.4,3.52,707,15
RPT-1646,2023-11-01 21:10:09.556961,Downtown,noise,4.4,0,9,2.5,0,0,3.9,3.53,268,21
RPT-1647,2024-08-28 01:13:49.416014,Tech District,lighting,12.1,0,4,5.0,0,0,5.0,0.81,241,1
RPT-1648,2023-03-21 06:47:03.176244,Downtown,lighting,12.8,0,15,5.4,0,1,5.0,2.39,468,6
RPT-1649,2024-11-06 11:08:11.421935,Downtown,lighting,10.0,0,2,3.7,0,0,3.8,0.0,276,11
RPT-1650,2024-08-01 21:48:39.803085,Downtown,noise,4.8,0,2,3.8,0,0,4.6,2.89,234,21
RPT-1651,2024-12-07 00:22:21.173005,Tech District,noise,2.9,0,1,2.9,1,0,4.7,5.85,211,0
RPT-1652,2024-08-17 10:08:07.697333,Riverside,noise,7.3,0,2,1.1,1,0,3.9,3.83,70,10
RPT-1653,2024-12-26 09:39:14.990782,Old Town,vandalism,38.6,1,3,10.0,0,1,2.4,4.36,990,9
RPT-1654,2023-12-21 08:56:24.596803,Riverside,pothole,42.9,0,3,6.5,0,0,3.9,3.29,522,8
RPT-1655,2023-11-04 13:06:34.862631,Old Town,noise,9.5,0,1,2.7,1,1,3.0,3.5,296,13
RPT-1656,2023-02-16 00:31:54.421846,Riverside,vandalism,35.4,1,4,8.7,0,0,3.1,3.96,764,0
RPT-1657,2023-08-20 14:51:15.795825,Downtown,vandalism,31.6,0,4,7.0,1,0,4.5,2.45,573,14
RPT-1658,2023-10-04 07:10:53.742895,Old Town,pothole,68.9,1,1,6.8,0,0,1.4,2.39,717,7
RPT-1659,2024-01-21 08:27:37.528279,Uptown,pothole,72.5,1,3,7.3,1,0,3.1,4.74,699,8
RPT-1660,2024-09-07 17:27:44.761052,Tech District,lighting,11.1,0,1,4.6,1,0,4.7,4.23,330,17
RPT-1661,2023-07-22 17:22:54.936430,Old Town,vandalism,22.8,0,9,9.8,1,0,4.7,3.34,803,17
RPT-1662,2024-08-02 11:19:20.186681,Tech District,noise,3.6,0,2,3.1,0,0,3.6,6.22,259,11
RPT-1663,2024-05-06 00:09:31.828630,Tech District,lighting,13.9,0,0,3.5,0,1,2.9,2.99,247,0
RPT-1664,2024-07-24 19:20:57.604930,Riverside,noise,4.2,0,3,2.5,0,1,3.1,0.1,219,19
RPT-1665,2023-12-14 08:08:01.295779,Downtown,pothole,46.7,0,15,4.8,0,0,4.0,1.21,399,8
RPT-1666,2024-06-14 11:18:29.645493,Riverside,noise,11.5,1,2,3.2,0,0,4.4,2.25,523,11
RPT-1667,2023-12-30 23:30:00.651814,Tech District,pothole,75.9,1,3,10.0,1,1,3.7,4.17,1000,23
RPT-1668,2023-02-10 23:29:59.444961,Tech District,lighting,19.3,1,1,6.2,0,0,2.5,2.71,750,23
RPT-1669,2024-01-15 10:04:46.059532,Riverside,pothole,65.4,1,3,8.0,0,0,4.5,4.97,769,10
RPT-1670,2024-06-30 13:20:22.748361,Uptown,pothole,49.8,0,0,6.7,1,1,5.0,5.4,473,13
RPT-1671,2023-12-06 06:20:30.710833,Old Town,lighting,20.4,1,2,7.4,0,0,4.5,4.58,840,6
RPT-1672,2024-06-13 10:25:08.645801,Tech District,lighting,13.0,0,19,2.9,0,0,4.6,2.74,272,10
RPT-1673,2024-02-19 23:11:54.513872,Riverside,pothole,46.8,0,2,5.6,0,1,5.0,2.41,520,23
RPT-1674,2024-12-17 23:37:41.734556,Tech District,lighting,16.6,0,2,4.9,0,0,4.6,0.0,366,23
RPT-1675,2024-08-24 16:03:49.660952,Uptown,lighting,15.4,0,2,5.4,1,0,4.1,4.13,513,16
RPT-1676,2024-11-17 08:17:48.019831,Riverside,noise,4.3,0,3,4.1,1,1,4.1,4.13,295,8
RPT-1677,2024-02-17 03:00:10.888411,Old Town,noise,4.9,0,0,4.5,1,0,5.0,0.0,362,3
RPT-1678,2023-11-04 19:20:32.709700,Uptown,lighting,9.9,0,1,5.8,1,0,3.4,1.34,531,19
RPT-1679,2023-04-06 11:55:57.525519,Uptown,pothole,51.9,0,16,8.4,0,0,4.8,3.02,660,11
RPT-1680,2023-03-31 11:31:18.359827,Uptown,pothole,72.2,1,6,7.2,0,0,2.2,2.58,652,11
RPT-1681,2023-04-10 15:24:09.111542,Riverside,vandalism,31.0,1,2,10.0,0,0,3.5,0.53,1000,15
RPT-1682,2023-07-03 03:41:18.590368,Old Town,vandalism,38.2,1,4,10.0,0,0,3.3,0.0,1000,3
RPT-1683,2023-07-07 14:16:53.901829,Uptown,noise,11.2,0,2,3.7,0,0,3.5,4.66,349,14
RPT-1684,2023-02-11 20:44:01.524447,Uptown,pothole,41.8,0,4,6.0,1,0,3.9,4.48,486,20
RPT-1685,2024-05-11 05:31:16.189585,Riverside,noise,1.0,0,1,5.4,1,1,3.9,0.46,410,5
RPT-1686,2023-10-10 22:28:26.753550,Riverside,pothole,42.3,0,5,4.1,0,0,3.9,0.0,289,22
RPT-1687,2023-12-20 15:19:40.517873,Downtown,vandalism,38.7,1,21,8.5,0,1,3.6,3.17,826,15
RPT-1688,2024-12-12 04:36:20.545482,Riverside,lighting,20.9,1,2,10.0,0,0,4.5,3.37,1000,4
RPT-1689,2024-11-18 10:40:05.186452,Old Town,vandalism,23.2,0,1,7.3,0,0,4.1,0.45,542,10
RPT-1690,2023-09-13 08:52:19.430824,Tech District,lighting,12.9,0,2,5.2,0,0,3.6,3.14,467,8
RPT-1691,2024-07-26 04:46:20.477471,Old Town,lighting,13.5,0,5,3.4,0,0,4.3,2.04,398,4
RPT-1692,2024-08-05 14:23:18.579252,Tech District,noise,7.4,1,3,3.9,0,0,2.2,4.63,442,14
RPT-1693,2024-03-24 09:05:40.354297,Downtown,lighting,10.7,0,1,4.6,1,0,4.1,4.38,333,9
