report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1441,2024-12-12 12:13:47.155,Downtown,pothole,73.9,1,0,10.0,0,0,3.0,2.24,1000.0,12.0
RPT-1442,2024-03-19 06:08:09.314,Tech District,noise,1.1,0,0,2.9,0,0,5.0,3.27,235.0,6.0
RPT-1443,2023-07-06 03:49:59.057,Uptown,lighting,13.7,0,1,1.8,0,1,4.9,0.0,219.0,3.0
RPT-1444,2024-05-26 02:23:32.441,Old Town,lighting,11.0,0,1,4.7,1,0,5.0,0.0,439.0,2.0
RPT-1445,2023-02-07 18:13:08.057,Uptown,pothole,73.0,1,16,10.0,0,1,2.7,0.69,1000.0,18.0
RPT-1446,2024-02-04 18:26:10.878,Old Town,pothole,49.0,0,0,4.6,1,0,5.0,4.41,419.0,18.0
RPT-1447,2023-12-19 19:07:08.331,Uptown,noise,10.0,1,4,9.1,0,0,2.7,2.28,948.0,19.0
RPT-1448,2024-02-04 17:45:17.805,Tech District,lighting,17.8,1,2,5.5,1,1,4.4,7.56,672.0,17.0
RPT-1449,2023-09-17 02:27:52.180,Riverside,pothole,44.2,0,16,9.0,1,0,4.2,1.32,666.0,2.0
RPT-1450,2024-12-25 01:26:22.035,Uptown,lighting,14.5,0,3,5.4,0,0,3.8,7.33,461.0,1.0
RPT-1451,2023-10-27 06:28:34.793,Uptown,lighting,15.2,1,3,6.4,0,1,3.4,4.53,762.0,6.0
RPT-1452,2024-09-18 05:03:19.542,Downtown,vandalism,27.7,0,3,6.2,0,0,4.4,1.04,491.0,5.0
RPT-1453,2024-11-13 08:11:10.052,Tech District,lighting,13.0,0,0,5.1,0,0,2.5,3.92,359.0,8.0
RPT-1454,2024-09-06 15:30:16.940,Downtown,pothole,68.5,1,0,5.5,0,0,3.3,4.92,719.0,15.0
RPT-1455,2024-12-25 06:20:07.656,Old Town,pothole,44.6,0,2,6.6,0,0,4.3,2.85,468.0,6.0
RPT-1456,2023-10-06 20:03:11.135,Riverside,pothole,76.4,1,2,10.0,0,0,2.6,2.28,957.0,20.0
RPT-1457,2023-03-05 15:40:29.971,Uptown,lighting,14.0,0,0,8.2,1,0,5.0,3.43,707.0,15.0
RPT-1458,2024-10-31 06:01:09.810,Downtown,lighting,15.3,0,7,4.2,0,0,4.9,3.28,257.0,6.0
RPT-1459,2024-07-16 12:51:08.922,Downtown,lighting,9.6,0,1,8.0,0,0,3.1,4.01,714.0,12.0
RPT-1460,2023-09-01 22:17:37.907,Uptown,noise,11.8,0,16,3.4,0,0,4.6,1.37,266.0,22.0
RPT-1461,2023-04-02 17:37:33.109,Riverside,lighting,10.5,0,4,4.0,1,1,3.9,6.98,278.0,17.0
RPT-1462,2024-09-15 00:02:17.536,Old Town,pothole,46.3,0,3,6.8,1,1,3.7,2.85,565.0,0.0
RPT-1463,2023-08-02 14:47:12.406,Downtown,noise,6.3,0,15,4.7,0,0,5.0,3.93,443.0,14.0
RPT-1464,2023-01-01 02:15:43.023,Downtown,lighting,13.6,0,2,4.9,1,0,5.0,6.87,462.0,2.0
RPT-1465,2023-01-31 00:43:55.349,Riverside,pothole,49.7,0,6,6.1,0,1,4.4,0.57,477.0,0.0
RPT-1466,2024-07-09 23:06:27.585,Tech District,lighting,10.4,0,1,4.2,0,0,4.4,0.0,217.0,23.0
RPT-1467,2024-10-01 12:08:36.859,Riverside,vandalism,23.0,0,1,6.9,0,0,4.2,3.25,515.0,12.0
RPT-1468,2024-05-24 10:30:10.466,Tech District,vandalism,39.0,1,2,10.0,0,1,3.6,0.33,979.0,10.0
RPT-1469,2024-05-28 12:35:18.237,Downtown,noise,5.4,0,3,3.9,0,1,4.1,3.1,258.0,12.0
RPT-1470,2023-12-26 17:18:50.554,Tech District,vandalism,21.8,0,3,6.1,0,0,5.0,0.0,545.0,17.0
RPT-1471,2024-07-22 04:33:34.989,Downtown,lighting,16.2,0,2,5.2,0,1,4.6,1.17,472.0,4.0
RPT-1472,2023-10-11 20:20:04.810,Old Town,pothole,43.8,0,0,5.2,0,0,4.6,1.93,441.0,20.0
RPT-1473,2023-11-28 10:26:36.269,Uptown,noise,10.8,0,2,2.7,0,0,3.2,4.01,198.0,10.0
RPT-1474,2023-05-19 09:50:40.547,Downtown,vandalism,34.5,1,3,10.0,0,0,3.0,5.16,972.0,9.0
RPT-1475,2023-11-16 06:26:07.013,Old Town,noise,9.8,0,4,2.8,0,0,4.5,5.56,113.0,6.0
RPT-1476,2023-11-04 21:38:22.345,Uptown,pothole,49.5,0,1,2.3,1,0,3.4,6.26,154.0,21.0
RPT-1477,2023-06-05 11:50:25.661,Tech District,vandalism,32.5,1,3,10.0,0,0,5.0,2.79,938.0,11.0
RPT-1478,2023-02-24 20:41:41.582,Tech District,noise,11.3,0,2,6.4,0,1,5.0,1.75,430.0,20.0
RPT-1479,2024-05-06 09:30:46.852,Old Town,noise,6.3,0,5,3.4,0,0,3.7,6.62,198.0,9.0
RPT-1480,2024-02-26 02:55:13.422,Old Town,lighting,6.5,0,0,5.2,0,0,2.7,2.94,448.0,2.0
RPT-1481,2024-08-15 06:50:40.221,Downtown,noise,7.9,1,1,6.3,0,1,2.9,0.0,763.0,6.0
RPT-1482,2024-05-16 13:17:18.821,Old Town,vandalism,38.9,1,1,10.0,0,0,3.7,5.15,1000.0,13.0
RPT-1483,2024-08-28 14:03:05.164,Downtown,noise,7.7,0,5,2.8,0,1,3.7,1.37,170.0,14.0
RPT-1484,2024-09-12 21:22:53.250,Old Town,noise,11.4,0,2,6.0,0,1,3.0,3.19,444.0,21.0
RPT-1485,2024-02-21 16:25:08.249,Old Town,noise,1.0,0,1,6.0,0,0,5.0,2.79,529.0,16.0
RPT-1486,2024-01-20 13:42:35.844,Riverside,pothole,77.7,1,4,10.0,1,1,3.8,2.55,958.0,13.0
RPT-1487,2023-09-09 10:41:37.314,Uptown,noise,2.8,0,1,7.1,1,0,4.2,4.56,528.0,10.0
RPT-1488,2023-03-08 14:30:30.949,Downtown,pothole,45.7,0,1,8.6,0,1,4.2,3.22,679.0,14.0
RPT-1489,2024-11-14 23:47:10.990,Tech District,vandalism,37.2,1,5,10.0,0,0,4.2,0.25,1000.0,23.0
RPT-1490,2024-07-16 07:12:49.789,Downtown,noise,1.0,0,3,4.1,0,1,3.0,1.73,357.0,7.0
RPT-1491,2024-04-21 11:42:10.997,Tech District,noise,3.1,0,5,3.8,1,0,4.6,2.01,294.0,11.0
RPT-1492,2024-12-08 14:16:32.700,Uptown,noise,2.0,0,1,3.9,1,0,4.4,3.43,351.0,14.0
RPT-1493,2023-05-30 07:05:26.683,Riverside,lighting,16.7,1,2,7.5,0,1,3.6,0.73,861.0,7.0
RPT-1494,2024-11-25 02:55:13.897,Riverside,noise,11.7,0,1,4.0,0,0,5.0,1.77,313.0,2.0
RPT-1495,2024-10-24 17:59:56.495,Old Town,lighting,13.0,0,4,6.5,0,0,4.9,0.71,561.0,17.0
RPT-1496,2023-12-28 15:50:34.085,Tech District,noise,7.3,1,0,6.1,0,0,3.3,6.61,670.0,15.0
RPT-1497,2024-12-09 23:32:41.687,Old Town,noise,8.1,0,2,4.9,0,0,3.5,7.97,405.0,23.0
RPT-1498,2024-05-10 23:52:55.736,Uptown,vandalism,39.8,1,2,9.8,0,0,3.9,4.87,935.0,23.0
RPT-1499,2024-07-31 02:07:23.964,Downtown,pothole,52.2,0,2,7.4,0,0,4.0,5.13,664.0,2.0
RPT-1500,2023-06-05 15:33:24.811,Uptown,noise,2.3,0,3,2.7,0,0,4.5,3.08,144.0,15.0
RPT-1501,2023-05-16 23:55:13.704,Downtown,pothole,44.1,0,2,7.0,0,1,5.0,0.72,561.0,23.0
RPT-1502,2024-04-15 03:28:02.413,Tech District,lighting,12.6,0,10,4.2,0,0,3.7,4.17,360.0,3.0
RPT-1503,2024-01-26 16:46:32.061,Downtown,lighting,21.2,1,2,7.1,0,1,4.8,4.79,684.0,16.0
RPT-1504,2023-02-03 15:04:00.807,Uptown,vandalism,24.0,0,9,8.0,0,0,3.9,0.3,604.0,15.0
RPT-1505,2024-01-15 15:35:47.549,Uptown,pothole,49.6,0,0,6.2,0,0,4.0,2.76,533.0,15.0
RPT-1506,2024-05-12 12:13:23.787,Tech District,pothole,48.1,0,1,4.4,1,0,5.0,4.61,346.0,12.0
RPT-1507,2024-02-15 16:40:45.768,Tech District,pothole,46.6,0,2,6.2,0,0,5.0,3.55,494.0,16.0
RPT-1508,2024-03-17 12:02:39.298,Old Town,noise,6.0,0,2,4.0,1,0,4.4,1.87,248.0,12.0
RPT-1509,2023-03-25 01:54:25.037,Old Town,noise,3.4,0,3,2.4,1,0,3.6,3.47,125.0,1.0
RPT-1510,2024-09-22 18:50:45.617,Riverside,noise,3.0,0,4,1.5,1,0,4.1,2.35,67.0,18.0
RPT-1511,2024-04-06 22:09:58.221,Tech District,noise,1.5,0,1,4.5,1,0,3.5,3.36,425.0,22.0
RPT-1512,2024-04-25 07:28:19.190,Downtown,vandalism,25.8,0,2,7.4,0,0,5.0,3.14,560.0,7.0
RPT-1513,2023-11-11 17:20:41.579,Old Town,noise,2.3,0,1,5.4,1,1,2.4,3.98,388.0,17.0
RPT-1514,2024-02-22 07:56:55.728,Downtown,noise,3.5,0,4,2.7,0,0,3.5,3.2,152.0,7.0
RPT-1515,2023-05-14 22:16:38.126,Tech District,vandalism,30.6,1,0,9.8,1,0,3.8,4.11,977.0,22.0
RPT-1516,2023-01-03 22:58:06.559,Riverside,pothole,49.2,0,0,6.2,0,1,4.2,3.37,462.0,22.0
RPT-1517,2024-02-11 06:50:56.263,Downtown,lighting,15.5,0,1,6.8,1,0,4.6,2.59,517.0,6.0
RPT-1518,2023-05-29 11:39:09.603,Uptown,pothole,51.1,0,1,3.9,0,0,5.0,3.76,263.0,11.0
RPT-1519,2023-03-05 13:46:58.000,Tech District,pothole,47.1,0,1,8.5,1,1,3.1,6.22,721.0,13.0
RPT-1520,2024-06-16 11:52:07.680,Downtown,lighting,15.3,0,1,4.3,1,0,3.8,3.99,408.0,11.0
RPT-1521,2024-07-31 07:50:59.731,Riverside,noise,1.7,0,11,2.3,0,0,5.0,3.29,155.0,7.0
RPT-1522,2023-02-02 07:50:31.573,Tech District,noise,3.2,0,15,1.9,0,0,3.8,1.42,151.0,7.0
RPT-1523,2023-03-24 16:34:05.243,Tech District,noise,6.9,1,0,6.7,0,0,3.3,4.33,695.0,16.0
RPT-1524,2024-06-19 11:26:44.845,Tech District,vandalism,39.0,1,2,10.0,0,0,2.6,0.05,963.0,11.0
RPT-1525,2023-02-01 19:29:44.631,Old Town,noise,8.6,0,4,3.6,0,0,2.9,4.49,246.0,19.0
RPT-1526,2023-10-11 12:31:23.382,Uptown,lighting,11.6,0,3,6.2,0,0,4.8,2.49,571.0,12.0
RPT-1527,2023-10-13 10:03:43.559,Riverside,noise,6.2,0,17,3.4,0,0,5.0,5.79,307.0,10.0
RPT-1528,2024-06-01 05:32:33.016,Riverside,lighting,13.3,0,1,5.6,1,0,5.0,1.11,528.0,5.0
RPT-1529,2024-11-16 13:17:11.017,Riverside,lighting,11.0,0,2,5.4,1,1,5.0,1.69,385.0,13.0
RPT-1530,2024-11-29 05:57:24.377,Old Town,noise,4.7,0,18,6.5,0,0,5.0,2.88,612.0,5.0
RPT-1531,2023-07-10 22:19:15.216,Riverside,pothole,72.7,1,1,7.6,0,0,3.2,4.92,831.0,22.0
RPT-1532,2024-06-26 23:44:04.426,Uptown,vandalism,32.5,1,21,10.0,0,0,3.0,3.39,1000.0,23.0
RPT-1533,2024-12-15 00:03:14.532,Uptown,vandalism,34.4,1,2,9.4,1,1,4.2,4.08,973.0,0.0
RPT-1534,2024-03-08 12:02:11.924,Tech District,pothole,47.2,0,1,4.1,0,0,5.0,4.14,298.0,12.0
RPT-1535,2023-09-03 06:03:17.005,Riverside,pothole,70.2,1,0,8.9,1,0,2.0,3.82,956.0,6.0
RPT-1536,2023-10-01 10:34:27.614,Downtown,vandalism,37.8,1,3,9.9,1,0,3.2,1.59,1000.0,10.0
RPT-1537,2024-11-28 04:00:02.834,Old Town,vandalism,39.8,1,1,10.0,0,0,2.3,3.15,1000.0,4.0
RPT-1538,2024-03-19 12:40:16.570,Downtown,noise,1.2,0,3,4.6,0,0,2.6,3.71,297.0,12.0
RPT-1539,2023-06-28 02:24:19.482,Downtown,lighting,12.3,0,2,7.9,0,0,3.6,0.0,608.0,2.0
RPT-1540,2024-12-25 20:36:29.033,Old Town,vandalism,30.1,1,4,10.0,0,0,3.5,1.91,1000.0,20.0
RPT-1541,2024-12-12 12:03:06.271,Downtown,vandalism,35.3,1,0,10.0,0,0,3.8,1.27,998.0,12.0
RPT-1542,2024-11-27 16:15:36.076,Old Town,noise,5.1,0,14,4.7,0,1,3.6,2.75,340.0,16.0
RPT-1543,2023-05-06 09:31:04.190,Tech District,pothole,46.2,0,2,5.5,1,1,4.4,2.84,411.0,9.0
RPT-1544,2023-06-04 04:50:01.708,Old Town,pothole,46.6,0,1,8.0,1,1,5.0,0.15,547.0,4.0
RPT-1545,2023-03-25 22:37:08.570,Uptown,vandalism,38.4,1,1,8.8,1,0,3.3,6.2,944.0,22.0
RPT-1546,2023-07-14 04:06:35.468,Old Town,pothole,50.6,0,3,3.9,0,0,4.6,2.56,310.0,4.0
RPT-1547,2024-09-18 19:15:03.899,Downtown,noise,2.9,0,3,5.4,0,0,3.9,4.4,572.0,19.0
RPT-1548,2024-12-11 17:36:07.209,Riverside,pothole,47.7,0,1,6.6,0,0,4.6,3.39,477.0,17.0
RPT-1549,2024-11-20 20:46:37.237,Old Town,noise,8.1,1,4,6.4,0,1,4.1,2.21,673.0,20.0
RPT-1550,2024-10-22 00:05:06.327,Uptown,pothole,50.3,0,1,7.7,0,0,4.1,6.24,644.0,0.0
RPT-1551,2024-02-05 14:00:58.573,Downtown,lighting,14.0,1,0,6.5,0,1,1.9,2.22,704.0,14.0
RPT-1552,2024-09-25 20:52:33.106,Old Town,pothole,49.9,0,2,5.0,0,0,4.2,1.99,403.0,20.0
RPT-1553,2023-08-24 10:34:51.764,Tech District,vandalism,36.2,1,0,10.0,0,0,3.6,5.28,980.0,10.0
RPT-1554,2024-12-04 18:39:28.915,Riverside,lighting,14.7,1,2,9.1,0,0,4.3,4.54,960.0,18.0
RPT-1555,2024-07-01 17:36:30.268,Old Town,pothole,50.4,0,0,4.7,0,1,3.6,5.7,420.0,17.0
RPT-1556,2024-03-03 11:40:04.007,Old Town,pothole,47.8,0,3,6.4,1,0,5.0,1.45,589.0,11.0
RPT-1557,2024-11-10 09:28:28.479,Uptown,noise,1.0,0,2,3.8,1,0,3.9,0.46,299.0,9.0
RPT-1558,2024-08-10 17:46:53.660,Riverside,lighting,8.5,0,0,2.5,1,0,5.0,3.42,215.0,17.0
RPT-1559,2023-12-18 09:22:52.440,Old Town,noise,1.7,0,3,3.6,0,0,4.2,5.14,351.0,9.0
RPT-1560,2023-01-11 17:39:29.746,Riverside,vandalism,35.7,1,4,9.4,0,0,4.6,3.74,945.0,17.0
RPT-1561,2023-05-22 21:13:29.264,Tech District,vandalism,27.3,0,3,6.9,0,1,4.2,0.0,617.0,21.0
RPT-1562,2023-11-23 01:16:46.103,Riverside,noise,6.8,1,2,6.5,0,0,3.5,3.96,706.0,1.0
RPT-1563,2023-02-22 19:43:26.424,Riverside,pothole,42.5,0,2,6.4,0,1,3.6,2.69,587.0,19.0
RPT-1564,2023-07-16 00:38:44.697,Uptown,pothole,46.2,0,2,5.3,1,0,4.2,3.61,514.0,0.0
RPT-1565,2023-12-03 06:52:29.879,Tech District,vandalism,35.0,1,1,10.0,1,0,3.1,1.31,970.0,6.0
RPT-1566,2024-12-23 22:31:07.698,Downtown,lighting,10.6,0,2,5.5,0,0,4.1,4.87,354.0,22.0
RPT-1567,2023-07-08 00:39:58.803,Old Town,lighting,19.9,0,3,6.0,1,1,4.3,3.02,508.0,0.0
RPT-1568,2023-01-20 12:29:06.042,Tech District,vandalism,18.8,0,2,7.4,0,0,3.4,1.06,597.0,12.0
RPT-1569,2023-02-24 21:27:14.387,Uptown,pothole,46.1,0,0,6.7,0,1,3.3,0.0,539.0,21.0
RPT-1570,2024-05-15 07:55:08.254,Tech District,noise,3.3,0,3,3.6,0,1,4.9,3.29,271.0,7.0
RPT-1571,2023-01-22 20:47:07.264,Downtown,noise,5.1,0,1,5.6,1,0,4.9,6.98,562.0,20.0
RPT-1572,2023-11-24 01:57:05.910,Tech District,noise,1.5,0,4,3.5,0,1,5.0,3.84,293.0,1.0
RPT-1573,2024-06-06 23:29:35.434,Old Town,pothole,72.0,1,3,6.7,0,1,2.6,5.87,718.0,23.0
RPT-1574,2024-04-07 05:12:15.828,Old Town,lighting,22.4,1,3,6.9,1,1,3.5,0.0,760.0,5.0
RPT-1575,2024-12-02 04:55:48.818,Downtown,noise,14.1,1,4,7.6,0,0,3.7,6.26,839.0,4.0
RPT-1576,2024-07-12 23:27:32.144,Tech District,vandalism,21.7,0,3,7.6,0,0,3.6,0.51,513.0,23.0
RPT-1577,2023-09-01 04:52:45.823,Uptown,noise,3.2,0,10,3.8,0,0,3.8,0.28,250.0,4.0
RPT-1578,2023-12-22 09:32:05.091,Uptown,noise,1.4,1,1,5.8,0,0,3.4,3.73,768.0,9.0
RPT-1579,2024-09-15 18:10:29.690,Downtown,lighting,7.5,0,3,3.8,1,0,4.4,2.08,313.0,18.0
RPT-1580,2024-12-02 00:22:46.598,Downtown,pothole,76.5,1,2,8.9,0,0,3.4,5.41,889.0,0.0
RPT-1581,2023-04-27 21:42:58.404,Downtown,lighting,11.0,0,1,4.2,0,0,3.3,4.63,445.0,21.0
RPT-1582,2023-07-10 09:55:23.380,Downtown,lighting,10.9,0,1,4.0,0,0,5.0,1.56,290.0,9.0
RPT-1583,2023-12-14 23:48:11.886,Uptown,lighting,8.3,0,4,4.7,0,1,3.8,3.09,288.0,23.0
RPT-1584,2023-04-29 14:31:19.027,Downtown,pothole,49.5,0,3,6.6,1,0,4.3,2.33,527.0,14.0
RPT-1585,2024-09-17 05:08:15.932,Old Town,pothole,71.7,1,3,7.1,0,0,4.2,6.4,747.0,5.0
RPT-1586,2023-06-12 16:27:07.427,Tech District,lighting,20.0,1,8,5.3,0,0,3.8,6.11,613.0,16.0
RPT-1587,2023-11-24 14:40:37.225,Tech District,noise,2.2,1,9,6.5,0,0,5.0,0.0,715.0,14.0
RPT-1588,2024-12-21 14:06:16.113,Uptown,lighting,12.1,0,1,3.0,1,1,3.3,2.78,209.0,14.0
RPT-1589,2024-11-15 11:42:46.172,Uptown,vandalism,25.0,0,3,9.6,0,0,4.6,6.72,817.0,11.0
RPT-1590,2024-05-15 17:28:04.813,Downtown,noise,10.2,0,7,1.0,0,0,3.7,3.45,1.0,17.0
RPT-1591,2023-09-06 00:24:55.956,Uptown,lighting,10.4,0,1,6.5,0,0,4.7,0.0,622.0,0.0
RPT-1592,2024-03-29 21:21:13.970,Old Town,vandalism,36.9,1,3,8.8,0,0,3.0,2.19,869.0,21.0
RPT-1593,2024-02-09 13:20:06.891,Tech District,pothole,43.7,0,4,4.6,0,0,5.0,0.21,429.0,13.0
RPT-1594,2024-12-12 08:06:44.222,Downtown,vandalism,25.0,0,0,7.8,0,0,5.0,4.89,648.0,8.0
RPT-1595,2023-07-27 18:25:39.229,Riverside,pothole,75.2,1,1,7.8,0,0,4.2,2.77,804.0,18.0
RPT-1596,2024-05-19 19:25:38.189,Uptown,lighting,13.6,0,1,6.3,1,1,3.4,0.0,514.0,19.0
RPT-1597,2024-03-27 08:37:54.097,Old Town,noise,6.8,0,2,3.9,0,0,4.4,0.0,295.0,8.0
RPT-1598,2024-02-29 15:19:43.956,Riverside,noise,8.4,0,2,5.9,0,0,4.5,1.31,477.0,15.0
RPT-1599,2024-09-30 08:52:36.442,Riverside,noise,3.6,0,4,5.5,0,0,4.6,2.07,364.0,8.0
RPT-1600,2024-05-25 20:13:54.608,Tech District,noise,5.9,0,16,1.6,1,0,4.0,5.36,157.0,20.0
RPT-1601,2024-11-15 17:39:56.360,Riverside,vandalism,17.9,0,12,8.7,0,0,5.0,2.01,671.0,17.0
RPT-1602,2024-03-06 00:12:41.044,Old Town,vandalism,39.4,1,0,10.0,0,0,3.6,1.81,973.0,0.0
RPT-1603,2023-04-25 11:11:54.894,Uptown,noise,8.0,0,2,5.8,0,0,5.0,4.69,522.0,11.0
RPT-1604,2024-03-22 16:21:28.118,Tech District,lighting,10.3,0,0,3.3,0,1,4.5,1.39,206.0,16.0
RPT-1605,2023-07-08 09:23:16.430,Tech District,noise,6.4,0,0,4.5,1,0,5.0,5.59,387.0,9.0
RPT-1606,2023-04-10 03:10:59.422,Old Town,vandalism,38.5,1,0,10.0,0,0,4.0,3.9,1000.0,3.0
RPT-1607,2023-03-07 18:04:29.205,Old Town,vandalism,19.9,0,2,6.2,0,0,4.4,1.31,523.0,18.0
RPT-1608,2023-01-06 13:42:55.993,Riverside,lighting,11.9,0,2,2.6,0,1,4.2,6.24,146.0,13.0
RPT-1609,2024-01-27 22:19:51.646,Uptown,noise,7.0,0,1,6.2,1,1,4.6,1.98,403.0,22.0
RPT-1610,2023-08-01 02:24:56.166,Riverside,lighting,18.7,1,1,6.9,0,0,4.2,0.0,767.0,2.0
RPT-1611,2023-05-11 02:08:49.198,Tech District,noise,4.4,0,2,5.0,0,0,4.4,4.32,396.0,2.0
RPT-1612,2024-02-11 10:33:25.457,Uptown,lighting,8.4,0,1,6.6,1,0,4.1,1.17,507.0,10.0
RPT-1613,2024-08-03 12:52:18.928,Downtown,vandalism,25.0,0,0,6.3,1,0,4.6,5.69,440.0,12.0
RPT-1614,2023-07-19 08:32:21.822,Tech District,pothole,77.9,1,7,8.6,0,0,3.5,1.9,896.0,8.0
RPT-1615,2024-12-14 21:41:44.047,Tech District,vandalism,38.8,1,2,10.0,1,0,4.5,0.82,1000.0,21.0
RPT-1616,2023-08-02 06:31:15.874,Riverside,noise,4.5,0,4,4.2,0,0,2.7,1.8,354.0,6.0
RPT-1617,2023-04-12 00:44:25.790,Old Town,lighting,13.8,0,1,5.6,0,0,4.0,5.79,489.0,0.0
RPT-1618,2024-12-18 00:28:08.649,Old Town,lighting,14.6,0,0,3.6,0,1,5.0,0.15,301.0,0.0
RPT-1619,2023-07-05 16:58:49.060,Tech District,pothole,47.1,0,2,4.7,0,0,4.4,4.58,347.0,16.0
RPT-1620,2023-01-15 16:33:34.830,Riverside,pothole,50.6,0,4,4.2,1,0,3.8,1.3,321.0,16.0
RPT-1621,2023-03-21 12:52:38.675,Uptown,vandalism,22.5,0,2,6.2,0,0,5.0,1.87,537.0,12.0
RPT-1622,2023-03-10 01:10:26.674,Old Town,pothole,48.6,0,4,4.5,0,0,3.6,4.09,428.0,1.0
RPT-1623,2023-06-21 13:06:20.676,Tech District,pothole,43.9,0,0,6.8,0,0,2.5,2.98,551.0,13.0
RPT-1624,2023-01-03 06:28:14.086,Downtown,lighting,17.2,1,4,8.9,0,0,2.6,6.66,875.0,6.0
RPT-1625,2023-10-18 11:19:57.795,Uptown,vandalism,22.0,0,2,10.0,0,0,3.8,3.11,784.0,11.0
RPT-1626,2024-05-24 21:27:36.742,Old Town,noise,8.4,0,0,1.0,0,1,5.0,1.83,163.0,21.0
RPT-1627,2023-09-18 10:07:06.073,Riverside,vandalism,22.8,0,2,7.0,0,0,3.6,5.19,581.0,10.0
RPT-1628,2023-03-29 17:41:49.312,Old Town,pothole,67.4,1,3,7.2,0,0,3.9,0.56,675.0,17.0
RPT-1629,2024-04-09 11:55:10.303,Old Town,vandalism,27.5,1,4,9.6,0,0,5.0,2.68,899.0,11.0
RPT-1630,2023-11-27 00:25:53.350,Tech District,vandalism,24.8,0,3,7.7,0,0,3.3,3.25,576.0,0.0
RPT-1631,2023-06-27 03:59:26.420,Riverside,lighting,11.3,0,3,4.5,0,1,3.3,3.4,380.0,3.0
RPT-1632,2023-04-03 07:04:45.437,Uptown,vandalism,37.7,1,0,6.1,0,1,4.0,0.0,712.0,7.0
RPT-1633,2024-05-26 23:18:21.249,Downtown,lighting,8.8,0,3,6.3,1,0,4.4,2.54,475.0,23.0
RPT-1634,2024-08-22 17:53:37.709,Downtown,lighting,16.4,0,12,4.0,0,0,3.7,0.0,256.0,17.0
RPT-1635,2023-02-16 23:11:23.294,Riverside,vandalism,32.3,1,0,10.0,0,1,3.9,2.62,990.0,23.0
RPT-1636,2023-10-06 20:43:18.023,Old Town,lighting,13.5,0,13,6.9,0,1,3.0,4.92,616.0,20.0
RPT-1637,2024-10-27 07:30:48.471,Riverside,lighting,16.1,1,3,6.9,1,0,4.7,3.98,779.0,7.0
RPT-1638,2024-02-22 21:36:11.341,Old Town,lighting,13.7,0,3,4.2,0,0,4.3,0.64,429.0,21.0
RPT-1639,2024-03-15 04:15:31.414,Downtown,noise,10.4,1,0,7.1,0,0,3.6,5.01,793.0,4.0
RPT-1640,2024-04-01 14:33:25.859,Riverside,noise,7.6,1,2,5.5,0,0,3.5,6.99,635.0,14.0
RPT-1641,2024-06-12 06:28:15.709,Downtown,lighting,16.8,0,14,5.2,0,0,4.1,0.83,433.0,6.0
RPT-1642,2023-08-13 01:27:23.044,Old Town,lighting,12.1,0,15,5.8,1,1,3.1,4.4,489.0,1.0
RPT-1643,2023-09-08 21:32:02.916,Riverside,noise,9.0,1,4,9.0,0,0,5.0,2.67,878.0,21.0
RPT-1644,2023-11-05 20:03:13.382,Uptown,pothole,49.8,0,0,6.4,1,1,3.8,3.59,437.0,20.0
RPT-1645,2023-05-20 05:19:58.531,Tech District,pothole,51.8,0,12,8.2,1,1,3.4,3.52,707.0,5.0
RPT-1646,2023-10-30 13:36:58.367,Downtown,noise,4.4,0,9,2.5,0,0,3.9,3.53,268.0,13.0
RPT-1647,2023-05-14 15:20:30.518,Tech District,lighting,12.1,0,4,5.0,1,0,5.0,0.81,241.0,15.0
RPT-1648,2023-06-23 05:32:12.270,Downtown,lighting,12.8,0,15,5.4,0,1,5.0,2.39,468.0,5.0
RPT-1649,2023-10-18 14:43:16.851,Downtown,lighting,10.0,0,2,3.7,0,0,3.8,0.0,276.0,14.0
RPT-1650,2024-05-13 11:07:13.575,Downtown,noise,4.8,0,2,3.8,0,0,4.6,2.89,234.0,11.0
RPT-1651,2024-12-10 10:10:57.364,Tech District,noise,2.9,0,1,2.9,0,0,4.7,5.85,211.0,10.0
RPT-1652,2023-09-21 15:42:15.389,Riverside,noise,7.3,0,2,1.1,0,0,3.9,3.83,70.0,15.0
RPT-1653,2023-07-02 13:35:24.831,Old Town,vandalism,38.6,1,3,10.0,1,1,2.4,4.36,990.0,13.0
RPT-1654,2023-01-24 07:27:35.273,Riverside,pothole,42.9,0,3,6.5,0,0,3.9,3.29,522.0,7.0
RPT-1655,2024-12-10 00:58:06.314,Old Town,noise,9.5,0,1,2.7,0,1,3.0,3.5,296.0,0.0
RPT-1656,2023-10-19 22:26:12.118,Riverside,vandalism,35.4,1,4,8.7,0,0,3.1,3.96,764.0,22.0
RPT-1657,2024-11-13 09:08:04.306,Downtown,vandalism,31.6,0,4,7.0,0,0,4.5,2.45,573.0,9.0
RPT-1658,2024-02-18 02:36:53.116,Old Town,pothole,68.9,1,1,6.8,1,0,1.4,2.39,717.0,2.0
RPT-1659,2023-08-29 13:09:28.545,Uptown,pothole,72.5,1,3,7.3,0,0,3.1,4.74,699.0,13.0
RPT-1660,2024-01-05 05:36:54.628,Tech District,lighting,11.1,0,1,4.6,0,0,4.7,4.23,330.0,5.0
RPT-1661,2023-05-05 09:07:04.732,Old Town,vandalism,22.8,0,9,9.8,0,0,4.7,3.34,803.0,9.0
