account_id,monthly_login_freq,num_support_tickets,contract_length_months,avg_product_usage_hours,num_users,nps_score,has_admin_activity,last_activity_days_ago,avg_session_length,feature_adoption_score,customer_satisfaction_score,city,gender,churned,is_heavy_user
A0513,14,9.0,12,54.97,43,5.025051953133589,1,10,1.72,92.73,7.52,New York,Male,0,1
A0514,24,5.0,6,30.46,83,4.356436337958401,1,17,2.47,70.28,7.52,Chicago,Female,1,1
A0515,23,9.0,12,23.59,49,1.740228669431667,1,4,1.2,24.52,3.31,Chicago,Male,0,0
A0516,15,9.0,12,58.24,96,0.860391225825756,0,5,1.69,50.57,0.15,San Francisco,Female,0,1
A0517,12,5.0,6,16.81,56,0.8859171876243808,1,27,2.15,3.23,0.55,Chicago,Male,1,0
A0518,17,9.0,12,30.2,57,0.9964447552014488,1,0,0.6,64.69,2.82,Chicago,Male,0,1
A0519,23,9.0,12,31.8,97,4.9293323054292255,0,15,1.63,55.43,6.9,New York,Male,0,1
A0520,16,5.0,6,43.45,21,7.100387123371789,0,7,0.66,66.68,9.07,Austin,Male,0,0
A0521,24,4.0,6,33.6,64,5.043594718878627,0,5,2.59,93.01,9.59,New York,Male,0,1
A0522,20,5.0,6,25.01,95,0.7253601923799351,0,16,1.76,68.73,0.26,San Francisco,Female,0,1
A0523,21,18.0,24,20.49,61,6.267376241054153,1,26,1.69,32.04,9.9,Austin,Male,0,1
A0524,29,5.0,6,26.58,67,2.824598668593159,0,12,0.56,19.87,3.22,New York,Female,1,0
A0525,18,4.0,6,19.93,70,5.1377408434574825,1,0,1.25,85.46,8.43,Chicago,Male,0,0
A0526,25,9.0,12,30.48,30,-0.544882100664519,0,9,1.25,19.43,1.8,Chicago,Female,1,0
A0527,24,4.0,6,24.36,20,-1.1865424378831628,0,9,2.38,16.16,0.63,Austin,Male,1,0
A0528,24,2.0,3,15.06,28,2.694084946661382,0,11,1.86,20.66,3.78,Austin,Male,1,0
A0529,16,5.0,6,42.55,21,6.272722501721482,0,16,0.67,50.88,8.59,Chicago,Female,0,0
A0530,34,9.0,12,25.02,57,0.6426833748955914,0,0,1.73,12.42,2.21,San Francisco,Female,0,1
A0531,23,9.0,12,17.32,59,1.7165924587773738,0,10,0.75,93.81,1.54,New York,Male,0,1
A0532,21,4.0,6,28.32,8,4.708479937731039,0,13,0.69,96.63,9.1,Chicago,Male,0,0
A0533,17,9.0,12,30.68,3,6.499920201352683,0,6,1.73,97.38,9.38,New York,Female,0,1
A0534,16,18.0,24,12.54,10,-1.1200161997624565,1,16,1.87,3.91,0.13,New York,Male,1,0
A0535,31,5.0,6,33.32,99,4.43716389219784,0,3,1.73,94.62,7.27,New York,Male,0,1
A0536,24,5.0,6,19.53,53,2.2103986713164137,0,5,2.44,99.74,3.09,New York,Female,0,1
A0537,22,5.0,6,47.11,87,1.7645866347160477,1,49,1.68,94.24,3.75,San Francisco,Male,0,1
A0538,31,9.0,12,35.24,90,2.8984444557701745,0,6,1.59,67.09,4.69,San Francisco,Male,1,1
A0539,18,9.0,12,26.0,27,3.99529280921444,1,6,0.89,70.12,4.27,San Francisco,Female,0,0
A0540,15,5.0,6,22.55,49,3.028108130476851,1,13,1.93,12.23,5.15,Chicago,Male,1,0
A0541,18,9.0,12,28.95,57,4.909692112065142,0,53,0.67,87.43,5.82,Chicago,Female,1,0
A0542,20,2.0,3,36.13,66,2.132293145342382,1,61,2.51,5.96,4.66,Chicago,Female,1,1
A0543,22,9.0,12,29.75,85,5.443804177915283,1,13,1.94,31.77,7.02,San Francisco,Male,0,1
A0544,16,9.0,12,27.83,95,6.474568620657901,1,0,2.89,99.12,7.19,New York,Male,0,1
A0545,23,4.0,6,30.58,12,0.6083554998727108,1,34,1.69,42.23,4.4,San Francisco,Female,1,1
A0546,23,9.0,12,23.96,58,0.1971047445295231,0,12,1.96,13.12,1.42,Chicago,Female,0,1
A0547,14,5.0,6,26.57,14,5.06407212718054,1,6,1.36,96.93,6.41,Austin,Male,1,0
A0548,16,9.0,12,9.14,35,5.207954613957007,0,26,1.48,98.41,7.73,Chicago,Female,1,0
A0549,19,2.0,3,39.74,73,4.837145873371308,0,7,0.97,18.7,6.38,New York,Male,1,0
A0550,9,18.0,24,32.99,19,3.5120148132841793,0,0,0.78,86.48,5.88,San Francisco,Female,0,0
A0551,21,5.0,6,22.27,63,1.6895897874729,0,25,1.59,39.04,2.29,Austin,Female,1,1
A0552,16,18.0,24,48.99,12,4.35932276460792,0,11,1.48,38.14,6.45,Austin,Female,0,0
A0553,7,5.0,6,30.87,33,3.512782061659807,1,6,0.96,26.27,3.35,New York,Male,1,0
A0554,20,9.0,12,19.64,62,6.694420843301213,1,4,1.05,4.47,9.2,San Francisco,Female,0,0
A0555,21,5.0,6,38.57,72,4.915602662075202,0,13,1.52,26.8,6.54,Austin,Female,0,1
A0556,16,18.0,24,33.98,19,1.5341230338775325,1,3,0.95,5.38,2.78,Chicago,Female,0,0
A0557,17,5.0,6,33.95,52,2.8233937759275065,1,5,1.68,92.44,4.73,New York,Female,0,1
A0558,14,5.0,6,25.74,39,5.49644181218038,0,15,0.97,66.17,8.47,Austin,Male,1,0
A0559,33,9.0,12,34.5,84,2.7394521423782967,0,31,1.63,88.66,3.35,New York,Female,1,1
A0560,22,2.0,3,27.38,64,3.254015519179737,1,11,0.92,71.73,5.25,San Francisco,Male,1,1
A0561,28,5.0,6,35.56,92,5.049774856896413,1,21,0.93,13.13,6.8,San Francisco,Female,1,1
A0562,30,19.0,24,10.95,82,7.360400798645438,1,21,0.32,94.06,7.55,San Francisco,Female,1,1
A0563,20,18.0,24,25.66,74,2.0891247034316924,1,16,1.42,89.99,1.74,Chicago,Male,1,0
A0564,26,5.0,6,47.22,90,3.628976467832159,0,4,2.23,34.81,5.65,Austin,Male,0,1
A0565,21,18.0,24,22.33,79,7.585213922163945,0,30,2.2,11.15,9.12,San Francisco,Female,1,1
A0566,17,9.0,12,23.96,31,6.367924626978448,0,8,1.66,70.42,9.68,Chicago,Female,1,0
A0567,18,4.0,6,25.52,34,2.553875464822146,0,0,0.5,72.84,6.56,San Francisco,Female,0,0
A0568,12,9.0,12,17.85,90,5.879913689082596,1,4,1.92,89.68,9.84,San Francisco,Male,0,1
A0569,20,9.0,12,7.92,82,2.126208078974144,1,21,1.61,5.27,5.71,Austin,Female,1,0
A0570,27,18.0,24,27.69,13,2.749486515958691,0,1,1.3,14.17,4.43,Chicago,Male,0,0
A0571,19,5.0,6,31.36,98,3.8824183791895512,1,2,2.1,59.82,5.52,San Francisco,Female,0,1
A0572,26,9.0,12,29.47,8,2.4884373122752828,0,17,1.81,61.91,1.16,Chicago,Male,0,1
A0573,24,2.0,3,28.55,37,3.1409273737641623,1,33,2.48,3.36,4.02,Chicago,Male,0,0
A0574,24,5.0,6,30.43,35,2.9868994711911356,1,15,0.8,39.69,4.58,San Francisco,Male,0,0
A0575,20,2.0,3,40.23,20,6.772405581183489,1,3,0.84,58.42,8.49,San Francisco,Female,0,0
A0576,19,18.0,24,28.1,39,3.1018646909921146,1,0,0.92,73.79,7.59,New York,Female,0,0
A0577,20,18.0,24,24.26,15,4.442614558108565,0,14,1.36,31.62,6.01,Austin,Male,1,0
A0578,16,9.0,12,27.19,76,3.199865193886967,1,0,2.29,48.39,3.47,San Francisco,Male,0,0
A0579,14,9.0,12,35.79,92,-0.1695862457798416,1,14,1.19,81.41,1.87,New York,Male,1,1
A0580,17,5.0,6,44.12,83,3.579754043206929,0,3,1.2,95.39,3.48,Austin,Female,0,1
A0581,19,5.0,6,23.72,66,5.098496407494414,1,35,1.71,23.03,6.8,San Francisco,Female,1,0
A0582,23,5.0,6,30.99,3,1.4257120860991983,1,9,1.92,25.3,2.63,Chicago,Female,1,1
A0583,19,5.0,6,33.38,65,3.621781866106285,0,3,0.38,93.98,4.27,Austin,Male,0,1
A0584,22,9.0,12,20.07,91,4.979692857804396,0,28,2.02,39.59,3.87,Chicago,Female,1,1
A0585,16,9.0,12,30.2,36,5.543866255058496,1,4,1.17,71.83,7.66,New York,Female,0,0
A0586,21,2.0,3,15.34,12,6.436220586300336,1,5,1.45,61.23,8.84,San Francisco,Female,0,0
A0587,21,2.0,3,12.31,86,4.4336391004597555,0,26,2.21,28.56,6.99,New York,Male,1,1
A0588,33,5.0,6,33.67,9,1.544155630535208,0,5,1.39,65.36,3.42,San Francisco,Female,0,1
A0589,15,9.0,12,26.16,58,3.861335816544245,0,7,0.73,65.56,4.33,San Francisco,Female,1,0
A0590,18,18.0,24,32.02,82,0.1449161740911326,1,6,0.76,59.24,1.43,Chicago,Female,1,1
A0591,22,9.0,12,29.82,39,1.2475662372193923,1,1,1.49,9.97,1.68,New York,Female,0,0
A0592,16,18.0,24,20.24,31,0.6703425532348832,0,0,1.33,99.52,1.64,Chicago,Female,0,0
A0593,26,9.0,12,29.55,14,1.395979825746392,0,19,1.53,40.04,1.31,Chicago,Male,1,1
A0594,19,5.0,6,17.67,19,1.5936621052869484,0,15,1.3,63.83,1.8,Chicago,Male,1,0
A0595,21,5.0,6,43.91,50,2.4585399442578995,1,4,2.12,88.58,2.03,New York,Male,0,1
A0596,19,18.0,24,16.44,86,0.2739836011452529,0,5,1.51,42.33,1.12,San Francisco,Male,0,0
A0597,15,9.0,12,28.04,28,4.210125064706628,0,43,0.62,77.39,6.4,San Francisco,Female,1,0
A0598,14,4.0,6,19.58,85,5.951236284217693,0,65,1.91,97.18,9.9,New York,Female,1,1
A0599,25,9.0,12,35.7,14,5.708706739923887,1,9,2.45,35.89,8.79,San Francisco,Male,1,1
A0600,22,9.0,12,26.69,23,0.699300493044852,0,24,1.58,40.53,0.46,New York,Male,1,0
A0601,31,9.0,12,24.81,44,3.717988616645352,0,20,1.62,90.56,4.23,New York,Male,1,1
A0602,23,18.0,24,38.53,63,5.090834675822374,1,5,1.11,15.96,8.59,San Francisco,Female,0,1
A0603,30,9.0,12,30.29,60,1.81460592010566,0,0,1.38,2.86,1.35,Austin,Female,0,1
A0604,16,9.0,12,35.17,56,7.29163785880495,0,2,1.75,90.89,8.48,Chicago,Female,0,1
A0605,21,2.0,3,20.19,36,4.564434903223701,1,27,2.07,82.16,5.93,New York,Male,1,1
A0606,18,3.0,3,15.95,9,8.393795812558066,0,19,1.72,97.26,9.31,New York,Male,0,0
A0607,23,5.0,6,31.07,37,5.358210800896426,0,16,2.41,5.82,8.76,Austin,Male,1,1
A0608,27,2.0,3,26.81,17,3.494345296688582,0,2,1.55,15.62,6.77,New York,Female,0,0
A0609,22,9.0,12,36.26,67,2.8272797510957215,1,15,0.94,10.53,6.58,New York,Female,1,1
A0610,20,9.0,12,29.2,92,2.987044311489183,0,22,0.95,68.34,2.13,San Francisco,Male,0,0
A0611,20,5.0,6,32.05,27,1.4733656563540576,1,29,2.12,60.6,1.17,San Francisco,Male,1,1
A0612,17,18.0,24,13.77,61,2.849415329089545,0,0,2.0,35.93,4.15,Austin,Female,0,0
A0613,22,5.0,6,48.88,81,1.5889686263198202,0,17,0.68,5.74,1.87,New York,Female,0,1
A0614,18,4.0,6,28.36,88,-0.4114890472983765,1,0,1.4,63.97,1.02,Chicago,Male,0,0
A0615,20,5.0,6,36.98,8,4.559751979616826,1,18,1.41,57.01,3.02,San Francisco,Male,1,0
A0616,22,5.0,6,21.64,54,6.149221181975227,0,15,1.12,11.29,8.6,Chicago,Female,1,0
A0617,18,5.0,6,33.08,81,0.2283947946048929,1,2,0.79,90.89,0.17,Chicago,Male,0,1
A0618,12,9.0,12,16.97,90,2.776766623898693,0,21,1.11,19.89,2.93,Austin,Male,0,0
A0619,21,9.0,12,34.52,23,3.449009231736713,0,1,1.02,74.35,4.24,Austin,Female,0,1
A0620,17,18.0,24,26.44,73,3.800884024279131,0,26,0.81,88.51,5.11,New York,Male,1,0
A0621,16,2.0,3,30.29,95,0.4835255445546881,1,4,1.91,57.95,1.82,Austin,Female,0,1
A0622,14,5.0,6,36.98,98,7.219468357135996,0,17,1.64,24.68,9.64,San Francisco,Male,1,1
A0623,13,2.0,3,17.67,34,5.935024496475034,0,38,1.27,30.92,5.79,New York,Female,1,0
A0624,11,9.0,12,23.16,55,4.999420046154977,0,6,0.46,88.57,5.22,New York,Male,1,0
A0625,14,2.0,3,34.57,61,1.6561866266393972,0,10,1.35,29.83,0.09,Chicago,Male,1,0
A0626,27,18.0,24,50.98,71,2.890784323568815,1,9,1.76,74.62,4.86,Chicago,Male,0,1
A0627,18,9.0,12,28.62,64,4.87639517974142,1,2,1.13,99.02,8.38,Chicago,Female,0,0
A0628,17,9.0,12,35.91,6,1.4142130799003518,1,13,0.93,99.98,2.2,New York,Male,1,0
A0629,20,9.0,12,28.93,88,2.5127249122886943,0,20,1.44,53.35,3.51,Austin,Male,1,0
A0630,18,5.0,6,49.42,20,1.2411915184709486,0,37,1.67,82.66,0.21,Austin,Female,0,1
A0631,15,4.0,6,12.53,83,5.14653537028518,1,28,0.5,99.02,9.77,Austin,Male,1,0
A0632,17,5.0,6,30.95,58,1.9985503194606136,1,10,2.18,37.47,0.67,New York,Female,1,1
A0633,13,9.0,12,13.74,26,6.12799210142101,0,19,0.88,25.24,8.98,New York,Female,1,0
A0634,26,4.0,6,4.93,68,1.7641189300525797,1,24,1.29,11.42,3.13,New York,Female,1,0
A0635,24,4.0,6,32.97,15,3.103895624739832,1,10,2.09,14.09,5.88,New York,Male,0,1
A0636,26,18.0,24,31.39,64,3.0981433281342303,1,1,1.56,85.36,6.79,New York,Female,0,1
A0637,17,2.0,3,27.15,56,1.8101705839619144,0,8,2.05,58.87,1.41,Austin,Male,0,1
A0638,18,18.0,24,28.94,17,3.181317967188404,0,27,2.28,87.37,4.44,New York,Female,1,0
A0639,20,9.0,12,60.98,71,0.985039100258946,0,13,0.77,78.95,3.25,Austin,Male,0,1
A0640,12,4.0,6,27.42,5,-0.8960787720636161,0,19,1.95,67.37,0.57,New York,Female,1,0
A0641,12,5.0,6,35.1,39,5.495215300709871,0,3,2.16,60.93,8.33,Austin,Female,0,1
A0642,22,5.0,6,23.51,39,1.984021525289393,0,50,1.31,4.83,0.45,San Francisco,Male,0,0
A0643,19,9.0,12,32.95,5,4.3114086486363945,1,7,1.35,87.23,6.53,San Francisco,Female,1,0
A0644,12,9.0,12,27.62,65,0.6948570468818938,0,15,0.54,41.78,3.14,Austin,Male,1,0
A0645,21,9.0,12,25.89,37,1.0982569359140557,0,0,1.89,55.98,1.92,San Francisco,Female,0,1
A0646,18,18.0,24,48.19,54,4.396276430252329,1,2,0.23,2.2,6.67,San Francisco,Male,0,0
A0647,23,9.0,12,41.77,89,1.3281133570584278,1,22,1.98,93.61,5.75,Austin,Female,0,1
A0648,28,5.0,6,31.37,30,2.1507051334821874,1,51,0.79,90.27,3.15,New York,Female,1,1
A0649,15,4.0,6,6.96,96,3.360065469791322,0,5,2.2,54.33,5.13,New York,Male,0,1
A0650,16,18.0,24,26.39,20,2.418206364813418,1,0,1.7,57.73,2.46,Austin,Female,0,0
A0651,24,5.0,6,57.03,38,7.896956094945345,0,6,2.0,70.5,8.64,Chicago,Male,0,1
A0652,14,2.0,3,27.69,35,3.3245650295477573,0,0,1.09,26.47,3.14,Chicago,Male,0,0
A0653,14,9.0,12,41.03,66,1.4461113094451696,1,3,0.83,22.19,2.45,San Francisco,Female,0,0
A0654,22,9.0,12,44.42,28,4.1574740912583295,0,20,0.62,67.4,7.52,Chicago,Female,0,1
A0655,30,18.0,24,32.19,50,2.69935980324986,0,41,2.05,10.44,0.18,San Francisco,Female,0,1
A0656,21,9.0,12,21.58,42,1.935218434014488,0,1,1.83,45.41,2.68,New York,Male,0,0
A0657,13,2.0,3,5.65,19,2.6389292919129463,0,12,1.85,49.28,3.75,Austin,Male,1,0
A0658,18,18.0,24,36.84,42,6.149874912889996,0,4,1.65,38.13,8.82,New York,Female,0,0
A0659,17,5.0,6,21.85,9,6.848084760767855,1,2,1.77,18.53,9.5,Austin,Male,0,0
A0660,32,5.0,6,31.76,59,4.867639588076057,0,3,1.35,35.53,7.16,Chicago,Female,0,1
A0661,19,9.0,12,17.5,10,2.877337993119763,1,12,1.69,33.76,4.93,New York,Female,1,0
A0662,17,2.0,3,27.35,58,3.940141058759608,0,1,1.07,49.93,6.41,New York,Female,0,0
A0663,20,9.0,12,30.34,33,2.865246729784001,0,8,1.33,67.47,4.14,San Francisco,Male,1,0
A0664,22,5.0,6,32.69,61,1.549575228866235,0,2,3.02,96.82,2.99,Austin,Male,0,1
A0665,16,9.0,12,18.85,60,5.9441542173228346,0,4,1.52,14.42,9.51,Chicago,Female,0,0
A0666,24,5.0,6,41.97,14,0.9114302276918969,1,3,0.51,87.3,1.15,New York,Male,0,1
A0667,9,9.0,12,24.03,50,2.1670227825791444,0,32,1.3,28.42,3.46,Austin,Female,1,0
A0668,13,18.0,24,13.26,33,7.796992988582689,0,18,0.97,59.14,8.99,Chicago,Female,1,0
A0669,17,4.0,6,28.91,85,2.410030191606988,1,30,1.58,54.67,7.23,New York,Male,1,1
A0670,23,5.0,6,30.34,65,1.2945068519224618,0,7,1.06,55.69,0.29,Austin,Female,0,1
A0671,24,5.0,6,31.61,76,1.407085192497629,1,5,1.39,72.34,0.23,San Francisco,Female,0,1
A0672,17,4.0,6,43.62,41,1.5456097675918503,1,7,1.13,38.17,5.17,New York,Female,0,0
A0673,22,9.0,12,27.64,78,3.0453124059196512,0,0,1.6,31.91,4.84,Austin,Female,0,1
A0674,18,9.0,12,28.8,22,2.729559134004208,0,19,1.19,85.28,4.43,Chicago,Female,1,0
A0675,17,4.0,6,18.97,50,0.7064883052821787,0,6,1.68,22.01,3.02,Chicago,Male,1,0
A0676,23,5.0,6,38.21,73,6.1311833124091235,1,5,2.47,18.02,9.87,San Francisco,Male,0,1
A0677,17,4.0,6,31.84,56,0.7934241545341711,0,13,0.92,1.56,2.72,New York,Female,1,0
A0678,24,9.0,12,25.8,80,5.182270443423623,0,8,1.86,21.06,4.9,San Francisco,Male,1,1
A0679,21,5.0,6,10.95,77,3.770678393147461,0,59,0.27,51.85,4.05,Austin,Female,1,1
A0680,31,18.0,24,44.44,73,2.461555094994159,0,6,1.38,53.85,1.7,Chicago,Female,0,1
A0681,13,9.0,12,17.72,31,2.142672064043235,0,14,1.61,25.44,2.03,San Francisco,Female,0,0
A0682,17,4.0,6,24.09,76,5.29694822878277,1,5,1.13,7.23,9.18,New York,Female,0,0
A0683,15,9.0,12,33.58,95,5.481479733720226,0,69,0.61,74.46,8.58,Austin,Male,1,1
A0684,17,18.0,24,18.03,75,1.882374561227918,1,8,1.48,75.8,1.99,New York,Male,1,0
A0685,21,9.0,12,15.06,50,4.909872191108054,1,15,2.27,99.78,8.76,San Francisco,Female,0,1
A0686,16,5.0,6,8.76,76,2.175998430172388,0,2,1.43,90.0,2.09,Chicago,Male,0,0
A0687,17,5.0,6,37.21,85,4.148674601841864,0,19,1.78,92.61,6.27,Chicago,Female,0,1
A0688,24,18.0,24,24.55,58,0.1921791924504027,0,4,2.06,79.82,0.81,San Francisco,Male,0,1
A0689,21,9.0,12,59.27,97,6.870959968203492,1,8,2.74,61.55,8.8,New York,Female,0,1
A0690,20,9.0,12,20.06,19,0.8082633114860399,0,32,0.97,12.85,0.52,New York,Female,0,0
A0691,21,18.0,24,20.79,11,3.52403383418092,1,52,1.03,62.23,5.55,New York,Female,1,0
A0692,13,18.0,24,24.35,99,6.6193298033642485,1,8,1.35,5.6,7.8,New York,Male,1,0
A0693,16,18.0,24,32.43,36,-0.2620633275998973,0,27,1.81,88.53,1.17,Chicago,Male,1,1
A0694,22,2.0,3,25.3,47,3.4439356069442635,1,0,0.34,48.18,4.04,New York,Female,0,0
A0695,9,9.0,12,36.12,90,0.8871012579683837,0,28,1.83,69.75,0.42,San Francisco,Male,1,1
A0696,23,9.0,12,20.21,11,4.471453560686009,1,14,1.57,5.22,6.83,San Francisco,Male,1,0
A0697,10,9.0,12,16.18,9,2.4751330222421175,0,10,1.23,53.42,3.07,San Francisco,Male,1,0
A0698,20,9.0,12,12.02,18,2.6618864236146966,0,33,1.71,30.13,5.59,San Francisco,Male,1,0
A0699,18,5.0,6,7.76,21,7.4550270192069,0,27,1.94,28.5,9.33,New York,Male,1,0
A0700,22,9.0,12,24.82,8,1.9570978635570109,1,5,2.01,38.97,3.06,Chicago,Male,0,0
A0701,17,9.0,12,26.99,13,-0.1797230205190395,0,23,1.51,0.06,0.49,Austin,Male,0,0
A0702,22,2.0,3,23.69,78,5.781009225836889,1,1,1.66,46.67,6.76,New York,Male,0,1
A0703,15,9.0,12,42.43,63,4.80465630945724,0,25,1.64,48.66,7.87,Austin,Male,0,1
A0704,17,4.0,6,42.28,44,5.29753870363644,0,16,2.12,86.31,9.58,Chicago,Male,0,1
A0705,23,4.0,6,26.65,15,-0.4506291735239038,0,1,1.69,44.85,1.58,New York,Male,0,0
A0706,17,2.0,3,12.06,14,3.3500099513456396,0,17,1.82,36.36,3.92,Austin,Male,1,0
A0707,19,9.0,12,24.33,87,4.627570647503717,0,13,1.95,99.47,8.44,Chicago,Male,1,1
A0708,23,9.0,12,24.0,76,7.403794181984365,0,13,2.48,57.12,8.07,Austin,Female,1,1
A0709,24,9.0,12,23.43,22,2.293070592116278,1,5,1.21,47.26,6.25,San Francisco,Female,0,0
A0710,22,9.0,12,23.02,52,3.579456368290038,0,4,2.31,49.59,2.69,San Francisco,Male,0,0
A0711,26,18.0,24,23.47,38,2.1990174672026184,0,21,2.74,80.92,2.84,Chicago,Male,0,1
A0712,14,5.0,6,26.13,94,0.7712868881296076,0,4,1.24,34.07,1.24,Chicago,Male,0,0
A0713,30,5.0,6,23.64,90,5.90908091319105,1,8,1.39,38.92,9.22,Austin,Female,1,0
A0714,16,18.0,24,32.08,71,1.6101361143520707,0,17,1.29,75.59,1.73,Chicago,Female,1,1
A0715,21,5.0,6,33.6,39,3.973365297575152,0,1,1.83,7.3,5.73,San Francisco,Male,0,1
A0716,31,18.0,24,20.89,14,5.191301882016522,0,13,0.57,86.52,5.84,San Francisco,Male,1,0
A0717,15,18.0,24,42.71,42,2.7042276486620396,1,13,1.25,43.02,3.7,New York,Male,0,0
A0718,25,9.0,12,20.2,56,2.6213017614618774,1,17,1.36,58.13,3.53,Austin,Male,0,1
A0719,19,18.0,24,13.82,4,4.319387787786144,0,6,1.32,75.75,6.69,Chicago,Male,1,0
A0720,28,2.0,3,33.81,52,2.6590543762789323,0,8,1.31,26.61,3.88,Chicago,Female,1,0
A0721,24,5.0,6,21.83,43,2.092801768892059,1,6,1.26,89.03,2.55,Chicago,Male,1,0
A0722,25,9.0,12,33.21,47,1.0828316073433748,1,24,1.89,97.92,3.99,Austin,Female,1,1
A0723,23,4.0,6,5.96,11,4.307814577894287,1,2,1.77,49.43,8.08,San Francisco,Male,0,0
A0724,14,18.0,24,43.92,64,7.505264094022714,1,49,2.35,93.69,9.66,Chicago,Male,0,1
A0725,7,2.0,3,36.72,88,4.622865438127942,1,15,1.89,0.11,6.36,Chicago,Female,1,1
A0726,13,9.0,12,15.0,49,5.290016663647321,1,32,0.95,89.42,7.82,San Francisco,Female,0,0
A0727,23,9.0,12,15.21,7,3.749433933065393,0,8,1.41,31.1,5.33,Chicago,Male,1,0
A0728,20,9.0,12,46.72,78,4.722581705361671,0,6,1.36,31.15,6.25,New York,Female,0,0
A0729,22,5.0,6,22.63,3,6.3762403196906385,0,34,1.63,22.81,9.88,San Francisco,Male,1,0
A0730,22,4.0,6,21.66,46,2.287695274597687,1,1,2.05,31.7,4.38,San Francisco,Female,0,0
A0731,18,18.0,24,7.34,24,0.6578452550976815,1,1,1.59,21.35,0.66,San Francisco,Female,0,0
A0732,23,4.0,6,26.49,40,5.720627222384968,1,5,1.59,90.59,9.57,New York,Male,0,1
A0733,14,18.0,24,27.72,21,5.959252755714471,0,48,1.51,89.9,7.93,San Francisco,Male,1,0
A0734,12,9.0,12,37.15,82,1.0834163957621596,0,15,1.91,10.22,3.98,Austin,Female,1,1
A0735,23,9.0,12,16.01,33,7.903155637325643,0,12,1.22,14.29,9.82,Austin,Male,1,0
A0736,22,9.0,12,14.8,69,2.894597482413043,0,18,0.77,86.2,3.46,Austin,Female,0,1
A0737,21,5.0,6,34.51,89,2.860029734313876,1,8,1.82,39.89,3.72,San Francisco,Female,1,1
A0738,20,9.0,12,40.07,44,5.252690983945514,1,21,1.69,16.93,6.1,San Francisco,Male,0,0
A0739,21,18.0,24,14.29,84,3.583474444462577,0,7,2.16,51.07,2.74,San Francisco,Female,0,1
A0740,23,9.0,12,40.82,28,5.90737006501813,0,26,0.29,41.67,6.99,New York,Male,0,0
A0741,25,18.0,24,30.38,15,-0.7698742313316453,1,4,1.45,21.92,1.53,Austin,Male,0,0
A0742,33,9.0,12,40.92,60,-0.5235769667357015,0,4,1.55,72.08,1.08,Chicago,Female,0,1
A0743,18,5.0,6,29.3,20,3.120181422304321,1,11,0.74,63.13,5.35,Chicago,Male,1,0
A0744,18,5.0,6,4.78,69,3.9110910502108336,0,8,1.46,9.97,5.55,San Francisco,Female,1,0
A0745,17,18.0,24,28.48,89,1.266659020469123,0,15,2.09,92.54,1.07,New York,Female,0,1
A0746,27,5.0,6,40.6,5,6.022256186846534,0,6,2.54,55.85,9.64,San Francisco,Male,0,1
A0747,19,18.0,24,21.06,57,4.197766764477079,0,3,1.99,25.02,5.73,Chicago,Male,0,0
A0748,25,18.0,24,26.12,91,0.3016170676466774,0,9,1.34,20.63,1.51,Austin,Female,0,0
A0749,21,5.0,6,28.24,93,1.5654821970080517,0,12,2.13,13.59,3.11,Chicago,Male,1,1
A0750,23,0.0,3,1.0,60,4.193338903151777,0,2,1.96,42.46,8.0,Austin,Female,0,1
A0751,23,9.0,12,46.71,65,2.7377667538890957,0,12,1.26,13.55,5.23,Austin,Female,0,1
A0752,23,4.0,6,20.99,93,-0.0356846056163338,0,5,1.21,41.58,1.88,New York,Female,0,0
A0753,21,9.0,12,35.06,54,-0.2548732529773327,0,7,1.42,14.88,1.03,Chicago,Female,1,1
A0754,19,9.0,12,29.13,91,4.070641796607839,0,4,0.97,65.68,4.31,San Francisco,Female,0,0
A0755,23,9.0,12,42.58,26,1.4096011111680569,1,40,1.34,78.52,3.37,New York,Male,0,1
A0756,18,9.0,12,34.06,74,7.224382064837391,1,17,1.74,54.95,6.56,Austin,Female,1,1
A0757,18,5.0,6,27.65,11,6.968317900880889,0,4,2.02,68.01,9.25,Chicago,Female,0,0
A0758,11,9.0,12,21.06,39,1.920836123694874,0,15,1.31,93.84,2.48,San Francisco,Female,1,0
A0759,22,5.0,6,37.98,96,5.126642219818787,0,28,2.19,63.84,8.55,New York,Female,1,1
A0760,26,5.0,6,11.27,85,7.14030987940899,0,7,1.83,36.42,9.2,San Francisco,Female,1,1
A0761,17,9.0,12,36.46,55,5.7383621737622255,1,26,1.85,44.95,9.02,Chicago,Female,1,1
A0762,16,18.0,24,19.01,82,6.786009814645361,1,2,1.04,86.05,9.52,San Francisco,Male,0,0
A0763,14,5.0,6,42.52,26,8.454084538268795,1,25,2.4,13.07,8.42,New York,Male,0,0
A0764,22,9.0,12,31.61,23,4.05494010027535,0,11,1.78,32.57,5.93,San Francisco,Female,1,1
A0765,21,9.0,12,36.44,42,4.019273326285676,0,3,1.33,57.73,4.1,Chicago,Female,0,1
A0766,20,5.0,6,30.82,64,2.7408235748741125,1,7,1.25,67.64,4.92,New York,Female,1,1
A0767,16,5.0,6,12.48,72,6.076011509503038,0,66,1.34,76.35,8.73,Austin,Male,1,0
A0768,24,18.0,24,21.39,71,3.8778006356355097,0,22,0.99,31.82,3.01,New York,Female,1,0
A0769,19,9.0,12,36.72,16,0.4860329422122326,1,12,1.99,14.59,1.59,Chicago,Female,1,0
