date,revenue,unique_users,leads,costs
2021-09-24,15092.980262760906,1368,22,7483.352654949231
2021-09-25,13724.370222399715,1367,26,7711.173059012009
2021-09-26,14286.853049368645,1599,35,7433.008795685571
2021-09-27,15444.058947309328,1669,35,7454.685573176931
2021-09-28,15203.748819282893,1514,36,7205.726842590605
2021-09-29,14771.539601503708,1572,33,7494.021195308204
2021-09-30,14421.797617961809,1405,38,7024.914502691544
2021-10-01,15101.172809054387,1339,26,7295.312571691355
2021-10-02,14208.853886246072,1328,27,7331.688066496149
2021-10-03,14473.011016983442,1603,38,7537.481344559357
2021-10-04,15109.551907192492,1483,35,8279.880987832765
2021-10-05,15336.534505950525,1509,45,7194.2544478309055
2021-10-06,14567.162335112213,1426,33,6919.810066463836
2021-10-07,15519.714488634629,1742,29,7653.545995318136
2021-10-08,14989.253546051597,1661,30,7997.25908864737
2021-10-09,15210.699289252883,1742,39,7402.552936827514
2021-10-10,13864.245942692705,1370,40,7383.9197830441
2021-10-11,15865.72275510975,1616,40,7784.174246259485
2021-10-12,15138.698437334248,1362,50,7762.273472325395
2021-10-13,14759.105719197434,1623,33,6851.449529549124
2021-10-14,14890.978396569008,1372,34,7874.144511793227
2021-10-15,15023.851782201355,1524,38,7840.789201497936
2021-10-16,14700.169895634725,1360,30,7782.298728526897
2021-10-17,14806.480614149035,1421,45,7447.358826377866
2021-10-18,15068.057687775716,1423,39,7399.731700806611
2021-10-19,15405.395858095893,1479,47,7778.233115314796
2021-10-20,16554.143631700637,1601,34,7078.896033350445
2021-10-21,16414.931830092937,1586,38,7651.991093609016
2021-10-22,15840.134558648608,1667,40,7210.610769219439
2021-10-23,14964.389411853721,1385,42,8285.855971188072
2021-10-24,15081.360195977364,1530,43,7847.065894344532
2021-10-25,16156.53945382085,1737,43,8132.615338288822
2021-10-26,15419.234151418303,1490,39,7636.740650462774
2021-10-27,15885.1389846037,1516,44,7157.44198977463
2021-10-28,15265.009647650497,1503,30,8274.350155769427
2021-10-29,16386.594062791588,1756,28,8091.143825353809
2021-10-30,15850.394540246018,1604,39,8030.227643160874
2021-10-31,15377.075699637775,1484,36,7351.026534784282
2021-11-01,17249.516259219974,1773,36,7824.1740325302535
2021-11-02,15945.397213776083,1484,31,7798.746527295532
2021-11-03,15923.673053870592,1660,31,7402.009590091902
2021-11-04,16867.408706203125,1727,29,8682.558849504952
2021-11-05,17379.713281024473,1707,30,7826.917105650636
2021-11-06,17050.684206663394,1621,37,6966.097502028971
2021-11-07,16083.324012667925,1519,38,8162.029355687803
2021-11-08,17707.555427655687,1824,36,8109.466765262148
2021-11-09,17255.725230968626,1848,33,8092.727295163484
2021-11-10,17296.65743068982,1665,32,7714.411394064668
2021-11-11,17933.930560991295,1839,31,8554.380553278712
2021-11-12,17928.439437556804,1584,25,8512.623902856601
2021-11-13,16175.21657754088,1559,25,8273.91317788454
2021-11-14,17813.68355482023,1778,26,8278.38581215594
2021-11-15,18628.234218314476,1771,25,8366.130669824292
2021-11-16,17738.864815919624,1680,33,7858.444858235552
2021-11-17,18363.595804895067,1769,27,8103.376054486616
2021-11-18,18527.25488551076,1881,23,8762.148860065714
2021-11-19,18525.527903078284,1833,19,8459.672141934027
2021-11-20,17485.302789326284,1524,30,8971.211113401521
2021-11-21,17540.128944356402,1541,24,8934.781399739772
2021-11-22,18728.777820555362,1812,32,8351.955895646444
2021-11-23,19443.570959129604,1990,25,8491.680349150574
2021-11-24,19244.604334369054,1649,17,7976.752668378579
2021-11-25,18902.950506680707,1840,20,8827.412976448863
2021-11-26,19589.3260877366,1906,18,8678.087028110847
2021-11-27,17144.100899322806,1853,21,8466.405333298042
2021-11-28,19257.238560163787,1887,24,8754.898754813434
2021-11-29,18676.982875115118,1905,25,8074.427687874739
2021-11-30,19479.01745127375,1962,35,7617.937597475273
2021-12-01,19213.12989238329,1708,24,8723.92400291685
2021-12-02,19237.595635085163,2000,19,8627.827392524989
2021-12-03,20576.483056552563,2079,16,8732.909604334667
2021-12-04,19122.43262204653,1963,23,8290.108078099709
2021-12-05,19638.748963208884,2356,25,8525.911137883997
2021-12-06,20300.172281536103,1821,25,9290.307715136985
2021-12-07,20669.133411462935,2239,21,8911.264317802468
2021-12-08,20574.77407655133,2028,18,8886.757753683882
2021-12-09,19999.31346186605,2028,0,9437.10181877193
2021-12-10,21242.01418972245,2119,17,9319.95913047665
2021-12-11,19848.628832891452,1942,17,8948.195526777936
2021-12-12,19417.33002517889,1884,32,8915.64342253633
2021-12-13,20830.099175895546,2115,27,8951.744409754378
2021-12-14,21891.430915639816,2037,19,8922.14695275001
2021-12-15,21661.35337385197,2241,21,9158.829193320069
2021-12-16,21155.34611884046,2073,13,9454.616778181953
2021-12-17,21246.654502808487,2011,21,9988.032072467682
2021-12-18,20600.204125568904,2015,25,9407.540439015893
2021-12-19,21887.209115997506,2314,33,9750.433774006417
2021-12-20,21875.642005984657,2134,26,9316.005082908156
2021-12-21,21983.512949100208,2234,29,9621.53676244164
2021-12-22,22365.385939440726,2163,19,9559.605710566613
2021-12-23,22049.283254655456,2280,26,9774.86201393668
2021-12-24,21877.86519465755,2256,26,10037.58759402302
2021-12-25,21234.525471516954,2308,30,9651.587493257855
2021-12-26,21369.996519589837,2119,33,9680.301672659889
2021-12-27,22208.034206700024,2287,37,9950.018585959155
2021-12-28,22659.031224962637,2275,42,9330.456692276068
2021-12-29,22387.45775950014,2368,29,9014.731271125103
2021-12-30,22791.7475061842,2207,28,10305.312378385479
2021-12-31,22446.665951446375,2319,23,9656.78002818765
2022-01-01,21847.957922707537,2165,25,9763.864143131304
2022-01-02,20865.799289443243,2080,34,10184.326252690598
2022-01-03,23126.93068458477,2321,42,9551.451614314552
2022-01-04,22893.47795093955,2314,34,9252.027002845622
2022-01-05,23268.299823127345,2315,31,9335.860975865422
2022-01-06,21367.81965625569,2158,27,9400.156286001713
2022-01-07,23904.378912267086,2548,27,9781.671562221489
2022-01-08,22082.23548240506,2306,35,10054.001546232825
2022-01-09,22745.560600657685,2361,31,9329.36032782916
2022-01-10,22458.563653142577,2200,47,9708.2783907244
2022-01-11,23319.5706006472,2243,36,10102.924031582723
2022-01-12,22518.776265804936,2347,39,9854.729626382059
2022-01-13,22763.54974792101,2363,27,10166.914731271296
2022-01-14,24060.068901563463,2553,37,9917.860305140028
2022-01-15,22283.021454351452,2167,40,9491.629285234252
2022-01-16,22510.103119022304,2228,44,9909.819200452852
2022-01-17,23607.185840787373,2196,39,10153.284532570573
2022-01-18,23438.5286046867,2304,43,9331.577998908027
2022-01-19,23282.23472944545,2427,32,10193.96621334294
2022-01-20,23403.679225323853,2293,34,9895.474685368014
2022-01-21,24434.952003559236,2507,40,9479.478665967341
2022-01-22,22464.39080029819,2227,42,10383.120235020833
2022-01-23,22601.656867027395,2292,43,9869.814362853369
2022-01-24,23782.33563326599,2263,40,10148.138433283084
2022-01-25,23813.711300433024,2389,46,9209.700963980466
2022-01-26,23856.48905793412,2086,38,10302.779506087316
2022-01-27,23582.499062492887,2339,23,9747.85651381689
2022-01-28,22689.976686352413,2105,38,10161.648234341603
2022-01-29,23324.777709844184,2453,37,10430.73281414237
2022-01-30,21929.763843586577,2270,47,10201.264798648795
2022-01-31,23397.47649500994,2386,37,9789.096712308065
2022-02-01,22860.648082882595,2438,25,9486.93355546703
2022-02-02,23195.807987803004,2224,37,9336.011702345788
2022-02-03,23380.87371753663,2512,33,10075.583049915738
2022-02-04,23364.37228287117,2429,23,9622.04220386868
2022-02-05,22650.50387863238,2241,29,10019.750234340532
2022-02-06,23230.96163125842,2436,52,10218.785137905532
2022-02-07,23384.213383029823,2227,38,10298.06255060138
2022-02-08,23017.551940242633,2219,40,9427.297356245908
2022-02-09,23602.768596712496,2299,29,10628.282305871213
2022-02-10,23695.533479104593,2316,17,10245.507818275184
2022-02-11,22466.11446348595,2140,26,9904.751335972069
2022-02-12,22606.85452088165,2382,28,10407.691553936742
2022-02-13,22636.162539875433,2237,31,10818.282375331371
2022-02-14,22863.471689798396,2321,34,9308.218308728725
2022-02-15,23676.11007297441,2310,33,9714.477563517088
2022-02-16,22888.628658710553,2106,26,9077.319264000631
2022-02-17,23001.311788642317,2327,17,9916.836966733927
2022-02-18,22826.392906438447,2091,25,10212.451294469864
2022-02-19,22144.732536679454,2207,15,9854.839962980337
2022-02-20,21562.499266550898,2019,18,9704.033465293203
2022-02-21,22114.05521573735,2410,34,9233.063517075037
2022-02-22,23604.597222557986,2451,30,9755.479866027366
2022-02-23,22357.017972757698,2246,22,9905.380125139867
2022-02-24,22257.915592712274,2352,12,9456.911028001176
2022-02-25,21650.05765535019,2080,15,10213.397145474339
2022-02-26,21630.508594700852,2217,20,9236.662097801294
2022-02-27,21261.844366968064,2146,17,9814.538596921435
2022-02-28,23468.026056996674,2373,23,9377.002607281658
2022-03-01,23125.85109871914,2439,27,9260.427193229381
2022-03-02,22251.150749795794,2298,27,9150.444217725579
2022-03-03,23696.149810280316,2398,14,9922.3243424891
2022-03-04,23036.005395393437,2138,19,10052.485324323503
2022-03-05,21608.4433419869,2064,9,9281.696264580081
2022-03-06,20497.497731997657,2037,26,9989.71034361374
2022-03-07,23619.676722668886,2371,21,9898.360085218288
2022-03-08,21757.143964854014,2062,24,9152.82123523651
2022-03-09,21607.730558659583,2401,17,9688.248880101803
2022-03-10,22921.043273864747,2443,22,9829.854372782262
2022-03-11,23609.842492388725,2421,11,9326.312115366158
2022-03-12,22313.24097693471,2238,22,9188.826782651126
2022-03-13,21885.175558300005,2167,22,10415.857008300858
2022-03-14,22633.73895875024,2168,24,10248.824316296463
2022-03-15,22747.278965578374,2282,23,9412.994691207321
2022-03-16,22685.35572353501,2294,15,9897.422135147992
2022-03-17,22432.958394718942,2119,17,9850.331295911736
2022-03-18,22332.123548391624,2266,17,9901.359716006962
2022-03-19,21487.611685504162,2133,22,9702.263554434767
2022-03-20,21132.06981311876,1922,26,9505.06272232859
2022-03-21,22110.148440878373,2124,32,9800.966894233867
2022-03-22,21396.760568997124,2098,31,9282.757336652572
2022-03-23,22188.16806143492,2407,18,9884.647632808159
2022-03-24,21738.511530249525,2229,25,9252.25720069058
2022-03-25,21677.87395296909,2034,15,9879.87520255562
2022-03-26,21567.88911427653,2205,28,9623.054763791135
2022-03-27,22173.64563609319,2062,33,9611.27917928119
2022-03-28,22687.9489302279,2377,23,9753.309515879559
2022-03-29,21446.142299355113,2097,32,9281.291945781628
2022-03-30,21740.645997055137,2164,25,9911.368206237548
2022-03-31,22711.385743080773,2403,21,8994.121522454017
2022-04-01,21756.773754621572,2046,32,9217.845829839951
2022-04-02,21394.19746001893,1999,27,9244.97495691422
2022-04-03,21791.515473393163,2120,31,9437.363919212703
2022-04-04,21793.768376219607,2283,38,9462.545674962787
2022-04-05,22343.549778673318,2082,39,9533.984228460187
2022-04-06,21638.23286621801,1880,32,9748.25264156774
2022-04-07,22020.396952835432,2156,36,9610.393540026005
2022-04-08,22498.245379495776,2304,33,9503.356894133933
2022-04-09,20810.554076376102,2201,23,9602.174791212954
2022-04-10,21847.389685654205,2138,36,9643.404794305887
2022-04-11,22388.819139390005,2197,39,10030.290464229536
2022-04-12,22697.7301750025,2385,42,9476.247233792286
2022-04-13,22557.625560174867,2068,23,9563.35982987245
2022-04-14,23153.230483374125,2276,46,9447.469839968624
2022-04-15,22560.542797507464,2275,36,9613.434005751124
2022-04-16,21561.244296093726,2201,38,9602.35086016105
2022-04-17,21866.324080146995,2135,48,9851.38924483736
2022-04-18,22857.22764826098,2289,56,9848.577967529165
2022-04-19,22641.548168538207,2015,47,9682.925605866534
2022-04-20,22670.04872396761,2201,43,9544.561616139485
2022-04-21,22332.444027517697,2278,36,9862.005730848437
2022-04-22,22386.68366340651,2140,34,9835.456342061465
2022-04-23,21302.48606896521,2136,36,9646.243023250581
2022-04-24,22915.143190010313,2336,38,9422.115530962421
2022-04-25,22205.850231410077,2186,41,9189.37372982874
2022-04-26,22519.56483657833,2269,36,9182.2010132665
2022-04-27,22545.803902803433,2158,38,10016.48659298343
2022-04-28,23392.158684929298,2318,26,9450.881638011153
2022-04-29,22837.55228647116,2344,35,9684.527339745719
2022-04-30,22899.81180105047,2305,37,9903.670557064725
2022-05-01,21980.63205291914,2139,42,10173.85445440559
2022-05-02,23248.772646046396,2347,40,9527.405830291536
2022-05-03,22733.899242289168,2344,55,10169.061347251232
2022-05-04,24266.779792410736,2221,42,9932.394642682386
2022-05-05,22643.30891514808,2380,25,9635.67683664835
2022-05-06,23435.12600659287,2309,32,9573.018711794404
2022-05-07,22890.349542025797,2331,31,10637.361142667078
2022-05-08,22823.676501132028,2402,32,9748.936618167834
2022-05-09,23317.451124629944,2194,32,9364.604417742306
2022-05-10,23388.43586796109,2267,38,9447.200411187932
2022-05-11,23518.367041811398,2322,28,9772.292062787865
2022-05-12,23465.869320696456,2268,32,9646.322542303602
2022-05-13,24063.94255926237,2579,31,9892.503629197394
2022-05-14,23979.550304966833,2312,36,10065.228976648494
2022-05-15,22637.411115838342,2208,28,10478.437177419355
2022-05-16,23022.63530983055,2322,36,10132.046592910374
2022-05-17,23704.21634238309,2250,34,10515.627631361878
2022-05-18,25078.40266200251,2468,24,10219.851383362535
2022-05-19,23426.20086817092,2374,18,10337.083493754788
2022-05-20,24686.316000723506,2435,30,10196.691280730598
2022-05-21,23993.48686704304,2390,25,9934.53405424906
2022-05-22,22914.81121408608,2238,31,10166.107720072434
2022-05-23,24262.08691894951,2274,25,10720.414766561113
2022-05-24,24826.736712928654,2514,21,10173.725928482287
2022-05-25,23856.803081300517,2561,19,10397.818525248398
2022-05-26,23977.224234580273,2399,17,10536.57614412509
2022-05-27,23819.57463962842,2404,12,10618.50302702443
2022-05-28,22883.125950467245,2357,20,10482.955137751907
2022-05-29,23094.579716792963,2182,16,10293.178225752345
2022-05-30,23584.525086187034,2528,20,9398.02924206992
2022-05-31,24239.315113603923,2444,27,9715.196099699064
2022-06-01,23861.50658071698,2549,22,10287.524323212247
2022-06-02,24385.989289532805,2365,14,9833.080123826621
2022-06-03,23512.07814955461,2533,10,10204.752782510095
2022-06-04,23724.667006700114,2449,13,9845.001080044174
2022-06-05,23993.410019071693,2454,21,10850.973565420374
2022-06-06,23345.36229412431,2357,28,10558.071182091786
2022-06-07,24542.958929001958,2429,27,9852.239433467814
2022-06-08,24981.53353625382,2618,16,10242.212405838234
2022-06-09,23772.66867253614,2391,9,9799.460473908077
2022-06-10,25221.543171647754,2325,17,10547.37107041
2022-06-11,23850.469936883743,2273,15,10647.364984048845
2022-06-12,23292.05377593729,2310,21,10375.312273244823
2022-06-13,24368.13263096794,2467,32,10666.038485806692
2022-06-14,24674.46093710578,2461,28,11035.762842981665
2022-06-15,24430.37031202038,2564,21,9679.239003277964
2022-06-16,24656.574932415548,2270,11,9797.258782959427
2022-06-17,23919.420433798696,2406,19,10284.411220921296
2022-06-18,23704.70317692653,2188,27,9858.714613938033
2022-06-19,22901.113077461316,2366,24,9949.233798722866
2022-06-20,24287.966229178863,2419,35,9875.43173388022
2022-06-21,23874.877690637673,2429,34,9834.754281448471
2022-06-22,23939.946686589028,2307,32,9583.948492653377
2022-06-23,24904.253528757723,2618,22,10441.855553887282
2022-06-24,24807.96235601989,2584,25,10010.606588865701
2022-06-25,23790.574434686536,2437,33,10128.129633514964
2022-06-26,22911.140187196124,2278,33,10739.545890977597
2022-06-27,24017.974808741,2459,31,10212.491949371539
2022-06-28,24749.202543143496,2404,30,10057.808560794543
2022-06-29,24177.582718993708,2503,30,9983.070051986711
2022-06-30,25228.062020901325,2687,19,9622.922102436234
2022-07-01,24224.340891472155,2529,26,9709.289110257874
2022-07-02,23330.615100096184,2260,36,10357.11001433743
2022-07-03,23034.579650006464,2339,24,10716.022890440467
2022-07-04,23958.11216568456,2266,46,10886.568307897369
2022-07-05,23764.987630327345,2433,42,10046.612992788898
2022-07-06,24142.85802086416,2459,31,10156.295810179368
2022-07-07,24212.462336035293,2234,33,10128.791856629576
2022-07-08,23284.17911623292,2212,31,10218.664455573728
2022-07-09,22202.40675458565,2191,41,10743.034458784108
2022-07-10,21888.590893854187,2158,44,9626.540855372896
2022-07-11,23747.217483964552,2253,35,10109.338612141379
2022-07-12,22875.964223970685,2326,43,10301.398045398902
2022-07-13,22283.567594009088,2253,36,9651.18753391906
2022-07-14,23484.65198195906,2329,34,10619.33713415922
2022-07-15,24465.243961103315,2370,30,9674.025622332372
2022-07-16,22392.1718065839,2344,46,9675.456029953612
2022-07-17,22739.049500970526,2439,47,10055.453005304293
2022-07-18,23033.504091670064,2254,41,9674.295864523363
2022-07-19,22864.17533766113,2225,36,9367.19819362011
2022-07-20,23292.493912461745,2378,36,9492.652326475963
2022-07-21,22605.520200571584,2224,37,10156.671050910776
2022-07-22,22800.485445099515,2266,36,10120.898533003556
2022-07-23,21992.26585497955,2273,45,10084.959106550485
2022-07-24,21410.56312287763,1950,46,10028.886929228185
2022-07-25,22902.454525065783,2422,49,9790.900809713321
2022-07-26,22229.483857223968,2230,44,9958.259257355727
2022-07-27,21848.400548344373,2143,31,9425.80546965291
2022-07-28,22402.69183817384,2231,33,9888.095571747761
2022-07-29,21592.298187173263,2155,39,9589.167367188467
2022-07-30,21211.72817949684,1948,36,9759.85530779424
2022-07-31,21098.273903055193,2259,43,9594.447906468278
2022-08-01,22300.14902559911,2234,40,9770.618869311398
2022-08-02,21898.17326551424,2234,34,9023.87371163425
2022-08-03,21551.2729404848,2250,34,8999.807294498101
2022-08-04,21875.05669081688,2085,32,9896.272734217682
2022-08-05,22063.175871110885,2253,27,9542.888715279369
2022-08-06,20798.474828872364,2053,32,9329.214457299502
2022-08-07,20425.93109198572,2127,32,9829.534326987701
2022-08-08,20415.798623414426,1828,44,9436.77433710744
2022-08-09,20439.98876627296,2034,34,9179.482072371598
2022-08-10,20720.719684079275,2011,38,9547.547712617063
2022-08-11,20469.411166820864,2090,34,9586.482290767522
2022-08-12,20581.657290344927,2105,25,9603.716092962984
2022-08-13,19854.676007750037,1914,23,9131.578172143609
2022-08-14,19992.730182308336,1928,21,9510.0342215416
2022-08-15,20344.584199766672,2023,26,8889.811338772874
2022-08-16,20525.54362703025,1962,24,8684.331939908392
2022-08-17,20217.59101216022,2105,33,8292.68229890519
2022-08-18,19101.375497450248,1873,22,9605.23572049956
2022-08-19,19523.981971427133,1661,23,8898.469133386252
2022-08-20,19077.0242688814,1870,13,9027.317529723947
2022-08-21,18450.60766736047,1741,21,8457.315346656587
2022-08-22,20012.865577654717,1838,33,9065.74416592718
2022-08-23,20386.87189968195,1914,28,8610.417182449217
2022-08-24,20140.710941534682,2025,21,8143.7372330782555
2022-08-25,19335.768690241348,2066,20,9136.358442552233
2022-08-26,20100.4272544909,2041,25,8685.942562461516
2022-08-27,18593.472258559406,1798,19,8790.991564865757
2022-08-28,18266.25537148731,1872,24,8168.66387268458
2022-08-29,18795.426308611677,1833,26,8602.940742687986
2022-08-30,18869.97419134406,1817,35,8631.600428483964
2022-08-31,18748.035376132317,1759,8,7890.515800015317
2022-09-01,18950.159751886415,1719,19,8194.284175196988
2022-09-02,18870.057753596826,1848,15,8660.281582563375
2022-09-03,17968.180654186774,1812,21,8461.32854401178
2022-09-04,18114.15610530588,1801,19,9282.658916353716
2022-09-05,19172.254928998085,1875,24,9211.18628988636
2022-09-06,18985.24000773906,1803,26,8130.077457430686
2022-09-07,17703.900468608,1831,34,8601.388117112809
2022-09-08,17107.697678618184,1579,19,8976.46124576326
2022-09-09,18792.614046560022,1956,11,8516.328344914396
2022-09-10,16835.360193301833,1583,17,7862.507679632938
2022-09-11,17352.37216980737,1659,21,8128.619768793038
2022-09-12,17578.321481086732,1611,17,8585.930511523773
2022-09-13,17213.734196834936,1671,23,7919.878708899363
2022-09-14,18339.57852574937,1931,24,8338.406711391557
2022-09-15,18405.37430350875,1892,11,8048.27756222434
2022-09-16,17697.36580062057,1867,23,7818.520994776738
2022-09-17,15902.844104822861,1642,24,8534.598448829762
2022-09-18,16890.949811468796,1578,23,8637.403318823288
2022-09-19,18078.683179378575,1774,28,7956.216257016156
2022-09-20,17115.073926413766,1633,36,8049.280414744183
2022-09-21,17921.03180862097,1925,28,7536.1406021078155
2022-09-22,17799.624012914126,1660,22,8250.170916198878
2022-09-23,18077.985175525875,1897,21,8057.119617064847
2022-09-24,17082.349016334476,1797,27,8185.442428790713
2022-09-25,16523.42524685034,1835,29,8170.369061808879
2022-09-26,18348.847409522812,1793,23,8984.717897350198
2022-09-27,17665.11644250284,1837,43,7869.439478188672
2022-09-28,17727.779708071543,2000,30,8689.394090796675
2022-09-29,17275.090437007028,1665,28,8635.792256776158
2022-09-30,17523.624881218842,1598,27,8327.15147394445
2022-10-01,16559.65979523414,1467,27,8461.206018437762
2022-10-02,16925.638163573483,1763,35,8941.505455877694
2022-10-03,18631.268647040746,1674,31,7959.009563186219
2022-10-04,17106.01543488583,1673,49,7631.772562889325
2022-10-05,17004.977449352486,1744,28,7851.231590100469
2022-10-06,18570.365104639302,1875,26,8599.02353820159
2022-10-07,17756.355617241534,1818,29,7614.073293021977
2022-10-08,16805.917374375436,1702,42,8108.195006601328
2022-10-09,17693.02119663829,1897,40,9079.173671415892
2022-10-10,17656.032081869056,1670,36,8372.328902359894
2022-10-11,18910.745710300595,1823,47,7953.969574620048
2022-10-12,18378.70598127256,1760,41,8122.4582243864
2022-10-13,17840.85901693181,1867,37,8566.363135926185
2022-10-14,19211.57542022892,2011,38,8425.473881118764
2022-10-15,17131.16797479685,1758,50,9067.530570561543
2022-10-16,17859.13460843842,1904,53,8932.265629393849
2022-10-17,18444.709160334532,1726,41,8840.497865667214
2022-10-18,19005.778334444407,2067,51,8135.895866016061
2022-10-19,19198.328752589812,2072,40,8666.938325003995
2022-10-20,18499.01052692759,1923,37,8861.852298768557
2022-10-21,18174.451309869488,1995,26,8459.935981015497
2022-10-22,18101.95879528115,1644,37,8601.532085835932
2022-10-23,17606.529987893566,1708,38,8152.998927673287
2022-10-24,19778.038156381546,1904,48,8575.054874461062
2022-10-25,18918.048132997006,1963,47,8630.57600362141
2022-10-26,18747.96965836145,1769,27,7876.981305009688
2022-10-27,19106.167406247827,1986,34,8796.851775469615
2022-10-28,18425.738539824444,1979,39,8271.238264624697
2022-10-29,17951.175482233622,1864,35,8354.750954435283
2022-10-30,19127.00352436686,1941,44,8897.15533994224
2022-10-31,19040.221791301763,1805,43,8307.676941943848
2022-11-01,18939.06738623399,1809,41,8295.104857860395
2022-11-02,19826.606421540895,2107,33,8249.907538925863
2022-11-03,20248.712571307,2102,24,8768.163600307927
2022-11-04,20114.65945225567,2007,24,8668.438219916801
2022-11-05,19604.187972621305,1918,36,8729.294151452319
2022-11-06,18830.322816649732,1680,36,9017.90948208736
2022-11-07,19351.860810731472,1828,37,9088.486299827733
2022-11-08,20918.881836917782,2283,33,8636.79594711359
2022-11-09,20113.639546297916,1883,28,8206.218081794386
2022-11-10,20257.554572432702,2044,31,9347.230573025487
2022-11-11,21156.19766317249,2216,23,9085.682739662252
2022-11-12,20130.393003050423,1887,21,9005.063832933307
2022-11-13,20191.35654207381,2037,35,9380.518292235904
2022-11-14,21907.914552407823,2284,31,10405.57585522289
2022-11-15,20616.42942605068,2062,30,8665.771965948468
2022-11-16,21515.56623071501,2438,33,9192.355126740096
2022-11-17,21194.200600624907,1952,21,9360.108680134113
2022-11-18,21414.53593180102,2247,22,9023.29173644219
2022-11-19,21409.425233372596,2123,17,9238.606262912466
2022-11-20,21014.373244393806,2178,26,9020.563689847297
2022-11-21,21895.08866785025,2233,31,9411.973371004908
2022-11-22,22277.808524705986,2154,18,8980.476763897306
2022-11-23,21674.73008472848,2190,22,9588.354243271702
2022-11-24,21553.199423402337,1969,18,9585.027481165087
2022-11-25,21565.853075713247,2216,17,9810.073049282228
2022-11-26,20470.29843772443,2076,25,9362.562441834676
2022-11-27,22596.475774608007,2323,25,9355.798646757175
2022-11-28,21881.251527116892,2293,33,9556.025094264172
2022-11-29,22436.212952711285,2280,18,8791.87434159558
2022-11-30,22521.831272030857,2266,19,9671.5456020584
2022-12-01,22926.668188600914,2204,16,9306.491403971531
2022-12-02,23292.804979215263,2258,10,9463.693242636082
2022-12-03,22676.306407043176,2386,23,9123.597909421564
2022-12-04,22064.74450341801,2350,34,10279.798433424274
2022-12-05,23131.93616545032,2289,24,9781.879867818448
2022-12-06,23464.92254621984,2351,25,10151.904738662019
2022-12-07,23306.267434759604,2240,19,9940.061047443689
2022-12-08,24340.0359190312,2551,12,9553.780937680147
2022-12-09,23886.297049779463,2455,7,9712.953393164098
2022-12-10,23361.319673023787,2530,16,10760.031118234585
2022-12-11,23426.947758805818,2254,17,10827.288558287504
2022-12-12,24532.357903251428,2415,35,10156.433560935406
2022-12-13,24134.667535730357,2436,24,10085.607833832342
2022-12-14,23492.635046344734,2413,19,9838.830406757588
2022-12-15,24436.086478671543,2422,22,10489.413185235531
2022-12-16,24003.993739148475,2313,13,10025.245690502365
2022-12-17,23406.975014092823,2428,19,9438.084384613903
2022-12-18,24054.20366055514,2477,28,9934.359207648147
2022-12-19,25217.976659933905,2430,35,10207.525946099719
2022-12-20,24695.31006823691,2605,31,9682.77233357707
2022-12-21,24922.908631804155,2609,26,10196.077858692483
2022-12-22,25701.351684742425,2583,23,10242.994686150314
2022-12-23,25050.265264886486,2512,25,10173.886843720475
2022-12-24,25558.227824658097,2611,28,10732.822181465204
2022-12-25,24615.455218875217,2375,27,10784.64966971476
2022-12-26,24275.41576971896,2430,35,10512.180253071941
2022-12-27,25603.31613550721,2345,28,10931.157539318625
2022-12-28,25485.79564558554,2636,30,10528.819143666768
2022-12-29,26006.361193637862,2444,25,10716.593718291097
2022-12-30,25762.018143211393,2726,40,10543.03706195762
2022-12-31,24667.796249508778,2433,32,10516.848200117409
2023-01-01,24196.49120940481,2398,26,10411.575578173954
2023-01-02,25510.388003066284,2488,35,10599.91122775169
2023-01-03,25243.506620128883,2495,37,10689.769843143367
2023-01-04,25429.971988088193,2684,40,10648.943574500085
2023-01-05,26063.583970407824,2357,25,10941.207951345885
2023-01-06,26650.899597528238,2792,21,10034.794426073833
2023-01-07,25307.527324788214,2564,37,10953.935160224679
2023-01-08,24554.088765465054,2334,31,10267.519604140725
2023-01-09,26163.770526399,2508,38,11264.705076495175
2023-01-10,26576.83236002817,2825,38,10481.922839465147
2023-01-11,25708.292195956223,2476,35,10576.986623819674
2023-01-12,25978.475464055307,2482,36,10449.39665355133
2023-01-13,26082.778325633513,2722,29,11324.399997820294
2023-01-14,24960.604068088953,2529,35,10272.9952349554
2023-01-15,25702.502871655055,2476,41,10593.006165960638
2023-01-16,26090.912608128554,2630,44,10525.405109359343
2023-01-17,26381.918197396513,2535,42,9961.895764579936
2023-01-18,25746.941571799347,2684,40,10739.109131773055
2023-01-19,25988.296126711957,2704,39,11369.100517789655
2023-01-20,26582.389403004625,2711,37,11714.647025914956
2023-01-21,25296.82763489422,2565,41,10753.22920766568
2023-01-22,26356.68212443169,2811,35,11131.493220533845
2023-01-23,26051.28925086261,2605,45,11044.345212279948
2023-01-24,26369.35079813813,2518,45,10738.713248898728
2023-01-25,26727.243749890575,2717,42,10804.360041991335
2023-01-26,25553.791038687414,2763,31,10873.909852885563
2023-01-27,25382.72954548791,2436,31,11072.048850823368
2023-01-28,24748.650985432607,2438,35,10844.635206304272
2023-01-29,26139.353995407226,2655,44,10642.889021638328
2023-01-30,25977.0074671497,2592,48,10597.289827947126
2023-01-31,27525.25840522455,2654,39,10672.516290828939
2023-02-01,25955.66220856358,2707,41,10521.996547133864
2023-02-02,26320.152812698023,2864,33,10777.639577562613
2023-02-03,26987.547488668824,2718,31,11831.179162283175
2023-02-04,26456.740119225593,2555,34,11135.916708344854
